,run_id,start,end,tot_q_m3,duration_hrs,intensity_m3_hr,filter_para,sf_thresh,storm_id,q_peak,Event_filter_0.5,Event_filter_10,Event_filter_2,Event_filter_20,Event_filter_1
153,"FC = 0.98, SFT = 0.1",2020-01-27 17:00:00,2020-01-28 06:00:00,18881.38542,14,1348.670387,0.98,0.1,storm_154,0.215,0,0,0,0,0
154,"FC = 0.98, SFT = 0.1",2020-02-06 21:00:00,2020-02-12 13:00:00,2156300.863,137,15739.42236,0.98,0.1,storm_155,18.648,1,1,1,0,1
155,"FC = 0.98, SFT = 0.1",2020-02-12 20:00:00,2020-02-15 05:00:00,111177.6348,58,1916.855773,0.98,0.1,storm_156,1.219,1,0,0,0,1
156,"FC = 0.98, SFT = 0.1",2020-02-15 23:00:00,2020-02-16 20:00:00,40310.81878,22,1832.309944,0.98,0.1,storm_157,0.743,1,0,0,0,0
157,"FC = 0.98, SFT = 0.1",2020-02-17 09:00:00,2020-02-21 22:00:00,810743.1692,110,7370.392447,0.98,0.1,storm_158,4.639,1,0,1,0,1
158,"FC = 0.98, SFT = 0.1",2020-02-26 14:00:00,2020-02-27 09:00:00,40220.02386,20,2011.001193,0.98,0.1,storm_159,0.638,1,0,0,0,0
159,"FC = 0.98, SFT = 0.1",2020-03-03 21:00:00,2020-03-12 01:00:00,349345.8451,197,1773.329163,0.98,0.1,storm_160,1.867,1,0,0,0,1
160,"FC = 0.98, SFT = 0.1",2020-03-14 16:00:00,2020-03-16 01:00:00,49748.56518,34,1463.193093,0.98,0.1,storm_161,0.644,1,0,0,0,0
161,"FC = 0.98, SFT = 0.1",2020-03-16 04:00:00,2020-03-18 22:00:00,80507.29215,67,1201.601375,0.98,0.1,storm_162,0.959,1,0,0,0,0
162,"FC = 0.98, SFT = 0.1",2020-03-25 12:00:00,2020-03-28 13:00:00,239231.8323,74,3232.862599,0.98,0.1,storm_163,2.307,1,0,1,0,1
163,"FC = 0.98, SFT = 0.1",2020-03-30 08:00:00,2020-03-31 02:00:00,17283.53098,19,909.6595252,0.98,0.1,storm_164,0.453,0,0,0,0,0
164,"FC = 0.98, SFT = 0.1",2020-04-02 17:00:00,2020-04-08 13:00:00,407198.927,141,2887.935653,0.98,0.1,storm_165,2.822,1,0,1,0,1
165,"FC = 0.98, SFT = 0.1",2020-04-10 11:00:00,2020-04-12 08:00:00,35681.22569,46,775.6788193,0.98,0.1,storm_166,0.637,1,0,0,0,0
166,"FC = 0.98, SFT = 0.1",2020-04-29 20:00:00,2020-05-03 06:00:00,192776.5457,83,2322.608984,0.98,0.1,storm_167,1.578,1,0,0,0,1
167,"FC = 0.98, SFT = 0.1",2020-05-21 03:00:00,2020-05-22 20:00:00,39815.71291,42,947.9931644,0.98,0.1,storm_168,0.458,0,0,0,0,0
168,"FC = 0.98, SFT = 0.1",2020-06-14 07:00:00,2020-06-15 00:00:00,23641.6714,18,1313.426189,0.98,0.1,storm_169,0.454,0,0,0,0,0
169,"FC = 0.98, SFT = 0.1",2020-06-21 06:00:00,2020-06-22 10:00:00,39130.13786,29,1349.315099,0.98,0.1,storm_170,0.576,1,0,0,0,0
170,"FC = 0.98, SFT = 0.1",2020-07-11 10:00:00,2020-07-12 00:00:00,8937.404824,15,595.8269883,0.98,0.1,storm_171,0.285,0,0,0,0,0
171,"FC = 0.98, SFT = 0.1",2020-07-26 13:00:00,2020-08-03 09:00:00,1102626.973,189,5834.005148,0.98,0.1,storm_172,5.683,1,0,1,0,1
172,"FC = 0.98, SFT = 0.1",2020-08-07 14:00:00,2020-08-12 22:00:00,752624.4077,129,5834.297734,0.98,0.1,storm_173,5.441,1,0,1,0,1
173,"FC = 0.98, SFT = 0.1",2020-08-13 02:00:00,2020-08-14 07:00:00,84080.37679,30,2802.679226,0.98,0.1,storm_174,2.258,1,0,1,0,1
174,"FC = 0.98, SFT = 0.1",2020-08-14 18:00:00,2020-08-19 04:00:00,244352.3786,107,2283.66709,0.98,0.1,storm_175,2.879,1,0,1,0,1
175,"FC = 0.98, SFT = 0.1",2020-08-19 19:00:00,2020-08-21 00:00:00,36178.52362,30,1205.950787,0.98,0.1,storm_176,1.231,1,0,0,0,1
176,"FC = 0.98, SFT = 0.1",2020-08-22 02:00:00,2020-08-27 06:00:00,112919.9842,125,903.359874,0.98,0.1,storm_177,1.243,1,0,0,0,1
177,"FC = 0.98, SFT = 0.1",2020-08-27 12:00:00,2020-08-28 03:00:00,6624.955446,16,414.0597154,0.98,0.1,storm_178,0.69,1,0,0,0,0
178,"FC = 0.98, SFT = 0.1",2020-09-09 11:00:00,2020-09-10 23:00:00,55251.46169,37,1493.282748,0.98,0.1,storm_179,0.703,1,0,0,0,0
179,"FC = 0.98, SFT = 0.1",2020-09-20 09:00:00,2020-09-22 01:00:00,55993.32981,41,1365.690971,0.98,0.1,storm_180,0.726,1,0,0,0,0
180,"FC = 0.98, SFT = 0.1",2020-10-24 07:00:00,2020-10-28 17:00:00,221870.5555,107,2073.556594,0.98,0.1,storm_181,1.332,1,0,0,0,1
181,"FC = 0.98, SFT = 0.1",2020-10-31 16:00:00,2020-11-01 21:00:00,36549.49182,30,1218.316394,0.98,0.1,storm_182,0.587,1,0,0,0,0
182,"FC = 0.98, SFT = 0.1",2020-11-05 11:00:00,2020-11-07 20:00:00,96676.3844,58,1666.834214,0.98,0.1,storm_183,0.875,1,0,0,0,0
183,"FC = 0.98, SFT = 0.1",2020-11-13 02:00:00,2020-11-14 11:00:00,40791.50107,34,1199.750032,0.98,0.1,storm_184,0.619,1,0,0,0,0
184,"FC = 0.98, SFT = 0.1",2020-11-23 13:00:00,2020-11-24 08:00:00,24220.19546,20,1211.009773,0.98,0.1,storm_185,0.4,0,0,0,0,0
185,"FC = 0.98, SFT = 0.1",2020-12-05 23:00:00,2020-12-06 13:00:00,19153.12551,15,1276.875034,0.98,0.1,storm_186,0.097,0,0,0,0,0
186,"FC = 0.98, SFT = 0.1",2020-12-15 23:00:00,2020-12-16 12:00:00,7508.037417,14,536.2883869,0.98,0.1,storm_187,0.12,0,0,0,0,0
187,"FC = 0.98, SFT = 0.1",2020-12-16 17:00:00,2020-12-17 12:00:00,32709.75085,20,1635.487542,0.98,0.1,storm_188,0.416,0,0,0,0,0
188,"FC = 0.98, SFT = 0.1",2020-12-18 11:00:00,2020-12-19 07:00:00,43696.79867,21,2080.799937,0.98,0.1,storm_189,0.597,1,0,0,0,0
189,"FC = 0.98, SFT = 0.1",2020-12-21 20:00:00,2020-12-23 10:00:00,70055.41578,39,1796.292712,0.98,0.1,storm_190,0.782,1,0,0,0,0
190,"FC = 0.98, SFT = 0.1",2020-12-26 17:00:00,2020-12-28 07:00:00,134239.6664,39,3442.042728,0.98,0.1,storm_191,0.998,1,0,0,0,0
191,"FC = 0.98, SFT = 0.1",2020-12-29 07:00:00,2020-12-31 19:00:00,163820.9862,61,2685.589937,0.98,0.1,storm_192,1.471,1,0,0,0,1
192,"FC = 0.98, SFT = 0.1",2021-01-01 13:00:00,2021-01-02 18:00:00,24778.46742,30,825.9489139,0.98,0.1,storm_193,0.555,1,0,0,0,0
193,"FC = 0.98, SFT = 0.1",2021-01-03 14:00:00,2021-01-10 23:00:00,339090.4824,178,1905.00271,0.98,0.1,storm_194,2.239,1,0,1,0,1
194,"FC = 0.98, SFT = 0.1",2021-01-30 12:00:00,2021-01-30 23:00:00,12958.63606,12,1079.886338,0.98,0.1,storm_195,0.179,0,0,0,0,0
195,"FC = 0.98, SFT = 0.1",2021-02-01 22:00:00,2021-02-03 08:00:00,107329.8589,35,3066.567397,0.98,0.1,storm_196,1.318,1,0,0,0,1
196,"FC = 0.98, SFT = 0.1",2021-02-04 22:00:00,2021-02-05 23:00:00,38701.74495,26,1488.528652,0.98,0.1,storm_197,0.265,0,0,0,0,0
197,"FC = 0.98, SFT = 0.1",2021-02-06 15:00:00,2021-02-07 06:00:00,12383.96272,16,773.99767,0.98,0.1,storm_198,0.566,1,0,0,0,0
198,"FC = 0.98, SFT = 0.1",2021-02-12 23:00:00,2021-02-14 23:00:00,90599.19975,49,1848.96326,0.98,0.1,storm_199,0.996,1,0,0,0,0
199,"FC = 0.98, SFT = 0.1",2021-02-17 02:00:00,2021-02-18 11:00:00,25320.67619,34,744.7257703,0.98,0.1,storm_200,0.449,0,0,0,0,0
200,"FC = 0.98, SFT = 0.1",2021-02-25 09:00:00,2021-02-26 20:00:00,79656.02797,36,2212.667444,0.98,0.1,storm_201,0.968,1,0,0,0,0
201,"FC = 0.98, SFT = 0.1",2021-03-11 23:00:00,2021-03-13 00:00:00,33600.97375,26,1292.345144,0.98,0.1,storm_202,0.515,1,0,0,0,0
202,"FC = 0.98, SFT = 0.1",2021-03-14 04:00:00,2021-03-15 13:00:00,39658.93953,34,1166.439398,0.98,0.1,storm_203,0.493,0,0,0,0,0
203,"FC = 0.98, SFT = 0.1",2021-03-16 22:00:00,2021-03-17 13:00:00,10748.23608,16,671.7647549,0.98,0.1,storm_204,0.315,0,0,0,0,0
204,"FC = 0.98, SFT = 0.1",2021-05-02 18:00:00,2021-05-03 06:00:00,14506.26248,13,1115.866345,0.98,0.1,storm_205,0.301,0,0,0,0,0
205,"FC = 0.98, SFT = 0.1",2021-05-04 14:00:00,2021-05-05 02:00:00,11948.59007,13,919.122313,0.98,0.1,storm_206,0.32,0,0,0,0,0
206,"FC = 0.98, SFT = 0.1",2021-05-05 19:00:00,2021-05-08 23:00:00,126956.3038,77,1648.783166,0.98,0.1,storm_207,0.899,1,0,0,0,0
207,"FC = 0.98, SFT = 0.1",2021-06-03 12:00:00,2021-06-04 11:00:00,27568.14819,24,1148.672841,0.98,0.1,storm_208,0.408,0,0,0,0,0
208,"FC = 0.98, SFT = 0.1",2021-06-08 23:00:00,2021-06-09 10:00:00,6823.349225,12,568.6124354,0.98,0.1,storm_209,0.198,0,0,0,0,0
209,"FC = 0.98, SFT = 0.1",2021-06-10 14:00:00,2021-06-11 12:00:00,21200.27049,23,921.7508907,0.98,0.1,storm_210,0.373,0,0,0,0,0
210,"FC = 0.98, SFT = 0.1",2021-06-16 23:00:00,2021-06-18 07:00:00,34387.07459,33,1042.032563,0.98,0.1,storm_211,0.546,1,0,0,0,0
211,"FC = 0.98, SFT = 0.1",2021-06-24 19:00:00,2021-06-25 19:00:00,26318.65106,25,1052.746042,0.98,0.1,storm_212,0.233,0,0,0,0,0
212,"FC = 0.98, SFT = 0.1",2021-07-01 21:00:00,2021-07-03 01:00:00,23567.02618,29,812.6560752,0.98,0.1,storm_213,0.37,0,0,0,0,0
213,"FC = 0.98, SFT = 0.1",2021-07-16 07:00:00,2021-07-19 05:00:00,73637.21302,71,1037.143845,0.98,0.1,storm_214,0.626,1,0,0,0,0
214,"FC = 0.98, SFT = 0.1",2021-07-25 05:00:00,2021-07-26 10:00:00,27937.56287,30,931.2520957,0.98,0.1,storm_215,0.472,0,0,0,0,0
215,"FC = 0.98, SFT = 0.1",2021-08-03 05:00:00,2021-08-04 23:00:00,35142.86133,43,817.275845,0.98,0.1,storm_216,0.442,0,0,0,0,0
216,"FC = 0.98, SFT = 0.1",2021-08-12 05:00:00,2021-08-12 23:00:00,14326.35782,19,754.0188325,0.98,0.1,storm_217,0.192,0,0,0,0,0
217,"FC = 0.98, SFT = 0.1",2021-08-23 20:00:00,2021-08-31 11:00:00,717662.9698,184,3900.342227,0.98,0.1,storm_218,3.462,1,0,1,0,1
218,"FC = 0.98, SFT = 0.1",2021-08-31 14:00:00,2021-09-01 08:00:00,8720.928244,19,458.9962234,0.98,0.1,storm_219,0.648,1,0,0,0,0
219,"FC = 0.98, SFT = 0.1",2021-09-04 20:00:00,2021-09-06 21:00:00,58300.45183,50,1166.009037,0.98,0.1,storm_220,0.863,1,0,0,0,0
220,"FC = 0.98, SFT = 0.1",2021-09-13 22:00:00,2021-09-14 13:00:00,14026.59917,16,876.6624484,0.98,0.1,storm_221,0.308,0,0,0,0,0
221,"FC = 0.98, SFT = 0.1",2021-09-18 17:00:00,2021-09-19 09:00:00,13149.28336,17,773.4872562,0.98,0.1,storm_222,0.346,0,0,0,0,0
222,"FC = 0.98, SFT = 0.1",2021-09-29 12:00:00,2021-10-02 07:00:00,91461.52577,68,1345.022438,0.98,0.1,storm_223,0.709,1,0,0,0,0
223,"FC = 0.98, SFT = 0.1",2021-10-11 01:00:00,2021-10-11 21:00:00,12346.69022,21,587.9376296,0.98,0.1,storm_224,0.182,0,0,0,0,0
224,"FC = 0.98, SFT = 0.1",2021-10-12 05:00:00,2021-10-13 19:00:00,36637.10552,39,939.412962,0.98,0.1,storm_225,0.519,1,0,0,0,0
225,"FC = 0.98, SFT = 0.1",2021-10-14 15:00:00,2021-10-15 06:00:00,14792.47072,16,924.5294202,0.98,0.1,storm_226,0.387,0,0,0,0,0
226,"FC = 0.98, SFT = 0.1",2021-10-15 11:00:00,2021-10-17 06:00:00,34984.46877,44,795.101563,0.98,0.1,storm_227,0.497,0,0,0,0,0
227,"FC = 0.98, SFT = 0.1",2021-11-04 10:00:00,2021-11-06 04:00:00,70619.54646,43,1642.315034,0.98,0.1,storm_228,0.601,1,0,0,0,0
228,"FC = 0.98, SFT = 0.1",2021-11-07 10:00:00,2021-11-09 13:00:00,185618.0824,52,3569.578509,0.98,0.1,storm_229,2.003,1,0,1,0,1
229,"FC = 0.98, SFT = 0.1",2021-11-10 13:00:00,2021-11-17 10:00:00,635996.1643,166,3831.302194,0.98,0.1,storm_230,4.584,1,0,1,0,1
230,"FC = 0.98, SFT = 0.1",2021-11-17 18:00:00,2021-11-18 07:00:00,6009.479344,14,429.2485246,0.98,0.1,storm_231,0.633,1,0,0,0,0
231,"FC = 0.98, SFT = 0.1",2021-11-21 03:00:00,2021-11-23 06:00:00,65566.61777,52,1260.896496,0.98,0.1,storm_232,0.844,1,0,0,0,0
232,"FC = 0.98, SFT = 0.1",2021-11-25 14:00:00,2021-12-01 03:00:00,691387.4853,134,5159.608099,0.98,0.1,storm_233,4.393,1,0,1,0,1
233,"FC = 0.98, SFT = 0.1",2021-12-01 15:00:00,2021-12-04 23:00:00,97227.18949,81,1200.335673,0.98,0.1,storm_234,1.222,1,0,0,0,1
234,"FC = 0.98, SFT = 0.1",2021-12-05 19:00:00,2021-12-06 07:00:00,5990.620844,13,460.816988,0.98,0.1,storm_235,0.786,1,0,0,0,0
235,"FC = 0.98, SFT = 0.1",2021-12-06 18:00:00,2021-12-07 06:00:00,6689.759418,13,514.5968783,0.98,0.1,storm_236,0.712,1,0,0,0,0
236,"FC = 0.98, SFT = 0.1",2021-12-07 16:00:00,2021-12-08 09:00:00,20800.20371,18,1155.566873,0.98,0.1,storm_237,0.808,1,0,0,0,0
237,"FC = 0.98, SFT = 0.1",2021-12-08 14:00:00,2021-12-14 06:00:00,246505.7673,137,1799.31217,0.98,0.1,storm_238,1.685,1,0,0,0,1
238,"FC = 0.98, SFT = 0.1",2021-12-14 11:00:00,2021-12-15 03:00:00,7905.18847,17,465.0110865,0.98,0.1,storm_239,0.681,1,0,0,0,0
239,"FC = 0.98, SFT = 0.1",2021-12-15 17:00:00,2021-12-16 07:00:00,9085.383535,15,605.6922356,0.98,0.1,storm_240,0.604,1,0,0,0,0
240,"FC = 0.98, SFT = 0.1",2021-12-19 02:00:00,2021-12-20 11:00:00,26795.91923,34,788.1152714,0.98,0.1,storm_241,0.609,1,0,0,0,0
241,"FC = 0.98, SFT = 0.1",2021-12-20 14:00:00,2021-12-23 06:00:00,31373.86571,65,482.6748571,0.98,0.1,storm_242,0.609,1,0,0,0,0
242,"FC = 0.98, SFT = 0.1",2023-06-22 21:00:00,2023-06-24 04:00:00,39852.84571,32,1245.401428,0.98,0.1,storm_243,0.586,1,0,0,0,0
243,"FC = 0.98, SFT = 0.1",2023-07-04 15:00:00,2023-07-05 08:00:00,11183.78786,18,621.3215477,0.98,0.1,storm_244,0.274,0,0,0,0,0
244,"FC = 0.98, SFT = 0.1",2023-08-14 00:00:00,2023-08-15 10:00:00,55379.81935,35,1582.280553,0.98,0.1,storm_245,0.719,1,0,0,0,0
245,"FC = 0.98, SFT = 0.1",2023-08-18 01:00:00,2023-08-19 08:00:00,32177.39452,32,1005.543579,0.98,0.1,storm_246,0.449,0,0,0,0,0
246,"FC = 0.98, SFT = 0.1",2023-08-30 20:00:00,2023-08-31 08:00:00,11038.9732,13,849.1517844,0.98,0.1,storm_247,0.196,0,0,0,0,0
247,"FC = 0.98, SFT = 0.1",2023-09-08 02:00:00,2023-09-09 09:00:00,33409.41545,32,1044.044233,0.98,0.1,storm_248,0.429,0,0,0,0,0
248,"FC = 0.98, SFT = 0.1",2023-10-04 17:00:00,2023-10-05 23:00:00,76821.48052,31,2478.112275,0.98,0.1,storm_249,0.596,1,0,0,0,0
249,"FC = 0.98, SFT = 0.1",2023-11-05 11:00:00,2023-11-06 01:00:00,17351.04807,15,1156.736538,0.98,0.1,storm_250,0.32,0,0,0,0,0
250,"FC = 0.98, SFT = 0.1",2023-11-09 12:00:00,2023-11-10 06:00:00,57079.31147,19,3004.174288,0.98,0.1,storm_251,0.714,1,0,0,0,0
251,"FC = 0.98, SFT = 0.1",2023-11-24 23:00:00,2023-11-27 10:00:00,242071.2546,60,4034.520911,0.98,0.1,storm_252,2.226,1,0,1,0,1
252,"FC = 0.98, SFT = 0.1",2023-11-29 04:00:00,2023-12-01 09:00:00,90657.82841,54,1678.848674,0.98,0.1,storm_253,0.763,1,0,0,0,0
253,"FC = 0.98, SFT = 0.1",2023-12-02 03:00:00,2023-12-03 22:00:00,38085.5229,44,865.5800659,0.98,0.1,storm_254,0.581,1,0,0,0,0
254,"FC = 0.98, SFT = 0.1",2023-12-19 23:00:00,2023-12-23 19:00:00,661124.924,93,7108.870151,0.98,0.1,storm_255,6.299,1,0,1,0,1
255,"FC = 0.98, SFT = 0.1",2023-12-24 12:00:00,2023-12-25 03:00:00,11283.46426,16,705.2165164,0.98,0.1,storm_256,0.553,1,0,0,0,0
256,"FC = 0.98, SFT = 0.1",2023-12-25 18:00:00,2023-12-27 01:00:00,26571.34865,32,830.3546454,0.98,0.1,storm_257,0.541,1,0,0,0,0
257,"FC = 0.98, SFT = 0.1",2024-01-02 12:00:00,2024-01-07 18:00:00,353432.2808,127,2782.931345,0.98,0.1,storm_258,1.858,1,0,0,0,1
258,"FC = 0.98, SFT = 0.1",2024-01-08 11:00:00,2024-01-09 18:00:00,30050.1676,32,939.0677374,0.98,0.1,storm_259,0.703,1,0,0,0,0
259,"FC = 0.98, SFT = 0.1",2024-01-10 22:00:00,2024-01-11 16:00:00,10745.43719,19,565.5493257,0.98,0.1,storm_260,0.537,1,0,0,0,0
260,"FC = 0.98, SFT = 0.1",2024-01-11 21:00:00,2024-01-13 03:00:00,17046.35006,31,549.88226,0.98,0.1,storm_261,0.518,1,0,0,0,0
261,"FC = 0.98, SFT = 0.1",2024-01-14 21:00:00,2024-01-22 08:00:00,469149.711,180,2606.387284,0.98,0.1,storm_262,2.228,1,0,1,0,1
262,"FC = 0.98, SFT = 0.1",2024-02-06 02:00:00,2024-02-08 07:00:00,135934.6827,54,2517.308939,0.98,0.1,storm_263,1.526,1,0,0,0,1
263,"FC = 0.98, SFT = 0.1",2024-02-13 17:00:00,2024-02-15 07:00:00,61136.00033,39,1567.589752,0.98,0.1,storm_264,0.606,1,0,0,0,0
264,"FC = 0.98, SFT = 0.1",2024-02-18 18:00:00,2024-02-19 18:00:00,14680.0888,25,587.2035519,0.98,0.1,storm_265,0.317,0,0,0,0,0
265,"FC = 0.98, SFT = 0.1",2024-03-07 14:00:00,2024-03-08 08:00:00,26116.81903,19,1374.569423,0.98,0.1,storm_266,0.355,0,0,0,0,0
266,"FC = 0.98, SFT = 0.1",2024-03-17 04:00:00,2024-03-17 23:00:00,24779.30593,20,1238.965296,0.98,0.1,storm_267,0.134,0,0,0,0,0
267,"FC = 0.98, SFT = 0.1",2024-03-18 08:00:00,2024-03-18 22:00:00,15875.52904,15,1058.368603,0.98,0.1,storm_268,0.414,0,0,0,0,0
268,"FC = 0.98, SFT = 0.1",2024-04-02 13:00:00,2024-04-03 05:00:00,24156.56882,17,1420.974637,0.98,0.1,storm_269,0.351,0,0,0,0,0
269,"FC = 0.98, SFT = 0.1",2024-05-03 18:00:00,2024-05-08 03:00:00,186718.7799,106,1761.497923,0.98,0.1,storm_270,1.376,1,0,0,0,1
270,"FC = 0.98, SFT = 0.1",2024-05-08 08:00:00,2024-05-08 19:00:00,4836.742011,12,403.0618343,0.98,0.1,storm_271,0.799,1,0,0,0,0
271,"FC = 0.98, SFT = 0.1",2024-05-09 01:00:00,2024-05-09 22:00:00,10237.61344,22,465.3460653,0.98,0.1,storm_272,0.623,1,0,0,0,0
272,"FC = 0.98, SFT = 0.1",2024-05-11 04:00:00,2024-05-17 06:00:00,388551.1337,147,2643.204991,0.98,0.1,storm_273,2.666,1,0,1,0,1
273,"FC = 0.98, SFT = 0.1",2024-05-17 09:00:00,2024-05-18 07:00:00,9554.29654,23,415.4041974,0.98,0.1,storm_274,0.714,1,0,0,0,0
274,"FC = 0.98, SFT = 0.1",2024-05-18 13:00:00,2024-05-19 02:00:00,5913.365364,14,422.3832403,0.98,0.1,storm_275,0.633,1,0,0,0,0
275,"FC = 0.98, SFT = 0.1",2024-05-31 15:00:00,2024-06-04 06:00:00,143983.5359,88,1636.176544,0.98,0.1,storm_276,1.054,1,0,0,0,1
276,"FC = 0.98, SFT = 0.1",2024-06-06 05:00:00,2024-06-13 02:00:00,353897.4235,166,2131.91219,0.98,0.1,storm_277,2.337,1,0,1,0,1
277,"FC = 0.98, SFT = 0.1",2024-06-14 23:00:00,2024-06-18 06:00:00,82905.0985,80,1036.313731,0.98,0.1,storm_278,1.055,1,0,0,0,1
278,"FC = 0.98, SFT = 0.1",2024-06-30 04:00:00,2024-07-01 22:00:00,68490.55857,43,1592.803688,0.98,0.1,storm_279,0.989,1,0,0,0,0
279,"FC = 0.98, SFT = 0.1",2024-07-02 03:00:00,2024-07-03 02:00:00,13802.17184,24,575.0904933,0.98,0.1,storm_280,0.556,1,0,0,0,0
280,"FC = 0.98, SFT = 0.1",2024-07-03 11:00:00,2024-07-03 22:00:00,6486.516256,12,540.5430213,0.98,0.1,storm_281,0.556,1,0,0,0,0
281,"FC = 0.98, SFT = 0.1",2024-07-04 04:00:00,2024-07-07 09:00:00,73309.23436,78,939.8619789,0.98,0.1,storm_282,0.844,1,0,0,0,0
282,"FC = 0.98, SFT = 0.1",2024-07-09 00:00:00,2024-07-09 22:00:00,14334.97699,23,623.2598692,0.98,0.1,storm_283,0.569,1,0,0,0,0
283,"FC = 0.98, SFT = 0.1",2024-07-20 10:00:00,2024-07-21 05:00:00,10464.47486,20,523.2237429,0.98,0.1,storm_284,0.452,0,0,0,0,0
284,"FC = 0.98, SFT = 0.1",2024-07-26 02:00:00,2024-07-29 03:00:00,102570.3783,74,1386.086193,0.98,0.1,storm_285,0.959,1,0,0,0,0
285,"FC = 0.98, SFT = 0.1",2024-08-14 02:00:00,2024-08-16 03:00:00,50721.74207,50,1014.434841,0.98,0.1,storm_286,0.655,1,0,0,0,0
286,"FC = 0.98, SFT = 0.1",2024-08-17 06:00:00,2024-08-17 23:00:00,9641.454258,18,535.6363477,0.98,0.1,storm_287,0.368,0,0,0,0,0
