id,Datetime,Rainfall (mm),Discharge (ML/d),Turbidity (NTU),Discharge (cms),stormID,stormCount,base_flow,storm_flow,total_flow,norm_tot_q,norm_c,norm_ts,Time Period,Est_Tbdt_power_precal,Est_Tbdt_mix_Precal,Est_Tbdt_mix_Postcal,Est_Tbdt_mix_Fullcal
66337,2023-12-20 12:00:00,0.5,811.921,192.7,9.397,125,126,0.975269006919107,8.42173099308089,9.397,0.7143296669486963,0.2049642315196184,0.2,,,,,
66338,2023-12-20 13:00:00,0.0,1132.827,243.1,13.111,125,126,1.09508335959574,12.0159166404043,13.111,1.0,0.2595924561023195,0.2153846153846154,,,,,
66339,2023-12-20 14:00:00,0.0,1025.111,264.5,11.865,125,126,1.20504504753005,10.6599549524699,11.865,0.9041612183678178,0.2827877736830695,0.2307692307692307,,,,,
66340,2023-12-20 15:00:00,0.0,778.643,159.1,9.012,125,126,1.30373704026853,7.70826295973147,9.012,0.684716560264595,0.1685454151311511,0.2461538461538461,,,,,
66341,2023-12-20 16:00:00,0.0,651.557,103.5,7.541,125,126,1.39009822154859,6.15090177845141,7.541,0.5715714175832628,0.1082809451549967,0.2615384615384615,,,,,
66342,2023-12-20 17:00:00,0.0,544.622,83.9,6.303,125,126,1.4635505447953,4.8394494552047,6.303,0.4763479732328282,0.0870366355950574,0.2769230769230769,,,,,
66343,2023-12-20 18:00:00,0.0,495.642,70.1,5.737,125,126,1.52385269317102,4.21314730682898,5.737,0.4328128605491885,0.0720789074355083,0.2923076923076923,,,,,
66344,2023-12-20 19:00:00,0.0,449.439,65.0,5.202,125,126,1.57095741509549,3.63104258490451,5.202,0.3916621798323205,0.0665510513765445,0.3076923076923077,,,,,
66345,2023-12-20 20:00:00,0.0,400.022,57.7,4.63,125,126,1.60528757281929,3.02471242718071,4.63,0.3476655641873701,0.058638629958812,0.3230769230769231,,,,,
66346,2023-12-20 21:00:00,0.0,380.24,50.9,4.401,125,126,1.62789056289187,2.77310943710813,4.401,0.3300515344973463,0.0512681552135269,0.3384615384615385,,,,,
66347,2023-12-20 22:00:00,0.0,319.717,55.1,3.7,125,126,1.64032504873722,2.05967495126278,3.7,0.2761326051842166,0.0558205072620854,0.3538461538461538,,,,,
66348,2023-12-20 23:00:00,0.0,263.98,56.0,3.055,125,126,1.64481780072667,1.41018219927333,3.055,0.2265210368433197,0.0567960112724907,0.3692307692307692,,,,,
66349,2023-12-21 00:00:00,0.0,245.909,45.8,2.846,125,126,1.58166280824899,1.26433719175101,2.846,0.2104453503576648,0.0457402991545631,0.3846153846153846,,,,,
66350,2023-12-21 01:00:00,0.0,213.707,41.1,2.473,125,126,1.51286468962658,0.960135310373419,2.473,0.1817552495961849,0.0406460004335573,0.4,,,,,
66351,2023-12-21 02:00:00,0.0,211.941,35.7,2.453,125,126,1.45221775492189,1.0007822450781,2.453,0.180216906391816,0.034792976371125,0.4153846153846154,,,,,
66352,2023-12-21 03:00:00,0.0,196.227,31.6,2.271,125,126,1.39414654778925,0.87685345221075,2.271,0.166217983232059,0.0303490136570561,0.4307692307692308,,,,,
66353,2023-12-21 04:00:00,0.0,179.509,28.9,2.078,125,126,1.34433675296729,0.733663247032713,2.078,0.1513729713098992,0.02742250162584,0.4461538461538462,,,,,
66354,2023-12-21 05:00:00,0.0,185.786,26.9,2.15,125,126,1.29743824783754,0.85256175216246,2.15,0.1569110068456272,0.0252547149360502,0.4615384615384615,,,,,
66355,2023-12-21 06:00:00,0.0,166.728,24.8,1.93,125,126,1.25226962535908,0.677730374640916,1.93,0.1399892315975694,0.022978538911771,0.4769230769230769,,,,,
66356,2023-12-21 07:00:00,0.0,162.014,25.0,1.875,125,126,1.21076555889264,0.664234441107357,1.875,0.1357587877855549,0.02319531758075,0.4923076923076923,,,,,
66357,2023-12-21 08:00:00,0.0,151.638,24.0,1.755,125,126,1.17219740307728,0.58280259692272,1.755,0.1265287285593415,0.0221114242358551,0.5076923076923077,,,,,
66358,2023-12-21 09:00:00,0.0,154.606,22.1,1.789,125,126,1.13496468412477,0.654035315875235,1.789,0.1291439120067687,0.0200520268805549,0.5230769230769231,,,,,
66359,2023-12-21 10:00:00,0.0,140.652,48.7,1.628,125,126,1.09940860013273,0.528591399867271,1.628,0.116760249211599,0.0488835898547582,0.5384615384615384,,,,,
66360,2023-12-21 11:00:00,0.0,123.984,34.8,1.435,125,126,1.07182829801354,0.363171701986458,1.435,0.1019152372894392,0.0338174723607197,0.5538461538461539,,,,,
66361,2023-12-21 12:00:00,0.0,138.129,25.9,1.599,125,126,1.04849010426973,0.550509895730275,1.599,0.1145296515652641,0.0241708215911554,0.5692307692307692,,,,,
66362,2023-12-21 13:00:00,0.0,124.129,19.7,1.437,125,126,1.02359840879758,0.41340159120242,1.437,0.1020690716098761,0.0174506828528072,0.5846153846153846,,,,,
66363,2023-12-21 14:00:00,0.0,117.534,18.1,1.36,125,126,0.999668519997425,0.360331480002575,1.36,0.0961464502730559,0.0157164535009755,0.6,,,,,
66364,2023-12-21 15:00:00,0.0,135.71,17.9,1.571,125,126,0.976466617018538,0.594533382981462,1.571,0.1123759710791477,0.0154996748319965,0.6153846153846154,,,,,
66365,2023-12-21 16:00:00,0.0,117.707,18.7,1.362,125,126,0.951719911721849,0.410280088278152,1.362,0.0963002845934928,0.0163667895079124,0.6307692307692307,,,,,
66366,2023-12-21 17:00:00,0.0,108.746,18.4,1.259,125,126,0.928819055023243,0.330180944976757,1.259,0.0883778170909929,0.0160416215044439,0.6461538461538462,,,,,
66367,2023-12-21 18:00:00,0.0,123.777,21.4,1.433,125,126,0.907577079811961,0.525422920188039,1.433,0.1017614029690023,0.0192933015391285,0.6615384615384615,,,,,
66368,2023-12-21 19:00:00,0.0,109.565,16.3,1.268,125,126,0.884691999799958,0.383308000200042,1.268,0.0890700715329589,0.0137654454801647,0.676923076923077,,,,,
66369,2023-12-21 20:00:00,0.0,99.261,16.5,1.149,125,126,0.864023404042509,0.284976595957491,1.149,0.079916929466964,0.0139822241491437,0.6923076923076923,,,,,
66370,2023-12-21 21:00:00,0.0,110.626,16.9,1.28,125,126,0.845707983023945,0.434292016976055,1.28,0.0899930774555803,0.0144157814871016,0.7076923076923077,,,,,
66371,2023-12-21 22:00:00,0.0,101.761,14.7,1.178,125,126,0.825952401089304,0.352047598910696,1.178,0.0821475271132989,0.0120312161283329,0.7230769230769231,,,,,
66372,2023-12-21 23:00:00,0.0,89.78,16.7,1.039,125,126,0.808571888392876,0.230428111607124,1.039,0.0714560418429351,0.0141990028181226,0.7384615384615385,,,,,
66373,2023-12-22 00:00:00,0.0,97.802,15.1,1.132,125,126,0.79377466850306,0.33822533149694,1.132,0.0786093377432504,0.0124647734662909,0.7538461538461538,,,,,
66374,2023-12-22 01:00:00,0.0,95.931,14.6,1.11,125,126,0.777792223939425,0.332207776060575,1.11,0.0769171602184447,0.0119228267938434,0.7692307692307693,,,,,
66375,2023-12-22 02:00:00,0.0,84.605,14.5,0.979,125,126,0.762793559510027,0.216206440489973,0.979,0.0668410122298284,0.011814437459354,0.7846153846153846,,,,,
66376,2023-12-22 03:00:00,0.0,91.267,15.0,1.056,125,126,0.748919425010667,0.307080574989333,1.056,0.0727636335666487,0.0123563841318014,0.8,,,,,
66377,2023-12-22 04:00:00,0.0,92.49,12.2,1.07,125,126,0.733929556394326,0.336070443605674,1.07,0.0738404738097069,0.0093214827660958,0.8153846153846154,,,,,
66378,2023-12-22 05:00:00,0.0,80.834,12.1,0.936,125,126,0.719428951483326,0.216571048516674,0.936,0.0635335743404353,0.0092130934316063,0.8307692307692308,,,,,
66379,2023-12-22 06:00:00,0.0,81.256,13.7,0.94,125,126,0.705601437748219,0.234398562251781,0.94,0.0638412429813091,0.0109473227834381,0.8461538461538461,,,,,
66380,2023-12-22 07:00:00,0.0,86.203,11.3,0.998,125,126,0.690824525264063,0.307175474735937,0.998,0.0683024382739789,0.0083459787556904,0.8615384615384616,,,,,
66381,2023-12-22 08:00:00,0.0,78.687,11.2,0.911,125,126,0.675906107727726,0.235093892272274,0.911,0.0616106453349742,0.0082375894212009,0.8769230769230769,,,,,
66382,2023-12-22 09:00:00,0.0,71.411,11.1,0.827,125,126,0.663580965667794,0.163419034332206,0.827,0.0551496038766248,0.0081292000867114,0.8923076923076924,,,,,
66383,2023-12-22 10:00:00,0.0,75.215,10.5,0.871,125,126,0.653107835816802,0.217892164183198,0.871,0.0585339589262364,0.0074788640797745,0.9076923076923076,,,,,
66384,2023-12-22 11:00:00,0.0,74.537,10.4,0.863,125,126,0.641850012571066,0.221149987428934,0.863,0.0579186216444888,0.007370474745285,0.9230769230769232,,,,,
66385,2023-12-22 12:00:00,0.0,66.921,9.7,0.775,125,126,0.631575306990496,0.143424693009504,0.775,0.0511499115452657,0.0066117494038586,0.9384615384615383,,,,,
66386,2023-12-22 13:00:00,0.0,73.453,10.3,0.85,125,126,0.622348730840953,0.227651269159047,0.85,0.0569186985616491,0.0072620854107955,0.953846153846154,,,,,
66387,2023-12-22 14:00:00,0.0,74.777,8.5,0.865,125,126,0.612307745575482,0.252692254424518,0.865,0.0580724559649257,0.0053110773899848,0.9692307692307692,,,,,
66388,2023-12-22 15:00:00,0.0,65.654,8.7,0.76,125,126,0.602176378271789,0.157823621728211,0.76,0.049996154141989,0.0055278560589637,0.9846153846153848,,,,,
66389,2023-12-22 16:00:00,0.0,71.509,8.7,0.828,125,126,0.592037423693393,0.235962576306607,0.828,0.0552265210368433,0.0055278560589637,1.0,,,,,
66650,2024-01-02 13:00:00,3.0,20.809,6.4,0.241,126,127,0.2140243,0.0269757,0.241,0.0,0.0,0.0,,,,,
66651,2024-01-02 14:00:00,0.0,22.296,7.0,0.258,126,127,0.214133884,0.043866116,0.258,0.0023154453827295,0.0012817773979918,0.0114942528735632,,,,,
66652,2024-01-02 15:00:00,0.0,314.477,272.5,3.64,126,127,0.21741713044,3.42258286956,3.64,0.4629528738763279,0.5684682760093998,0.0229885057471264,,,,,
66653,2024-01-02 16:00:00,0.0,328.837,172.7,3.806,126,127,0.229197062283117,3.57680293771688,3.806,0.4855625170253336,0.3552659688100832,0.0344827586206896,,,,,
66654,2024-01-02 17:00:00,0.0,166.936,111.8,1.932,126,127,0.24567644319635,1.68632355680365,1.932,0.2303187142467992,0.2251655629139072,0.0459770114942528,,,,,
