id,Datetime,Rainfall (mm),Discharge (ML/d),Turbidity (NTU),Discharge (cms)
45782,2020-02-19 01:00:00,0.0,1914.12,441.4,22.154
45783,2020-02-19 02:00:00,0.0,1665.758,747.1,19.28
45784,2020-02-19 03:00:00,0.0,1045.202,688.0,12.097
45785,2020-02-19 04:00:00,0.0,711.061,611.6,8.23
45786,2020-02-19 05:00:00,0.0,515.843,513.5,5.97
45787,2020-02-19 06:00:00,0.0,403.987,283.1,4.676
45788,2020-02-19 07:00:00,0.0,312.643,174.0,3.619
45789,2020-02-19 08:00:00,0.0,292.036,111.0,3.38
45790,2020-02-19 09:00:00,0.0,262.85,91.1,3.042
45791,2020-02-19 10:00:00,0.0,223.743,71.6,2.59
45792,2020-02-19 11:00:00,0.0,218.121,58.6,2.525
45793,2020-02-19 12:00:00,0.0,179.01,57.1,2.072
45794,2020-02-19 13:00:00,0.0,173.707,46.0,2.01
45795,2020-02-19 14:00:00,0.0,172.079,38.1,1.992
45796,2020-02-19 15:00:00,0.0,145.952,36.5,1.689
45797,2020-02-19 16:00:00,0.0,137.491,32.9,1.591
45798,2020-02-19 17:00:00,0.0,137.838,28.5,1.595
45799,2020-02-19 18:00:00,0.0,123.071,27.7,1.424
45800,2020-02-19 19:00:00,0.0,110.093,27.4,1.274
45801,2020-02-19 20:00:00,0.0,116.513,24.6,1.349
45802,2020-02-19 21:00:00,0.0,108.595,24.2,1.257
45803,2020-02-19 22:00:00,0.0,94.806,25.1,1.097
45804,2020-02-19 23:00:00,0.0,100.37,22.2,1.162
45805,2020-02-20 00:00:00,0.0,97.213,21.6,1.125
45806,2020-02-20 01:00:00,0.0,82.385,21.5,0.954
45807,2020-02-20 02:00:00,0.0,88.829,19.2,1.028
45808,2020-02-20 03:00:00,0.0,88.374,16.8,1.023
45809,2020-02-20 04:00:00,0.0,74.269,17.0,0.86
45810,2020-02-20 05:00:00,0.0,77.548,15.9,0.898
45811,2020-02-20 06:00:00,0.0,79.067,13.9,0.915
45812,2020-02-20 07:00:00,0.0,69.006,13.8,0.799
45813,2020-02-20 08:00:00,0.0,72.157,12.8,0.835
45814,2020-02-20 09:00:00,0.0,73.259,12.0,0.848
45815,2020-02-20 10:00:00,0.0,66.183,12.2,0.766
45816,2020-02-20 11:00:00,0.0,67.446,11.5,0.781
45817,2020-02-20 12:00:00,0.0,71.909,10.5,0.832
45818,2020-02-20 13:00:00,0.0,64.396,10.2,0.745
45819,2020-02-20 14:00:00,0.0,65.147,10.2,0.754
45820,2020-02-20 15:00:00,0.0,71.215,9.6,0.824
45821,2020-02-20 16:00:00,0.0,63.823,9.3,0.739
45822,2020-02-20 17:00:00,0.0,64.949,9.4,0.752
45823,2020-02-20 18:00:00,0.0,68.633,9.7,0.794
45824,2020-02-20 19:00:00,0.0,60.104,9.9,0.696
45825,2020-02-20 20:00:00,0.0,54.606,10.7,0.632
45826,2020-02-20 21:00:00,0.0,57.689,10.7,0.668
45827,2020-02-20 22:00:00,0.0,52.185,10.7,0.604
45828,2020-02-20 23:00:00,0.0,46.211,10.4,0.535
45829,2020-02-21 00:00:00,0.0,50.677,9.3,0.587
45830,2020-02-21 01:00:00,0.0,48.695,9.4,0.564
45831,2020-02-21 02:00:00,0.0,41.706,9.2,0.483
45832,2020-02-21 03:00:00,0.0,46.512,8.8,0.538
45833,2020-02-21 04:00:00,0.0,45.52,8.8,0.527
45834,2020-02-21 05:00:00,0.0,38.672,8.8,0.448
45835,2020-02-21 06:00:00,0.0,42.836,8.2,0.496
45836,2020-02-21 07:00:00,0.0,43.408,7.8,0.502
45837,2020-02-21 08:00:00,0.0,37.452,8.1,0.433
45838,2020-02-21 09:00:00,0.0,40.768,7.0,0.472
45839,2020-02-21 10:00:00,0.0,42.488,6.3,0.492
45840,2020-02-21 11:00:00,0.0,37.45,6.2,0.433
45841,2020-02-21 12:00:00,0.0,43.275,6.1,0.501
45842,2020-02-21 13:00:00,0.0,45.863,6.0,0.531
45843,2020-02-21 14:00:00,0.0,40.231,5.9,0.466
45844,2020-02-21 15:00:00,0.0,47.151,6.3,0.546
45845,2020-02-21 16:00:00,0.0,47.233,6.1,0.547
45846,2020-02-21 17:00:00,0.0,39.343,5.7,0.455
45847,2020-02-21 18:00:00,0.0,43.9,5.8,0.508
45848,2020-02-21 19:00:00,0.0,44.446,6.2,0.514
45849,2020-02-21 20:00:00,0.0,37.551,5.9,0.435
45850,2020-02-21 21:00:00,0.0,41.112,6.4,0.476
45851,2020-02-21 22:00:00,0.0,38.799,6.6,0.449
66324,2023-12-19 23:00:00,2.5,9.466,3.6,0.11
66325,2023-12-20 00:00:00,48.5,22.873,43.9,0.265
66326,2023-12-20 01:00:00,20.5,50.732,99.8,0.587
66327,2023-12-20 02:00:00,2.5,504.887,926.2,5.844
66328,2023-12-20 03:00:00,0.0,934.665,474.3,10.818
66329,2023-12-20 04:00:00,1.5,616.177,196.7,7.132
66330,2023-12-20 05:00:00,11.5,385.406,159.5,4.461
66331,2023-12-20 06:00:00,3.0,387.941,170.1,4.49
66332,2023-12-20 07:00:00,4.0,532.572,383.2,6.164
66333,2023-12-20 08:00:00,7.0,541.423,185.9,6.266
66334,2023-12-20 09:00:00,7.5,425.648,125.2,4.926
66335,2023-12-20 10:00:00,6.5,467.989,153.6,5.417
66336,2023-12-20 11:00:00,5.0,701.035,216.3,8.114
66337,2023-12-20 12:00:00,0.5,811.921,192.7,9.397
66338,2023-12-20 13:00:00,0.0,1132.827,243.1,13.111
66339,2023-12-20 14:00:00,0.0,1025.111,264.5,11.865
66340,2023-12-20 15:00:00,0.0,778.643,159.1,9.012
66341,2023-12-20 16:00:00,0.0,651.557,103.5,7.541
66342,2023-12-20 17:00:00,0.0,544.622,83.9,6.303
66343,2023-12-20 18:00:00,0.0,495.642,70.1,5.737
66344,2023-12-20 19:00:00,0.0,449.439,65.0,5.202
66345,2023-12-20 20:00:00,0.0,400.022,57.7,4.63
66346,2023-12-20 21:00:00,0.0,380.24,50.9,4.401
66347,2023-12-20 22:00:00,0.0,319.717,55.1,3.7
66348,2023-12-20 23:00:00,0.0,263.98,56.0,3.055
66349,2023-12-21 00:00:00,0.0,245.909,45.8,2.846
66350,2023-12-21 01:00:00,0.0,213.707,41.1,2.473
66351,2023-12-21 02:00:00,0.0,211.941,35.7,2.453
66352,2023-12-21 03:00:00,0.0,196.227,31.6,2.271
66353,2023-12-21 04:00:00,0.0,179.509,28.9,2.078
66354,2023-12-21 05:00:00,0.0,185.786,26.9,2.15
66355,2023-12-21 06:00:00,0.0,166.728,24.8,1.93
66356,2023-12-21 07:00:00,0.0,162.014,25.0,1.875
66357,2023-12-21 08:00:00,0.0,151.638,24.0,1.755
66358,2023-12-21 09:00:00,0.0,154.606,22.1,1.789
66359,2023-12-21 10:00:00,0.0,140.652,48.7,1.628
66360,2023-12-21 11:00:00,0.0,123.984,34.8,1.435
66361,2023-12-21 12:00:00,0.0,138.129,25.9,1.599
66362,2023-12-21 13:00:00,0.0,124.129,19.7,1.437
66363,2023-12-21 14:00:00,0.0,117.534,18.1,1.36
66364,2023-12-21 15:00:00,0.0,135.71,17.9,1.571
66365,2023-12-21 16:00:00,0.0,117.707,18.7,1.362
66366,2023-12-21 17:00:00,0.0,108.746,18.4,1.259
66367,2023-12-21 18:00:00,0.0,123.777,21.4,1.433
66368,2023-12-21 19:00:00,0.0,109.565,16.3,1.268
66369,2023-12-21 20:00:00,0.0,99.261,16.5,1.149
66370,2023-12-21 21:00:00,0.0,110.626,16.9,1.28
66371,2023-12-21 22:00:00,0.0,101.761,14.7,1.178
66372,2023-12-21 23:00:00,0.0,89.78,16.7,1.039
66373,2023-12-22 00:00:00,0.0,97.802,15.1,1.132
66374,2023-12-22 01:00:00,0.0,95.931,14.6,1.11
66375,2023-12-22 02:00:00,0.0,84.605,14.5,0.979
66376,2023-12-22 03:00:00,0.0,91.267,15.0,1.056
66377,2023-12-22 04:00:00,0.0,92.49,12.2,1.07
66378,2023-12-22 05:00:00,0.0,80.834,12.1,0.936
66379,2023-12-22 06:00:00,0.0,81.256,13.7,0.94
66380,2023-12-22 07:00:00,0.0,86.203,11.3,0.998
66381,2023-12-22 08:00:00,0.0,78.687,11.2,0.911
66382,2023-12-22 09:00:00,0.0,71.411,11.1,0.827
66383,2023-12-22 10:00:00,0.0,75.215,10.5,0.871
66384,2023-12-22 11:00:00,0.0,74.537,10.4,0.863
66385,2023-12-22 12:00:00,0.0,66.921,9.7,0.775
66386,2023-12-22 13:00:00,0.0,73.453,10.3,0.85
66387,2023-12-22 14:00:00,0.0,74.777,8.5,0.865
66388,2023-12-22 15:00:00,0.0,65.654,8.7,0.76
66389,2023-12-22 16:00:00,0.0,71.509,8.7,0.828
66390,2023-12-22 17:00:00,0.0,70.604,8.9,0.817
66391,2023-12-22 18:00:00,0.0,60.68,8.1,0.702
66392,2023-12-22 19:00:00,0.0,62.381,9.3,0.722
66393,2023-12-22 20:00:00,0.0,63.729,9.6,0.738
66394,2023-12-22 21:00:00,0.0,56.675,8.6,0.656
66395,2023-12-22 22:00:00,0.0,55.585,8.7,0.643
66396,2023-12-22 23:00:00,0.0,60.559,8.1,0.701
66397,2023-12-23 00:00:00,0.0,55.007,7.8,0.637
66398,2023-12-23 01:00:00,0.0,54.23,7.6,0.628
66399,2023-12-23 02:00:00,0.0,59.713,8.5,0.691
66400,2023-12-23 03:00:00,0.0,54.298,8.1,0.628
66401,2023-12-23 04:00:00,0.0,52.356,7.1,0.606
66402,2023-12-23 05:00:00,0.0,55.501,8.1,0.642
66403,2023-12-23 06:00:00,0.0,50.653,7.7,0.586
66404,2023-12-23 07:00:00,0.0,46.825,8.8,0.542
66405,2023-12-23 08:00:00,0.0,50.108,7.8,0.58
66406,2023-12-23 09:00:00,0.0,48.102,9.6,0.557
66407,2023-12-23 10:00:00,0.0,43.67,12.7,0.505
66408,2023-12-23 11:00:00,0.0,47.712,9.4,0.552
66409,2023-12-23 12:00:00,0.0,47.335,10.0,0.548
66410,2023-12-23 13:00:00,0.0,45.286,9.7,0.524
66411,2023-12-23 14:00:00,0.0,51.654,9.6,0.598
66412,2023-12-23 15:00:00,0.0,48.765,8.5,0.564
66413,2023-12-23 16:00:00,0.0,44.841,11.9,0.519
66414,2023-12-23 17:00:00,0.0,48.938,12.2,0.566
66415,2023-12-23 18:00:00,0.0,46.391,11.9,0.537
66416,2023-12-23 19:00:00,0.0,40.405,8.8,0.468
