"","run_id","start","end","tot_q_m3","duration_hrs","intensity_m3_hr","filter_para","sf_thresh","storm_id"
"1","FC = 0.94, SFT = 0.2","2016-01-05 04:00:00","2016-01-07 07:00:00",197035.841346873,52,3789.15079513217,"0.94","0.2","storm_1"
"2","FC = 0.94, SFT = 0.2","2016-01-15 02:00:00","2016-01-15 22:00:00",159478.418215773,21,7594.21039122727,"0.94","0.2","storm_2"
"3","FC = 0.94, SFT = 0.2","2016-01-21 17:00:00","2016-01-22 08:00:00",152694.705924434,16,9543.4191202771,"0.94","0.2","storm_3"
"4","FC = 0.94, SFT = 0.2","2016-01-22 16:00:00","2016-01-23 23:00:00",222662.769997054,32,6958.21156240794,"0.94","0.2","storm_4"
"5","FC = 0.94, SFT = 0.2","2016-01-29 11:00:00","2016-01-30",110965.495957156,14,7926.10685408256,"0.94","0.2","storm_5"
"6","FC = 0.94, SFT = 0.2","2016-02-04 04:00:00","2016-02-04 18:00:00",68490.0919695413,15,4566.00613130275,"0.94","0.2","storm_6"
"7","FC = 0.94, SFT = 0.2","2016-02-11 17:00:00","2016-02-12 04:00:00",28716.6800482936,12,2393.05667069113,"0.94","0.2","storm_7"
"8","FC = 0.94, SFT = 0.2","2016-06-04 12:00:00","2016-06-07 01:00:00",537376.410749538,62,8667.36146370223,"0.94","0.2","storm_8"
"9","FC = 0.94, SFT = 0.2","2016-06-09 09:00:00","2016-06-09 21:00:00",30338.0462059727,13,2333.6958619979,"0.94","0.2","storm_9"
"10","FC = 0.94, SFT = 0.2","2016-06-18 09:00:00","2016-06-18 20:00:00",22136.3109225075,12,1844.69257687562,"0.94","0.2","storm_10"
"11","FC = 0.94, SFT = 0.2","2016-06-19 15:00:00","2016-06-21 15:00:00",455064.876968943,49,9287.03830548863,"0.94","0.2","storm_11"
"12","FC = 0.94, SFT = 0.2","2016-06-22 07:00:00","2016-06-22 19:00:00",12359.0697370337,13,950.697672079512,"0.94","0.2","storm_12"
"13","FC = 0.94, SFT = 0.2","2016-06-24 14:00:00","2016-06-25 03:00:00",14687.676181946,14,1049.11972728186,"0.94","0.2","storm_13"
"14","FC = 0.94, SFT = 0.2","2016-07-05 08:00:00","2016-07-06 03:00:00",36703.6936749403,20,1835.18468374702,"0.94","0.2","storm_14"
"15","FC = 0.94, SFT = 0.2","2016-07-08 13:00:00","2016-07-09 11:00:00",98200.3513485766,23,4269.58049341637,"0.94","0.2","storm_15"
"16","FC = 0.94, SFT = 0.2","2016-07-11 14:00:00","2016-07-12 08:00:00",41152.3442742784,19,2165.91285654097,"0.94","0.2","storm_16"
"17","FC = 0.94, SFT = 0.2","2016-07-20 05:00:00","2016-07-22 04:00:00",587267.901855108,48,12234.7479553147,"0.94","0.2","storm_17"
"18","FC = 0.94, SFT = 0.2","2016-07-23","2016-07-23 22:00:00",102400.335031005,23,4452.1884796089,"0.94","0.2","storm_18"
"19","FC = 0.94, SFT = 0.2","2016-08-02 16:00:00","2016-08-03 20:00:00",131394.305768779,29,4530.8381299579,"0.94","0.2","storm_19"
"20","FC = 0.94, SFT = 0.2","2016-08-05","2016-08-05 20:00:00",26753.5309438145,21,1273.97766399117,"0.94","0.2","storm_20"
"21","FC = 0.94, SFT = 0.2","2016-08-24 18:00:00","2016-08-25 16:00:00",79042.6606884044,23,3436.63742123497,"0.94","0.2","storm_21"
"22","FC = 0.94, SFT = 0.2","2016-09-02 06:00:00","2016-09-04 10:00:00",1580797.2268117,53,29826.3627700321,"0.94","0.2","storm_22"
"23","FC = 0.94, SFT = 0.2","2016-09-18 15:00:00","2016-09-19 14:00:00",102691.096770347,24,4278.79569876448,"0.94","0.2","storm_23"
"24","FC = 0.94, SFT = 0.2","2016-09-21 15:00:00","2016-09-22 02:00:00",17202.6171579239,12,1433.55142982699,"0.94","0.2","storm_24"
"25","FC = 0.94, SFT = 0.2","2016-10-22","2016-10-22 14:00:00",25930.1448727217,15,1728.67632484811,"0.94","0.2","storm_25"
"26","FC = 0.94, SFT = 0.2","2016-11-12 04:00:00","2016-11-12 18:00:00",65189.4750011372,15,4345.96500007581,"0.94","0.2","storm_26"
"27","FC = 0.94, SFT = 0.2","2016-12-16 09:00:00","2016-12-17 04:00:00",131994.156166246,20,6599.70780831232,"0.94","0.2","storm_27"
"28","FC = 0.94, SFT = 0.2","2016-12-24 15:00:00","2016-12-25 05:00:00",153966.505350613,15,10264.4336900409,"0.94","0.2","storm_28"
"29","FC = 0.94, SFT = 0.2","2017-01-09 19:00:00","2017-01-10 07:00:00",36567.1042530613,13,2812.85417331241,"0.94","0.2","storm_29"
"30","FC = 0.94, SFT = 0.2","2017-01-20 15:00:00","2017-01-21 04:00:00",20873.3152165306,14,1490.95108689504,"0.94","0.2","storm_30"
"31","FC = 0.94, SFT = 0.2","2017-02-24 15:00:00","2017-02-25 03:00:00",50637.7760041701,13,3895.21353878232,"0.94","0.2","storm_31"
"32","FC = 0.94, SFT = 0.2","2017-03-18 05:00:00","2017-03-20 05:00:00",180491.902979745,49,3683.50822407642,"0.94","0.2","storm_32"
"33","FC = 0.94, SFT = 0.2","2017-03-21 17:00:00","2017-03-23 08:00:00",444868.008174718,40,11121.7002043679,"0.94","0.2","storm_33"
"34","FC = 0.94, SFT = 0.2","2017-03-30 11:00:00","2017-03-31 14:00:00",80065.0222802385,28,2859.46508143709,"0.94","0.2","storm_34"
"35","FC = 0.94, SFT = 0.2","2017-05-05 16:00:00","2017-05-06 14:00:00",38896.8083611476,23,1691.16558091946,"0.94","0.2","storm_35"
"36","FC = 0.94, SFT = 0.2","2017-05-20 05:00:00","2017-05-20 18:00:00",44994.3322385181,14,3213.88087417986,"0.94","0.2","storm_36"
"37","FC = 0.94, SFT = 0.2","2017-06-07 18:00:00","2017-06-08 07:00:00",21057.1600038391,14,1504.08285741708,"0.94","0.2","storm_37"
"38","FC = 0.94, SFT = 0.2","2017-06-10 02:00:00","2017-06-11 04:00:00",66812.8714913737,27,2474.5507959768,"0.94","0.2","storm_38"
"39","FC = 0.94, SFT = 0.2","2017-10-20 09:00:00","2017-10-21 05:00:00",104833.833558697,21,4992.08731231892,"0.94","0.2","storm_39"
"40","FC = 0.94, SFT = 0.2","2017-12-02 16:00:00","2017-12-03 06:00:00",58156.3671367745,15,3877.09114245163,"0.94","0.2","storm_40"
"41","FC = 0.94, SFT = 0.2","2017-12-05 19:00:00","2017-12-06 07:00:00",51572.2267191861,13,3967.09436301431,"0.94","0.2","storm_41"
"42","FC = 0.94, SFT = 0.2","2017-12-17 17:00:00","2017-12-18 05:00:00",53263.8513369327,13,4097.21933361021,"0.94","0.2","storm_42"
"43","FC = 0.94, SFT = 0.2","2018-01-09 05:00:00","2018-01-09 19:00:00",71222.2207928567,15,4748.14805285711,"0.94","0.2","storm_43"
"44","FC = 0.94, SFT = 0.2","2018-02-19 17:00:00","2018-02-20 12:00:00",64179.8398119201,20,3208.99199059601,"0.94","0.2","storm_44"
"45","FC = 0.94, SFT = 0.2","2018-02-25 15:00:00","2018-02-27",187655.884785665,34,5519.29072899016,"0.94","0.2","storm_45"
"46","FC = 0.94, SFT = 0.2","2018-08-31 21:00:00","2018-09-01 08:00:00",15502.0587292275,12,1291.83822743563,"0.94","0.2","storm_46"
"47","FC = 0.94, SFT = 0.2","2018-10-04 18:00:00","2018-10-05 15:00:00",47850.6527018498,22,2175.0296682659,"0.94","0.2","storm_47"
"48","FC = 0.94, SFT = 0.2","2018-10-10 13:00:00","2018-10-11 09:00:00",112240.362444139,21,5344.77916400662,"0.94","0.2","storm_48"
"49","FC = 0.94, SFT = 0.2","2018-11-28 07:00:00","2018-11-30 04:00:00",706681.687334768,46,15362.6453768428,"0.94","0.2","storm_49"
"50","FC = 0.94, SFT = 0.2","2018-12-14 15:00:00","2018-12-15 11:00:00",71019.0018894374,21,3381.85723283035,"0.94","0.2","storm_50"
"51","FC = 0.94, SFT = 0.2","2018-12-19 17:00:00","2018-12-22 03:00:00",621375.865117666,59,10531.7943240282,"0.94","0.2","storm_51"
"52","FC = 0.94, SFT = 0.2","2019-01-11 15:00:00","2019-01-12 07:00:00",77467.9470921742,17,4556.93806424554,"0.94","0.2","storm_52"
"53","FC = 0.94, SFT = 0.2","2019-01-23 13:00:00","2019-01-24 06:00:00",208819.05548092,18,11601.0586378289,"0.94","0.2","storm_53"
"54","FC = 0.94, SFT = 0.2","2019-03-16 14:00:00","2019-03-17 17:00:00",64641.4889180606,28,2308.62460421645,"0.94","0.2","storm_54"
"55","FC = 0.94, SFT = 0.2","2019-03-18 18:00:00","2019-03-19 06:00:00",19017.1447498908,13,1462.85728845314,"0.94","0.2","storm_55"
"56","FC = 0.94, SFT = 0.2","2019-03-22 17:00:00","2019-03-23 04:00:00",25832.2974864617,12,2152.69145720514,"0.94","0.2","storm_56"
"57","FC = 0.94, SFT = 0.2","2019-03-30 04:00:00","2019-03-30 21:00:00",58816.5241284359,18,3267.58467380199,"0.94","0.2","storm_57"
"58","FC = 0.94, SFT = 0.2","2019-05-03 16:00:00","2019-05-04 11:00:00",38126.2790809918,20,1906.31395404959,"0.94","0.2","storm_58"
"59","FC = 0.94, SFT = 0.2","2019-09-17 09:00:00","2019-09-18 07:00:00",85183.9723998638,23,3703.65097390712,"0.94","0.2","storm_59"
"60","FC = 0.94, SFT = 0.2","2020-02-08 10:00:00","2020-02-11 18:00:00",1812944.63143269,81,22382.0324868233,"0.94","0.2","storm_60"
"61","FC = 0.94, SFT = 0.2","2020-02-12 21:00:00","2020-02-13 11:00:00",57329.4191742361,15,3821.96127828241,"0.94","0.2","storm_61"
"62","FC = 0.94, SFT = 0.2","2020-02-13 18:00:00","2020-02-14 17:00:00",25004.5849051648,24,1041.85770438187,"0.94","0.2","storm_62"
"63","FC = 0.94, SFT = 0.2","2020-02-15 23:00:00","2020-02-16 12:00:00",33809.9371614491,14,2414.99551153208,"0.94","0.2","storm_63"
"64","FC = 0.94, SFT = 0.2","2020-02-17 09:00:00","2020-02-18 14:00:00",374769.969296807,30,12492.3323098936,"0.94","0.2","storm_64"
"65","FC = 0.94, SFT = 0.2","2020-02-18 21:00:00","2020-02-20 19:00:00",331108.429489578,47,7044.86020190591,"0.94","0.2","storm_65"
"66","FC = 0.94, SFT = 0.2","2020-02-26 14:00:00","2020-02-27 02:00:00",34737.0870652156,13,2672.0836204012,"0.94","0.2","storm_66"
"67","FC = 0.94, SFT = 0.2","2020-03-03 23:00:00","2020-03-05",30363.4949168083,26,1167.82672756955,"0.94","0.2","storm_67"
"68","FC = 0.94, SFT = 0.2","2020-03-05 10:00:00","2020-03-07 06:00:00",165526.389874518,45,3678.36421943374,"0.94","0.2","storm_68"
"69","FC = 0.94, SFT = 0.2","2020-03-14 17:00:00","2020-03-15 07:00:00",34979.8389063644,15,2331.98926042429,"0.94","0.2","storm_69"
"70","FC = 0.94, SFT = 0.2","2020-03-16 11:00:00","2020-03-17 02:00:00",39947.0427728275,16,2496.69017330172,"0.94","0.2","storm_70"
"71","FC = 0.94, SFT = 0.2","2020-03-25 13:00:00","2020-03-27 10:00:00",186649.798072857,46,4057.60430593168,"0.94","0.2","storm_71"
"72","FC = 0.94, SFT = 0.2","2020-04-02 18:00:00","2020-04-03 05:00:00",18006.6282582444,12,1500.5523548537,"0.94","0.2","storm_72"
"73","FC = 0.94, SFT = 0.2","2020-04-03 18:00:00","2020-04-06 02:00:00",236252.787770306,57,4144.78575035625,"0.94","0.2","storm_73"
"74","FC = 0.94, SFT = 0.2","2020-04-10 15:00:00","2020-04-11 03:00:00",16795.4427168666,13,1291.95713206666,"0.94","0.2","storm_74"
"75","FC = 0.94, SFT = 0.2","2020-04-29 21:00:00","2020-05-01 09:00:00",121561.560507092,37,3285.44758127275,"0.94","0.2","storm_75"
"76","FC = 0.94, SFT = 0.2","2020-05-21 04:00:00","2020-05-21 19:00:00",17252.4721065595,16,1078.27950665997,"0.94","0.2","storm_76"
"77","FC = 0.94, SFT = 0.2","2020-06-21 07:00:00","2020-06-21 20:00:00",28732.267008091,14,2052.30478629222,"0.94","0.2","storm_77"
"78","FC = 0.94, SFT = 0.2","2020-07-26 15:00:00","2020-07-30 21:00:00",725762.934877645,103,7046.24208619072,"0.94","0.2","storm_78"
