id,Datetime,Rainfall (mm),Discharge (ML/d),Turbidity (NTU),Discharge (cms),stormID,stormCount
1562,2015-01-04 17:00:00,2.0,8.475,5.6,0.098,8,1
1563,2015-01-04 18:00:00,1.5,9.386,6.1,0.109,8,1
1564,2015-01-04 19:00:00,2.5,13.051,6.5,0.151,8,1
1565,2015-01-04 20:00:00,2.5,1549.374,384.2,17.933,8,1
1566,2015-01-04 21:00:00,0.0,2114.072,267.5,24.468,8,1
1567,2015-01-04 22:00:00,0.0,908.336,286.5,10.513,8,1
1568,2015-01-04 23:00:00,0.0,537.083,193.5,6.216,8,1
1569,2015-01-05 00:00:00,0.0,505.124,370.3,5.846,8,1
1570,2015-01-05 01:00:00,0.0,505.642,274.1,5.852,8,1
1571,2015-01-05 02:00:00,0.0,475.484,148.0,5.503,8,1
1572,2015-01-05 03:00:00,0.0,428.469,85.8,4.959,8,1
1573,2015-01-05 04:00:00,0.0,378.387,67.6,4.379,8,1
1574,2015-01-05 05:00:00,0.5,285.334,56.1,3.302,8,1
1575,2015-01-05 06:00:00,0.0,171.484,50.4,1.985,8,1
1576,2015-01-05 07:00:00,0.0,124.686,42.5,1.443,8,1
1577,2015-01-05 08:00:00,0.0,103.526,36.8,1.198,8,1
1578,2015-01-05 09:00:00,0.0,90.399,32.5,1.046,8,1
1579,2015-01-05 10:00:00,0.0,79.815,28.4,0.924,8,1
1580,2015-01-05 11:00:00,0.0,71.354,24.9,0.826,8,1
1581,2015-01-05 12:00:00,0.0,65.989,21.9,0.764,8,1
1582,2015-01-05 13:00:00,0.0,61.084,19.8,0.707,8,1
1583,2015-01-05 14:00:00,0.0,56.626,16.9,0.655,8,1
1584,2015-01-05 15:00:00,0.0,53.223,15.3,0.616,8,1
1585,2015-01-05 16:00:00,0.0,49.804,14.2,0.576,8,1
1586,2015-01-05 17:00:00,0.0,51.83,13.4,0.6,8,1
1587,2015-01-05 18:00:00,0.0,54.319,12.5,0.629,8,1
1588,2015-01-05 19:00:00,0.0,51.903,11.6,0.601,8,1
1589,2015-01-05 20:00:00,0.0,46.886,11.3,0.543,8,1
1590,2015-01-05 21:00:00,0.0,45.264,11.1,0.524,8,1
1591,2015-01-05 22:00:00,0.0,43.381,10.7,0.502,8,1
1592,2015-01-05 23:00:00,0.0,41.291,9.7,0.478,8,1
1593,2015-01-06 00:00:00,0.0,40.863,9.0,0.473,8,1
1594,2015-01-06 01:00:00,0.0,39.582,7.9,0.458,8,1
1595,2015-01-06 02:00:00,0.0,37.712,7.9,0.436,8,1
1596,2015-01-06 03:00:00,0.0,37.307,7.7,0.432,8,1
1597,2015-01-06 04:00:00,0.0,35.9,7.2,0.416,8,1
1598,2015-01-06 05:00:00,0.0,33.722,7.0,0.39,8,1
1599,2015-01-06 06:00:00,0.0,32.51,7.6,0.376,8,1
1600,2015-01-06 07:00:00,0.0,30.579,7.1,0.354,8,1
1601,2015-01-06 08:00:00,0.0,28.844,6.5,0.334,8,1
1602,2015-01-06 09:00:00,0.0,28.058,5.8,0.325,8,1
1603,2015-01-06 10:00:00,0.0,26.805,5.7,0.31,8,1
1604,2015-01-06 11:00:00,0.0,26.863,5.3,0.311,8,1
1605,2015-01-06 12:00:00,0.0,27.488,5.2,0.318,8,1
1606,2015-01-06 13:00:00,0.0,25.32,4.9,0.293,8,1
1607,2015-01-06 14:00:00,0.0,25.976,4.7,0.301,8,1
1608,2015-01-06 15:00:00,0.0,26.526,4.6,0.307,8,1
1609,2015-01-06 16:00:00,0.0,27.002,4.5,0.313,8,1
1610,2015-01-06 17:00:00,0.0,26.974,4.2,0.312,8,1
1611,2015-01-06 18:00:00,0.0,25.782,4.2,0.298,8,1
1612,2015-01-06 19:00:00,0.0,25.591,4.2,0.296,8,1
1613,2015-01-06 20:00:00,0.0,24.755,4.2,0.287,8,1
4093,2015-04-20 04:00:00,0.5,17.887,7.6,0.207,21,2
4094,2015-04-20 05:00:00,0.0,26.852,9.6,0.311,21,2
4095,2015-04-20 06:00:00,0.5,31.399,9.8,0.363,21,2
4096,2015-04-20 07:00:00,1.5,32.856,9.7,0.38,21,2
4097,2015-04-20 08:00:00,2.0,32.473,9.7,0.376,21,2
4098,2015-04-20 09:00:00,1.5,52.277,16.3,0.605,21,2
4099,2015-04-20 10:00:00,0.5,57.471,14.7,0.665,21,2
4100,2015-04-20 11:00:00,1.5,71.976,16.9,0.833,21,2
4101,2015-04-20 12:00:00,0.5,122.441,33.8,1.417,21,2
4102,2015-04-20 13:00:00,3.0,147.469,36.9,1.707,21,2
4103,2015-04-20 14:00:00,6.0,185.214,46.9,2.144,21,2
4104,2015-04-20 15:00:00,3.5,192.293,44.9,2.226,21,2
4105,2015-04-20 16:00:00,2.5,235.916,60.7,2.731,21,2
4106,2015-04-20 17:00:00,5.0,426.496,138.7,4.936,21,2
4107,2015-04-20 18:00:00,6.0,741.337,237.3,8.58,21,2
