"Time","212042","","212042","","212042","",""
"and","10.00","","141.00","","2030.00","",""
"Date","Rainfall (mm)","","Discharge (ML/d)","","Turbidity (NTU)","",""
"Date and time","Total","Quality","Mean","Quality","Mean","Quality","Comments"
00:00:00 22/08/2010,        0.00,    100,      37.319,    140,"",    255, 
00:00:00 23/08/2010,        0.00,    100,      33.895,    140,"",    255, 
00:00:00 24/08/2010,        2.00,    100,      31.416,    140,"",    255, 
00:00:00 25/08/2010,        0.00,    100,      30.757,    140,"",    255, 
00:00:00 26/08/2010,        0.00,    100,      26.886,    140,"",    255, 
00:00:00 27/08/2010,        6.00,    100,      29.802,    140,"",    255, 
00:00:00 28/08/2010,        1.50,    100,      36.641,    140,"",    255, 
00:00:00 29/08/2010,        0.00,    100,      33.498,    140,"",    255, 
00:00:00 30/08/2010,        0.00,    100,      27.470,    140,"",    255, 
00:00:00 31/08/2010,        0.00,    100,      24.990,    140,"",    255, 
00:00:00 01/09/2010,        0.00,    100,      25.867,    140,"",    255, 
00:00:00 02/09/2010,        0.00,    100,      22.375,    140,"",    255, 
00:00:00 03/09/2010,        0.00,    100,      20.199,    140,"",    255, 
00:00:00 04/09/2010,        3.50,    100,      22.188,    140,"",    255, 
00:00:00 05/09/2010,       18.50,    100,      63.793,    140,"",    255, 
00:00:00 06/09/2010,        1.00,    100,      63.654,    140,"",    255, 
00:00:00 07/09/2010,        0.50,    100,      43.811,    140,"",    255, 
00:00:00 08/09/2010,        0.00,    100,      39.771,    140,"",    255, 
00:00:00 09/09/2010,        0.00,    100,      33.551,    140,"",    255, 
00:00:00 10/09/2010,        5.50,    100,      32.734,    140,"",    255, 
00:00:00 11/09/2010,        5.50,    100,      46.464,    140,"",    255, 
00:00:00 12/09/2010,        0.00,    100,      40.951,    140,"",    255, 
00:00:00 13/09/2010,        0.00,    100,      30.242,    140,"",    255, 
00:00:00 14/09/2010,        0.00,    100,      31.846,    140,"",    255, 
00:00:00 15/09/2010,       13.00,    100,      40.471,    140,"",    255, 
00:00:00 16/09/2010,        0.50,    100,      47.314,    140,"",    255, 
00:00:00 17/09/2010,        0.00,    100,      31.207,    140,"",    255, 
00:00:00 18/09/2010,        0.00,    100,      26.722,    140,"",    255, 
00:00:00 19/09/2010,        0.00,    100,      25.895,    140,"",    255, 
00:00:00 20/09/2010,        0.00,    100,      24.437,    140,"",    255, 
00:00:00 21/09/2010,        0.00,    100,      22.609,    140,"",    255, 
00:00:00 22/09/2010,        0.00,    100,      21.211,    140,"",    255, 
00:00:00 23/09/2010,        0.00,    100,      20.330,    140,"",    255, 
00:00:00 24/09/2010,        0.00,    100,      19.896,    140,"",    255, 
00:00:00 25/09/2010,        0.00,    100,      18.794,    140,"",    255, 
00:00:00 26/09/2010,        0.00,    100,      17.750,    140,"",    255, 
00:00:00 27/09/2010,        0.00,    100,      16.963,    140,"",    255, 
00:00:00 28/09/2010,        0.00,    100,      16.242,    140,"",    255, 
00:00:00 29/09/2010,        0.00,    100,      15.834,    140,"",    255, 
00:00:00 30/09/2010,        0.00,    100,      14.870,    140,"",    255, 
00:00:00 01/10/2010,        0.00,    100,      14.290,    140,"",    255, 
00:00:00 02/10/2010,        0.00,    100,      13.898,    140,"",    255, 
00:00:00 03/10/2010,        1.50,    100,      13.684,    140,"",    255, 
00:00:00 04/10/2010,       10.00,    100,      37.904,    140,"",    255, 
00:00:00 05/10/2010,        0.00,    100,      42.778,    140,"",    255, 
00:00:00 06/10/2010,        0.50,    100,      34.097,    140,"",    255, 
00:00:00 07/10/2010,        0.00,    100,      24.435,    140,"",    255, 
00:00:00 08/10/2010,        0.00,    100,      23.964,    140,"",    255, 
00:00:00 09/10/2010,        0.00,    100,      18.332,    140,"",    255, 
00:00:00 10/10/2010,        0.00,    100,      17.265,    140,"",    255, 
00:00:00 11/10/2010,        1.00,    100,      18.455,    140,"",    255, 
00:00:00 12/10/2010,        0.50,    100,      17.780,    140,"",    255, 
00:00:00 13/10/2010,        0.00,    100,      16.158,    140,"",    255, 
00:00:00 14/10/2010,        0.50,    100,      15.316,    140,"",    255, 
00:00:00 15/10/2010,        0.50,    100,      15.133,    140,"",    255, 
00:00:00 16/10/2010,       22.00,    100,      57.141,    140,"",    255, 
00:00:00 17/10/2010,        1.50,    100,      68.363,    140,"",    255, 
00:00:00 18/10/2010,        0.00,    100,      37.624,    140,"",    255, 
00:00:00 19/10/2010,        0.00,    100,      28.450,    140,"",    255, 
00:00:00 20/10/2010,        0.00,    100,      22.720,    140,"",    255, 
00:00:00 21/10/2010,        0.00,    100,      21.400,    140,"",    255, 
00:00:00 22/10/2010,        0.00,    100,      21.106,    140,"",    255, 
00:00:00 23/10/2010,        0.00,    100,      18.040,    140,"",    255, 
00:00:00 24/10/2010,        4.50,    100,      18.783,    140,"",    255, 
00:00:00 25/10/2010,       12.00,    100,      43.251,    140,"",    255, 
00:00:00 26/10/2010,        0.50,    100,      35.181,    140,"",    255, 
00:00:00 27/10/2010,        0.00,    100,      24.113,    140,"",    255, 
00:00:00 28/10/2010,        0.00,    100,      19.246,    140,"",    255, 
