"Time","212058","","212058","",""
"and","141.00","","2030.00","",""
"Date","Discharge (ML/d)","","Turbidity (NTU)","",""
"Date and time","Mean","Quality","Mean","Quality","Comments"
00:00:00 20/03/2010,      19.082,      7,"",    255, 
00:00:00 21/03/2010,      18.979,      7,"",    255, 
00:00:00 22/03/2010,      18.237,      7,"",    255, 
00:00:00 23/03/2010,      18.776,      7,"",    255, 
00:00:00 24/03/2010,      17.619,      7,"",    255, 
00:00:00 25/03/2010,      17.066,      5,"",    255, 
00:00:00 26/03/2010,      16.780,      5,"",    255, 
00:00:00 27/03/2010,      16.547,      5,"",    255, 
00:00:00 28/03/2010,      16.303,      5,"",    255, 
00:00:00 29/03/2010,      16.701,      5,"",    255, 
00:00:00 30/03/2010,      20.697,      5,"",    255, 
00:00:00 31/03/2010,      26.374,      5,"",    255, 
00:00:00 01/04/2010,      31.380,      5,"",    255, 
00:00:00 02/04/2010,      24.153,      5,"",    255, 
00:00:00 03/04/2010,      20.666,      5,"",    255, 
00:00:00 04/04/2010,      19.230,      5,"",    255, 
00:00:00 05/04/2010,      18.645,      5,"",    255, 
00:00:00 06/04/2010,      18.260,      5,"",    255, 
00:00:00 07/04/2010,      18.285,      5,"",    255, 
00:00:00 08/04/2010,      22.508,      5,"",    255, 
00:00:00 09/04/2010,      32.503,      5,"",    255, 
00:00:00 10/04/2010,      25.482,      5,"",    255, 
00:00:00 11/04/2010,      20.002,      5,"",    255, 
00:00:00 12/04/2010,      15.072,      5,"",    255, 
00:00:00 13/04/2010,      13.888,      5,"",    255, 
00:00:00 14/04/2010,      12.941,      5,"",    255, 
00:00:00 15/04/2010,      13.293,      5,"",    255, 
00:00:00 16/04/2010,      13.419,      5,"",    255, 
00:00:00 17/04/2010,      13.242,      5,"",    255, 
00:00:00 18/04/2010,      13.142,      5,"",    255, 
00:00:00 19/04/2010,      13.068,      5,"",    255, 
00:00:00 20/04/2010,      12.749,      5,"",    255, 
00:00:00 21/04/2010,      12.582,      5,"",    255, 
00:00:00 22/04/2010,      12.508,      5,"",    255, 
00:00:00 23/04/2010,      12.536,      5,"",    255, 
00:00:00 24/04/2010,      12.366,      5,"",    255, 
00:00:00 25/04/2010,      12.366,      5,"",    255, 
00:00:00 26/04/2010,      15.249,      5,"",    255, 
00:00:00 27/04/2010,      15.336,      5,"",    255, 
00:00:00 28/04/2010,      17.993,      5,"",    255, 
00:00:00 29/04/2010,      17.854,      5,"",    255, 
00:00:00 30/04/2010,      17.539,      5,"",    255, 
00:00:00 01/05/2010,      17.385,      5,"",    255, 
00:00:00 02/05/2010,      17.303,      5,"",    255, 
00:00:00 03/05/2010,      17.161,      5,"",    255, 
00:00:00 04/05/2010,      17.111,      5,"",    255, 
00:00:00 05/05/2010,      16.739,      5,"",    255, 
00:00:00 06/05/2010,      17.946,      5,"",    255, 
00:00:00 07/05/2010,      17.990,      5,"",    255, 
00:00:00 08/05/2010,      17.441,      5,"",    255, 
00:00:00 09/05/2010,      16.977,      5,"",    255, 
00:00:00 10/05/2010,      16.552,      5,"",    255, 
00:00:00 11/05/2010,      16.320,      5,"",    255, 
00:00:00 12/05/2010,      15.931,      5,"",    255, 
00:00:00 13/05/2010,      16.101,      5,"",    255, 
00:00:00 14/05/2010,      15.939,      5,"",    255, 
00:00:00 15/05/2010,      16.170,      5,"",    255, 
00:00:00 16/05/2010,      16.839,      5,"",    255, 
00:00:00 17/05/2010,      16.722,      5,"",    255, 
00:00:00 18/05/2010,      17.001,      5,"",    255, 
00:00:00 19/05/2010,      15.372,      5,"",    255, 
00:00:00 20/05/2010,      11.298,      5,"",    255, 
00:00:00 21/05/2010,      15.388,      5,"",    255, 
00:00:00 22/05/2010,      16.296,      5,"",    255, 
00:00:00 23/05/2010,      16.426,      5,"",    255, 
00:00:00 24/05/2010,      16.280,      5,"",    255, 
00:00:00 25/05/2010,      16.401,      5,"",    255, 
00:00:00 26/05/2010,      18.857,      5,"",    255, 
00:00:00 27/05/2010,      20.240,      5,"",    255, 
00:00:00 28/05/2010,      32.361,      5,"",    255, 
00:00:00 29/05/2010,      25.612,      5,"",    255, 
00:00:00 30/05/2010,      25.055,      5,"",    255, 
00:00:00 31/05/2010,      31.450,      5,"",    255, 
00:00:00 01/06/2010,      27.103,      5,"",    255, 
00:00:00 02/06/2010,      26.898,      5,"",    255, 
00:00:00 03/06/2010,      25.541,      5,"",    255, 
00:00:00 04/06/2010,      24.041,      5,"",    255, 
00:00:00 05/06/2010,      29.149,      5,"",    255, 
00:00:00 06/06/2010,      40.869,      5,"",    255, 
00:00:00 07/06/2010,      31.722,      5,"",    255, 
00:00:00 08/06/2010,      27.389,      5,"",    255, 
00:00:00 09/06/2010,      25.374,      5,"",    255, 
00:00:00 10/06/2010,      24.321,      5,"",    255, 
00:00:00 11/06/2010,      22.699,      5,"",    255, 
00:00:00 12/06/2010,      21.245,      5,"",    255, 
00:00:00 13/06/2010,      20.493,      5,"",    255, 
00:00:00 14/06/2010,      19.945,      5,"",    255, 
00:00:00 15/06/2010,      19.608,      5,"",    255, 
00:00:00 16/06/2010,      19.238,      5,"",    255, 
00:00:00 17/06/2010,      19.079,      5,"",    255, 
00:00:00 18/06/2010,      19.476,      5,"",    255, 
00:00:00 19/06/2010,      19.549,      5,"",    255, 
00:00:00 20/06/2010,      19.089,      5,"",    255, 
00:00:00 21/06/2010,      18.464,      5,"",    255, 
00:00:00 22/06/2010,      18.356,      5,"",    255, 
00:00:00 23/06/2010,      18.381,      5,"",    255, 
00:00:00 24/06/2010,      19.010,      5,"",    255, 
00:00:00 25/06/2010,      19.396,      5,"",    255, 
00:00:00 26/06/2010,      19.494,      5,"",    255, 
00:00:00 27/06/2010,      22.371,      5,"",    255, 
00:00:00 28/06/2010,      25.259,      5,"",    255, 
00:00:00 29/06/2010,      21.939,      5,"",    255, 
00:00:00 30/06/2010,      20.203,      5,"",    255, 
00:00:00 01/07/2010,      19.930,      5,"",    255, 
00:00:00 02/07/2010,      17.412,      5,"",    255, 
00:00:00 03/07/2010,      15.764,      5,"",    255, 
00:00:00 04/07/2010,      15.922,      5,"",    255, 
00:00:00 05/07/2010,      15.594,      5,"",    255, 
00:00:00 06/07/2010,      15.053,      5,"",    255, 
00:00:00 07/07/2010,      14.978,      5,"",    255, 
00:00:00 08/07/2010,      14.790,      5,"",    255, 
00:00:00 09/07/2010,      14.382,      5,"",    255, 
00:00:00 10/07/2010,      14.165,      5,"",    255, 
00:00:00 11/07/2010,      14.525,      5,"",    255, 
00:00:00 12/07/2010,      15.068,      5,"",    255, 
00:00:00 13/07/2010,      16.845,      5,"",    255, 
00:00:00 14/07/2010,      17.277,      5,"",    255, 
00:00:00 15/07/2010,      51.219,      5,"",    255, 
00:00:00 16/07/2010,      72.538,      5,"",    255, 
00:00:00 17/07/2010,      50.638,      5,"",    255, 
00:00:00 18/07/2010,      72.126,      5,"",    255, 
00:00:00 19/07/2010,      75.709,      5,"",    255, 
00:00:00 20/07/2010,      58.829,      5,"",    255, 
00:00:00 21/07/2010,      52.401,      5,"",    255, 
00:00:00 22/07/2010,      46.765,      5,"",    255, 
00:00:00 23/07/2010,      38.355,      5,"",    255, 
00:00:00 24/07/2010,      35.381,      5,"",    255, 
00:00:00 25/07/2010,      36.857,      5,"",    255, 
00:00:00 26/07/2010,      37.223,      5,"",    255, 
00:00:00 27/07/2010,      35.023,      5,"",    255, 
00:00:00 28/07/2010,      37.269,      5,"",    255, 
00:00:00 29/07/2010,      31.170,      5,"",    255, 
00:00:00 30/07/2010,      57.729,      5,"",    255, 
00:00:00 31/07/2010,      97.483,      5,"",    255, 
00:00:00 01/08/2010,     273.147,      9,"",    255, 
00:00:00 02/08/2010,     322.484,      9,"",    255, 
00:00:00 03/08/2010,     201.756,      5,"",    255, 
00:00:00 04/08/2010,     173.117,      5,"",    255, 
00:00:00 05/08/2010,     116.881,      5,"",    255, 
00:00:00 06/08/2010,      94.608,      5,"",    255, 
00:00:00 07/08/2010,      83.609,      5,"",    255, 
00:00:00 08/08/2010,      75.167,      5,"",    255, 
00:00:00 09/08/2010,      76.805,      5,"",    255, 
00:00:00 10/08/2010,      73.465,      5,"",    255, 
00:00:00 11/08/2010,     143.081,      9,"",    255, 
00:00:00 12/08/2010,     869.814,      9,"",    255, 
00:00:00 13/08/2010,     448.301,      9,"",    255, 
00:00:00 14/08/2010,     386.707,      9,"",    255, 
00:00:00 15/08/2010,     187.506,      5,"",    255, 
00:00:00 16/08/2010,     139.305,      5,"",    255, 
00:00:00 17/08/2010,     104.259,      5,"",    255, 
00:00:00 18/08/2010,      79.266,      5,"",    255, 
00:00:00 19/08/2010,      92.778,      5,"",    255, 
00:00:00 20/08/2010,     288.422,      9,"",    255, 
00:00:00 21/08/2010,     284.057,      9,"",    255, 
00:00:00 22/08/2010,     142.699,      5,"",    255, 
00:00:00 23/08/2010,     100.868,      5,"",    255, 
00:00:00 24/08/2010,      89.559,      5,"",    255, 
00:00:00 25/08/2010,      89.182,      5,"",    255, 
00:00:00 26/08/2010,      84.949,      5,"",    255, 
00:00:00 27/08/2010,      88.861,      5,"",    255, 
00:00:00 28/08/2010,      86.927,      5,"",    255, 
00:00:00 29/08/2010,     127.598,      5,"",    255, 
00:00:00 30/08/2010,      92.146,      5,"",    255, 
00:00:00 31/08/2010,      69.014,      5,"",    255, 
00:00:00 01/09/2010,      61.153,      5,"",    255, 
00:00:00 02/09/2010,      77.238,      5,"",    255, 
00:00:00 03/09/2010,      40.722,      5,"",    255, 
00:00:00 04/09/2010,      32.677,      5,"",    255, 
00:00:00 05/09/2010,     219.716,      9,"",    255, 
00:00:00 06/09/2010,     996.817,      9,"",    255, 
00:00:00 07/09/2010,     320.042,      9,"",    255, 
00:00:00 08/09/2010,     166.440,      5,"",    255, 
00:00:00 09/09/2010,     121.762,      5,"",    255, 
00:00:00 10/09/2010,     100.868,      5,"",    255, 
00:00:00 11/09/2010,     170.747,      5,"",    255, 
00:00:00 12/09/2010,     268.049,      9,"",    255, 
00:00:00 13/09/2010,     151.511,      5,"",    255, 
00:00:00 14/09/2010,     104.139,      5,"",    255, 
00:00:00 15/09/2010,      90.439,      5,"",    255, 
00:00:00 16/09/2010,     266.858,      9,"",    255, 
00:00:00 17/09/2010,     176.669,      5,"",    255, 
00:00:00 18/09/2010,     104.746,      5,"",    255, 
00:00:00 19/09/2010,      83.288,      5,"",    255, 
00:00:00 20/09/2010,      77.627,      5,"",    255, 
00:00:00 21/09/2010,      67.603,      5,"",    255, 
00:00:00 22/09/2010,      58.356,      5,"",    255, 
00:00:00 23/09/2010,      54.152,      5,"",    255, 
00:00:00 24/09/2010,      47.479,      5,"",    255, 
00:00:00 25/09/2010,      39.377,      5,"",    255, 
00:00:00 26/09/2010,      33.850,      5,"",    255, 
00:00:00 27/09/2010,      32.403,      5,"",    255, 
00:00:00 28/09/2010,      43.256,      5,"",    255, 
00:00:00 29/09/2010,      34.079,      5,"",    255, 
00:00:00 30/09/2010,      30.053,      5,"",    255, 
00:00:00 01/10/2010,      26.776,      5,"",    255, 
00:00:00 02/10/2010,      26.514,      5,"",    255, 
00:00:00 03/10/2010,      26.500,      5,"",    255, 
00:00:00 04/10/2010,      28.789,      5,"",    255, 
00:00:00 05/10/2010,      36.091,      5,"",    255, 
00:00:00 06/10/2010,      33.235,      5,"",    255, 
00:00:00 07/10/2010,      31.059,      5,"",    255, 
00:00:00 08/10/2010,      28.970,      5,"",    255, 
00:00:00 09/10/2010,      27.430,      5,"",    255, 
00:00:00 10/10/2010,      26.219,      5,"",    255, 
00:00:00 11/10/2010,      26.475,      5,"",    255, 
00:00:00 12/10/2010,      26.756,      5,"",    255, 
00:00:00 13/10/2010,      26.698,      5,"",    255, 
00:00:00 14/10/2010,      26.544,      5,"",    255, 
00:00:00 15/10/2010,      30.613,      5,"",    255, 
00:00:00 16/10/2010,      77.750,      5,"",    255, 
00:00:00 17/10/2010,     278.769,      9,"",    255, 
00:00:00 18/10/2010,     191.216,      9,"",    255, 
00:00:00 19/10/2010,      94.012,      5,"",    255, 
00:00:00 20/10/2010,      58.838,      5,"",    255, 
00:00:00 21/10/2010,      43.509,      5,"",    255, 
00:00:00 22/10/2010,      34.280,      5,"",    255, 
00:00:00 23/10/2010,      33.153,      5,"",    255, 
00:00:00 24/10/2010,      34.486,      5,"",    255, 
00:00:00 25/10/2010,      34.115,      5,"",    255, 
00:00:00 26/10/2010,      65.317,      5,"",    255, 
00:00:00 27/10/2010,      73.089,      5,"",    255, 
00:00:00 28/10/2010,      54.703,      5,"",    255, 
00:00:00 29/10/2010,      33.624,      5,"",    255, 
00:00:00 30/10/2010,      30.915,      5,"",    255, 
00:00:00 31/10/2010,      42.356,      5,"",    255, 
00:00:00 01/11/2010,      46.422,      5,"",    255, 
00:00:00 02/11/2010,      41.184,      5,"",    255, 
00:00:00 03/11/2010,     336.133,      9,"",    255, 
00:00:00 04/11/2010,     161.216,      5,"",    255, 
00:00:00 05/11/2010,      88.459,      5,"",    255, 
00:00:00 06/11/2010,      85.824,      5,"",    255, 
00:00:00 07/11/2010,      55.223,      5,"",    255, 
00:00:00 08/11/2010,      49.718,      5,"",    255, 
00:00:00 09/11/2010,      54.884,      5,"",    255, 
00:00:00 10/11/2010,      35.381,      5,"",    255, 
00:00:00 11/11/2010,      30.005,      5,"",    255, 
00:00:00 12/11/2010,      29.642,      5,"",    255, 
00:00:00 13/11/2010,      26.955,      5,"",    255, 
00:00:00 14/11/2010,      25.401,      5,"",    255, 
00:00:00 15/11/2010,      26.216,      5,"",    255, 
00:00:00 16/11/2010,      81.729,      5,"",    255, 
00:00:00 17/11/2010,     279.013,      9,"",    255, 
00:00:00 18/11/2010,     147.547,      5,"",    255, 
00:00:00 19/11/2010,      80.400,      5,"",    255, 
00:00:00 20/11/2010,      53.045,      5,"",    255, 
00:00:00 21/11/2010,      38.607,      5,"",    255, 
00:00:00 22/11/2010,      31.338,      5,"",    255, 
00:00:00 23/11/2010,      28.065,      5,"",    255, 
00:00:00 24/11/2010,      25.757,      5,"",    255, 
00:00:00 25/11/2010,      24.252,      5,"",    255, 
00:00:00 26/11/2010,      24.241,      5,"",    255, 
00:00:00 27/11/2010,      21.124,      5,"",    255, 
00:00:00 28/11/2010,      20.240,      5,"",    255, 
00:00:00 29/11/2010,      26.268,      5,"",    255, 
00:00:00 30/11/2010,      31.815,      5,"",    255, 
00:00:00 01/12/2010,      87.246,      5,"",    255, 
00:00:00 02/12/2010,    2825.896,      9,"",    255, 
00:00:00 03/12/2010,    1741.642,      9,"",    255, 
00:00:00 04/12/2010,    3093.643,      9,"",    255, 
00:00:00 05/12/2010,    6750.474,      9,"",    255, 
00:00:00 06/12/2010,    2834.753,      9,"",    255, 
00:00:00 07/12/2010,     901.488,      9,"",    255, 
00:00:00 08/12/2010,     520.283,      9,"",    255, 
00:00:00 09/12/2010,     349.276,      9,"",    255, 
00:00:00 10/12/2010,     257.785,      9,"",    255, 
00:00:00 11/12/2010,     320.010,      9,"",    255, 
00:00:00 12/12/2010,     346.583,      9,"",    255, 
00:00:00 13/12/2010,     179.413,      5,"",    255, 
00:00:00 14/12/2010,     128.508,      5,"",    255, 
00:00:00 15/12/2010,     107.977,      5,"",    255, 
00:00:00 16/12/2010,     105.741,      5,"",    255, 
00:00:00 17/12/2010,     114.185,      5,"",    255, 
00:00:00 18/12/2010,     165.482,      5,"",    255, 
00:00:00 19/12/2010,     159.352,      5,"",    255, 
00:00:00 20/12/2010,     123.926,      5,"",    255, 
00:00:00 21/12/2010,     140.008,      5,"",    255, 
00:00:00 22/12/2010,     128.210,      5,"",    255, 
00:00:00 23/12/2010,      82.907,      5,"",    255, 
00:00:00 24/12/2010,      59.097,      5,"",    255, 
00:00:00 25/12/2010,      44.246,      5,"",    255, 
00:00:00 26/12/2010,      47.531,      5,"",    255, 
00:00:00 27/12/2010,      97.136,      5,"",    255, 
00:00:00 28/12/2010,     213.313,      5,"",    255, 
00:00:00 29/12/2010,     140.966,      5,"",    255, 
00:00:00 30/12/2010,      89.997,      5,"",    255, 
00:00:00 31/12/2010,      68.056,      5,"",    255, 
00:00:00 01/01/2011,      54.273,      5,"",    255, 
00:00:00 02/01/2011,      35.860,      5,"",    255, 
00:00:00 03/01/2011,      29.457,      5,"",    255, 
00:00:00 04/01/2011,      57.118,      5,"",    255, 
00:00:00 05/01/2011,      87.990,      5,"",    255, 
00:00:00 06/01/2011,     395.637,      9,"",    255, 
00:00:00 07/01/2011,     756.406,      9,"",    255, 
00:00:00 08/01/2011,     165.977,      6,"",    255, 
00:00:00 09/01/2011,      94.934,      6,"",    255, 
00:00:00 10/01/2011,      66.055,      6,"",    255, 
00:00:00 11/01/2011,      58.949,      6,"",    255, 
00:00:00 12/01/2011,      68.318,      6,"",    255, 
00:00:00 13/01/2011,      88.473,      6,"",    255, 
00:00:00 14/01/2011,      67.896,      6,"",    255, 
00:00:00 15/01/2011,      62.625,      6,"",    255, 
00:00:00 16/01/2011,      52.761,      6,"",    255, 
00:00:00 17/01/2011,      55.373,      6,"",    255, 
00:00:00 18/01/2011,      48.934,      6,"",    255, 
00:00:00 19/01/2011,      38.338,      6,"",    255, 
00:00:00 20/01/2011,      34.659,      6,"",    255, 
00:00:00 21/01/2011,      32.400,      6,"",    255, 
00:00:00 22/01/2011,      30.759,      6,"",    255, 
00:00:00 23/01/2011,      28.375,      6,"",    255, 
00:00:00 24/01/2011,      26.531,      6,"",    255, 
00:00:00 25/01/2011,      39.904,      6,"",    255, 
00:00:00 26/01/2011,      29.225,      6,"",    255, 
00:00:00 27/01/2011,      24.688,      6,"",    255, 
00:00:00 28/01/2011,      24.388,      6,"",    255, 
00:00:00 29/01/2011,      20.310,      6,"",    255, 
00:00:00 30/01/2011,      21.171,      6,"",    255, 
00:00:00 31/01/2011,      22.024,      6,"",    255, 
00:00:00 01/02/2011,      21.685,      6,"",    255, 
00:00:00 02/02/2011,      21.097,      6,"",    255, 
00:00:00 03/02/2011,      21.387,      6,"",    255, 
00:00:00 04/02/2011,      21.898,      5,"",    255, 
00:00:00 05/02/2011,      20.703,      5,"",    255, 
00:00:00 06/02/2011,      18.841,      5,"",    255, 
00:00:00 07/02/2011,      20.833,      5,"",    255, 
00:00:00 08/02/2011,      21.777,      5,"",    255, 
00:00:00 09/02/2011,      21.400,      5,"",    255, 
00:00:00 10/02/2011,      20.682,      5,"",    255, 
00:00:00 11/02/2011,      20.311,      5,"",    255, 
00:00:00 12/02/2011,      19.684,      5,"",    255, 
00:00:00 13/02/2011,      30.401,      5,"",    255, 
00:00:00 14/02/2011,      41.958,      5,"",    255, 
00:00:00 15/02/2011,      27.430,      5,"",    255, 
00:00:00 16/02/2011,      24.771,      5,"",    255, 
00:00:00 17/02/2011,      24.882,      5,"",    255, 
00:00:00 18/02/2011,      26.201,      5,"",    255, 
00:00:00 19/02/2011,      24.061,      5,"",    255, 
00:00:00 20/02/2011,      23.506,      5,"",    255, 
00:00:00 21/02/2011,      22.569,      5,"",    255, 
00:00:00 22/02/2011,      20.793,      5,"",    255, 
00:00:00 23/02/2011,      19.943,      5,"",    255, 
00:00:00 24/02/2011,      19.931,      5,"",    255, 
00:00:00 25/02/2011,      19.944,      5,"",    255, 
00:00:00 26/02/2011,      19.472,      5,"",    255, 
00:00:00 27/02/2011,      19.141,      5,"",    255, 
00:00:00 28/02/2011,      18.988,      5,"",    255, 
00:00:00 01/03/2011,      19.110,      5,"",    255, 
00:00:00 02/03/2011,      19.388,      5,"",    255, 
00:00:00 03/03/2011,      18.885,      5,"",    255, 
00:00:00 04/03/2011,      18.971,      5,"",    255, 
00:00:00 05/03/2011,      18.059,      5,"",    255, 
00:00:00 06/03/2011,      17.895,      5,"",    255, 
00:00:00 07/03/2011,      18.170,      5,"",    255, 
00:00:00 08/03/2011,      18.260,      5,"",    255, 
00:00:00 09/03/2011,      18.372,      5,"",    255, 
00:00:00 10/03/2011,      18.332,      5,"",    255, 
00:00:00 11/03/2011,      18.463,      5,"",    255, 
00:00:00 12/03/2011,      22.156,      5,"",    255, 
00:00:00 13/03/2011,      53.669,      5,"",    255, 
00:00:00 14/03/2011,      41.003,      5,"",    255, 
00:00:00 15/03/2011,      31.469,      5,"",    255, 
00:00:00 16/03/2011,      33.790,      5,"",    255, 
00:00:00 17/03/2011,      29.647,      5,"",    255, 
00:00:00 18/03/2011,      28.503,      5,"",    255, 
00:00:00 19/03/2011,      31.907,      5,"",    255, 
00:00:00 20/03/2011,      29.346,      5,"",    255, 
00:00:00 21/03/2011,      29.399,      5,"",    255, 
00:00:00 22/03/2011,      36.588,      5,"",    255, 
00:00:00 23/03/2011,      77.880,      5,"",    255, 
00:00:00 24/03/2011,      47.133,      5,"",    255, 
00:00:00 25/03/2011,      36.746,      5,"",    255, 
00:00:00 26/03/2011,      33.599,      5,"",    255, 
00:00:00 27/03/2011,      31.465,      5,"",    255, 
00:00:00 28/03/2011,      29.731,      5,"",    255, 
00:00:00 29/03/2011,      29.318,      5,"",    255, 
00:00:00 30/03/2011,      28.415,      5,"",    255, 
00:00:00 31/03/2011,      28.051,      5,"",    255, 
00:00:00 01/04/2011,      27.410,      5,"",    255, 
00:00:00 02/04/2011,      26.840,      5,"",    255, 
00:00:00 03/04/2011,      26.244,      5,"",    255, 
00:00:00 04/04/2011,      25.455,      5,"",    255, 
00:00:00 05/04/2011,      24.993,      5,"",    255, 
00:00:00 06/04/2011,      24.824,      6,"",    255, 
00:00:00 07/04/2011,      25.050,      5,"",    255, 
00:00:00 08/04/2011,      25.065,      5,"",    255, 
00:00:00 09/04/2011,      24.578,      5,"",    255, 
00:00:00 10/04/2011,      24.470,      5,"",    255, 
00:00:00 11/04/2011,      24.975,      5,"",    255, 
00:00:00 12/04/2011,      26.664,      5,"",    255, 
00:00:00 13/04/2011,      25.577,      5,"",    255, 
00:00:00 14/04/2011,      24.609,      5,"",    255, 
00:00:00 15/04/2011,      24.373,      5,"",    255, 
00:00:00 16/04/2011,      24.868,      5,"",    255, 
00:00:00 17/04/2011,      27.084,      5,"",    255, 
00:00:00 18/04/2011,      22.332,      5,"",    255, 
00:00:00 19/04/2011,      19.203,      5,"",    255, 
00:00:00 20/04/2011,      20.586,      5,"",    255, 
