"","datetime","smooth_st_flow","total_flow","storm_id","X","Discharge..ML.d.","conc","q_cms","rescaled_conc","time_step","norm_tot_q","norm_c","norm_ts","filter_para","sf_thresh","run_id"
"1",2020-02-09 03:00:00,0.850238605183599,0.739,"storm_1",50168,63.872,29.1,0.739,0.486564,1,0,0.0794732061762034,0,"0.98","0.8","FC = 0.98, SFT = 0.8"
"2",2020-02-09 04:00:00,1.15851655466367,1.397,"storm_1",50169,120.674,27.1,1.397,0.452538545454546,2,0.0395527771098822,0.0703905540417802,0.024390243902439,"0.98","0.8","FC = 0.98, SFT = 0.8"
"3",2020-02-09 05:00:00,1.3692450232021,1.644,"storm_1",50170,142.084,24.6,1.644,0.410006727272727,3,0.0544000961769656,0.0590372388737511,0.0487804878048781,"0.98","0.8","FC = 0.98, SFT = 0.8"
"4",2020-02-09 06:00:00,1.45655297818072,1.681,"storm_1",50171,145.197,18.4,1.681,0.304527818181818,4,0.0566241885068526,0.030881017257039,0.0731707317073171,"0.98","0.8","FC = 0.98, SFT = 0.8"
"5",2020-02-09 07:00:00,1.44995828081263,1.59,"storm_1",50172,137.366,15.9,1.59,0.261996,5,0.0511541235874008,0.01952770208901,0.0975609756097561,"0.98","0.8","FC = 0.98, SFT = 0.8"
"6",2020-02-09 08:00:00,1.41354584893474,1.452,"storm_1",50173,125.423,12.1,1.452,0.197347636363636,6,0.0428588603029574,0.00227066303360581,0.121951219512195,"0.98","0.8","FC = 0.98, SFT = 0.8"
"7",2020-02-09 09:00:00,1.43824455693783,1.344,"storm_1",50174,116.123,11.6,1.344,0.188841272727273,7,0.0363669151238279,0,0.146341463414634,"0.98","0.8","FC = 0.98, SFT = 0.8"
"8",2020-02-09 10:00:00,1.61613630078715,1.337,"storm_1",50175,115.511,13,1.337,0.212659090909091,8,0.0359461408992546,0.00635785649409628,0.170731707317073,"0.98","0.8","FC = 0.98, SFT = 0.8"
"9",2020-02-09 11:00:00,1.97026306053666,1.716,"storm_1",50176,148.3,21.6,1.716,0.358968545454545,9,0.0587280596297187,0.0454132606721163,0.195121951219512,"0.98","0.8","FC = 0.98, SFT = 0.8"
"10",2020-02-09 12:00:00,2.42061032367833,2.525,"storm_1",50177,218.181,74.4,2.525,1.25724054545455,10,0.10735753786968,0.28519527702089,0.219512195121951,"0.98","0.8","FC = 0.98, SFT = 0.8"
"11",2020-02-09 13:00:00,2.90192507367099,3.091,"storm_1",50178,267.021,92,3.091,1.55666454545455,11,0.1413801394566,0.365122615803815,0.24390243902439,"0.98","0.8","FC = 0.98, SFT = 0.8"
"12",2020-02-09 14:00:00,3.61852605501068,3.44,"storm_1",50179,297.184,56.6,3.44,0.954414,12,0.16235874008175,0.204359673024523,0.268292682926829,"0.98","0.8","FC = 0.98, SFT = 0.8"
"13",2020-02-09 15:00:00,5.1340136171819,3.619,"storm_1",50180,312.707,45.5,3.619,0.765572727272727,13,0.173118538110123,0.153950953678474,0.292682926829268,"0.98","0.8","FC = 0.98, SFT = 0.8"
"14",2020-02-09 16:00:00,7.76269694179759,4.542,"storm_1",50181,392.436,78.5,4.542,1.32699272727273,14,0.228600625150277,0.303814713896458,0.317073170731707,"0.98","0.8","FC = 0.98, SFT = 0.8"
"15",2020-02-09 17:00:00,10.793233277083,12.328,"storm_1",50182,1065.143,139.9,12.328,2.37157418181818,15,0.696621784082712,0.582652134423252,0.341463414634146,"0.98","0.8","FC = 0.98, SFT = 0.8"
"16",2020-02-09 18:00:00,12.9366421397463,15.24,"storm_1",50183,1316.701,165,15.24,2.79859363636364,16,0.87166386150517,0.696639418710263,0.365853658536585,"0.98","0.8","FC = 0.98, SFT = 0.8"
"17",2020-02-09 19:00:00,13.3900452633538,17.375,"storm_1",50184,1501.217,217.6,17.375,3.69346309090909,17,1,0.935513169845595,0.390243902439024,"0.98","0.8","FC = 0.98, SFT = 0.8"
"18",2020-02-09 20:00:00,12.2788682408259,14.041,"storm_1",50185,1213.177,230.4,14.041,3.911226,18,0.799591247896129,0.993642143505904,0.414634146341463,"0.98","0.8","FC = 0.98, SFT = 0.8"
