id,Datetime,Discharge (ML/d),Turbidity (NTU),Discharge (cms),stormID,stormCount
58450,2016-09-01 11:00:00,87.858,1.3,1.017,89,1
58451,2016-09-01 12:00:00,91.092,1.7,1.054,89,1
58452,2016-09-01 13:00:00,94.036,1.4,1.088,89,1
58453,2016-09-01 14:00:00,96.807,1.7,1.12,89,1
58454,2016-09-01 15:00:00,98.944,2.3,1.145,89,1
58455,2016-09-01 16:00:00,100.214,3.4,1.16,89,1
58456,2016-09-01 17:00:00,102.236,4.1,1.183,89,1
58457,2016-09-01 18:00:00,105.85,4.1,1.225,89,1
58458,2016-09-01 19:00:00,109.964,4.1,1.273,89,1
58459,2016-09-01 20:00:00,111.863,4.3,1.295,89,1
58460,2016-09-01 21:00:00,113.256,4.4,1.311,89,1
58461,2016-09-01 22:00:00,115.028,4.1,1.331,89,1
58462,2016-09-01 23:00:00,114.648,3.6,1.327,89,1
58463,2016-09-02 00:00:00,114.901,2.7,1.33,89,1
58464,2016-09-02 01:00:00,115.661,2.3,1.339,89,1
58465,2016-09-02 02:00:00,116.674,1.8,1.35,89,1
58466,2016-09-02 03:00:00,118.509,1.6,1.372,89,1
58467,2016-09-02 04:00:00,120.851,1.5,1.399,89,1
58468,2016-09-02 05:00:00,123.32,1.4,1.427,89,1
58469,2016-09-02 06:00:00,125.725,1.4,1.455,89,1
58470,2016-09-02 07:00:00,128.384,1.7,1.486,89,1
58471,2016-09-02 08:00:00,130.914,2.0,1.515,89,1
58472,2016-09-02 09:00:00,135.393,2.9,1.567,89,1
58473,2016-09-02 10:00:00,142.149,3.9,1.645,89,1
58474,2016-09-02 11:00:00,149.504,4.7,1.73,89,1
58475,2016-09-02 12:00:00,165.305,5.9,1.913,89,1
58476,2016-09-02 13:00:00,199.488,8.2,2.309,89,1
58477,2016-09-02 14:00:00,251.352,11.1,2.909,89,1
58478,2016-09-02 15:00:00,316.853,17.0,3.667,89,1
58479,2016-09-02 16:00:00,407.565,29.4,4.717,89,1
58480,2016-09-02 17:00:00,525.796,31.8,6.086,89,1
58481,2016-09-02 18:00:00,635.485,32.4,7.355,89,1
58482,2016-09-02 19:00:00,765.02,30.4,8.854,89,1
58483,2016-09-02 20:00:00,915.458,43.6,10.596,89,1
58484,2016-09-02 21:00:00,1087.461,32.9,12.586,89,1
58485,2016-09-02 22:00:00,1257.463,32.5,14.554,89,1
58486,2016-09-02 23:00:00,1433.517,29.2,16.592,89,1
58487,2016-09-03 00:00:00,1610.405,31.2,18.639,89,1
58488,2016-09-03 01:00:00,1769.056,33.3,20.475,89,1
58489,2016-09-03 02:00:00,1877.362,35.2,21.729,89,1
58490,2016-09-03 03:00:00,2001.002,37.9,23.16,89,1
58491,2016-09-03 04:00:00,2067.227,37.5,23.926,89,1
58492,2016-09-03 05:00:00,2131.82,37.7,24.674,89,1
58493,2016-09-03 06:00:00,2168.357,36.1,25.097,89,1
58494,2016-09-03 07:00:00,2315.989,36.7,26.805,89,1
58495,2016-09-03 08:00:00,2520.017,42.9,29.167,89,1
58496,2016-09-03 09:00:00,2637.827,41.4,30.53,89,1
58497,2016-09-03 10:00:00,2641.421,36.3,30.572,89,1
58498,2016-09-03 11:00:00,2549.969,28.3,29.514,89,1
58499,2016-09-03 12:00:00,2427.499,25.6,28.096,89,1
58500,2016-09-03 13:00:00,2271.119,21.7,26.286,89,1
58501,2016-09-03 14:00:00,2140.954,19.4,24.78,89,1
58502,2016-09-03 15:00:00,2010.789,18.4,23.273,89,1
58503,2016-09-03 16:00:00,1879.646,16.9,21.755,89,1
58504,2016-09-03 17:00:00,1764.455,14.8,20.422,89,1
58505,2016-09-03 18:00:00,1652.014,15.2,19.121,89,1
58506,2016-09-03 19:00:00,1545.997,15.7,17.893,89,1
58507,2016-09-03 20:00:00,1450.525,14.8,16.788,89,1
58508,2016-09-03 21:00:00,1358.552,15.2,15.724,89,1
58509,2016-09-03 22:00:00,1276.103,14.2,14.77,89,1
58510,2016-09-03 23:00:00,1206.939,14.1,13.969,89,1
58511,2016-09-04 00:00:00,1135.321,15.7,13.14,89,1
58512,2016-09-04 01:00:00,1078.08,15.2,12.478,89,1
58513,2016-09-04 02:00:00,1020.083,15.6,11.807,89,1
58514,2016-09-04 03:00:00,968.335,15.5,11.208,89,1
58515,2016-09-04 04:00:00,921.785,16.6,10.669,89,1
58516,2016-09-04 05:00:00,870.941,17.6,10.08,89,1
58517,2016-09-04 06:00:00,834.545,17.8,9.659,89,1
58518,2016-09-04 07:00:00,798.575,17.5,9.243,89,1
58519,2016-09-04 08:00:00,762.117,16.6,8.821,89,1
