,flow_rising,flow_falling,flow_total,tbdt_rising,tbdt_falling,tbdt_total,cvcq_rising,cvcq_falling,cvcq_total,stormID
0,0.37906843224965253,0.33341624924989754,0.3467278620318022,0.7210078537495432,0.32152267571725646,0.5071510644376903,1.90205195792904,0.9643281526938215,1.4626775635099492,0
1,0.12821881499027382,0.11756699183401628,0.12107687248798464,0.18268387789438742,0.4251869560391715,0.5033684489277193,1.4247821422171552,3.616550439935216,4.157428570660117,1
2,0.28566886772918465,0.19311906806163262,0.26147334473950473,0.4955532839408834,0.2995360469948907,0.5007705420098919,1.7347122487658335,1.5510433537267063,1.915187731693222,2
3,0.6026893716608726,0.3629526984122487,0.43570366689120776,0.6525023559614282,0.6165163320104807,0.9209062300810937,1.0826511742911322,1.6986134411108016,2.1136067930110807,3
4,0.3285022997294593,0.15749890419964527,0.30415344575444814,0.9575092351713452,0.5222775983148522,0.7909954228618036,2.9147717868639265,3.3160713147109537,2.6006459367894093,4
5,0.22626367457322674,0.11474397427360626,0.1362772376227696,0.6282803856326037,0.3792201093663388,0.43544660010733094,2.776762053465504,3.304923955850535,3.19529957976324,5
6,0.3425722700206991,0.21709568740472523,0.35423789271083767,0.5603652720891997,0.40970024913110137,0.5384318041529428,1.635757827261795,1.887187415046661,1.5199723553924298,6
7,0.07675688534124273,0.07448441402848975,0.07297126999074174,0.3204678910392514,0.15434904259424198,0.3891338393624083,4.1751028538290464,2.0722327564422347,5.332699285784389,7
8,0.554276372525073,0.47151344685129065,0.5066401091347672,0.4940839051947775,0.29729436664320064,0.6702783515992505,0.8914035121935986,0.6305108976817018,1.322987145143211,8
9,0.2484974301390392,0.13615670908498792,0.19978459218899244,0.339445172238783,0.18452481146707728,0.4136291476958819,1.3659906746273263,1.3552384800362527,2.0703756138741496,9
10,0.4167711928536425,0.41053880138648907,0.4163636012783087,0.5816095679571901,0.4215048057848361,1.2066537159226218,1.3955128807605326,1.0267112496098107,2.898076854504056,10
11,0.0815115788714668,0.010316467578961338,0.08344331236908341,0.10756339285957382,0.07274824872330393,0.10963544721940946,1.3196087518950816,7.051662612856117,1.3138913605739182,11
12,0.15760655459529924,0.14502800523218046,0.14499430629575874,0.11850354178797981,0.3662241406486914,0.39067597883055344,0.7518947552166989,2.525196013434717,2.694422897087106,12
13,0.07641504377536347,0.036031978431882425,0.059885479194911904,0.29794697659845826,0.12318464795209691,0.4053893367018498,3.8990617799595846,3.418758927850006,6.769409582286405,13
14,0.1588474682601477,0.11433815586319501,0.1340451691391329,0.3390137090548526,0.31379318578966614,0.32523663864671665,2.134209079742102,2.7444310555884597,2.4263212224316386,14
15,0.08211932373732936,0.12730123129972323,0.10597332580923152,0.18988259968214535,0.21111201221087944,0.2732508118688665,2.312276709553924,1.658365830836535,2.578486706746946,15
