id,Datetime,Discharge (ML/d),Turbidity (NTU),Discharge (cms),stormID,stormCount,base_flow,storm_flow,total_flow,norm_tot_q,norm_c,norm_ts
36642,7/03/2014 19:00,108.192,20.2,1.252,0,1,0.2966,0.9554,1.252,0.023,0.004,0
36643,7/03/2014 20:00,134.534,19.3,1.557,0,1,0.2987,1.2583,1.557,0.18,0,0.071
36644,7/03/2014 21:00,236.066,126.1,2.732,0,1,0.3019,2.4301,2.732,0.786,0.489,0.143
36645,7/03/2014 22:00,269.34,133.9,3.117,0,1,0.307,2.81,3.117,0.984,0.524,0.214
36646,7/03/2014 23:00,271.996,84.4,3.148,0,1,0.3143,2.8337,3.148,1,0.298,0.286
36647,8/03/2014 0:00,269.846,81.2,3.123,0,1,0.3232,2.7998,3.123,0.987,0.283,0.357
36648,8/03/2014 1:00,251.487,96,2.911,0,1,0.3326,2.5784,2.911,0.878,0.351,0.429
36649,8/03/2014 2:00,222.826,131.2,2.579,0,1,0.3416,2.2374,2.579,0.707,0.512,0.5
36650,8/03/2014 3:00,196.103,188.4,2.27,0,1,0.3502,1.9198,2.27,0.548,0.774,0.571
36651,8/03/2014 4:00,172.782,228.6,2,0,1,0.3584,1.6416,2,0.409,0.958,0.643
36652,8/03/2014 5:00,154.473,237.8,1.788,0,1,0.3661,1.4219,1.788,0.299,1,0.714
36653,8/03/2014 6:00,138.664,233.8,1.605,0,1,0.3732,1.2318,1.605,0.205,0.982,0.786
36654,8/03/2014 7:00,124.669,196,1.443,0,1,0.3736,1.0694,1.443,0.122,0.809,0.857
36655,8/03/2014 8:00,113.825,195,1.317,0,1,0.3733,0.9437,1.317,0.057,0.804,0.929
36656,8/03/2014 9:00,104.271,160.8,1.207,0,1,0.3728,0.8342,1.207,0,0.648,1
36815,15/03/2014 0:00,139.214,42.1,1.611,1,2,0.3096,1.3014,1.611,0.28,1,0
36816,15/03/2014 1:00,173.35,37.9,2.006,1,2,0.3119,1.6941,2.006,0.798,0.872,0.042
36817,15/03/2014 2:00,184.441,28.9,2.135,1,2,0.3155,1.8195,2.135,0.967,0.598,0.083
36818,15/03/2014 3:00,186.624,30,2.16,1,2,0.3205,1.8395,2.16,1,0.631,0.125
36819,15/03/2014 4:00,184.726,32.4,2.138,1,2,0.3269,1.8111,2.138,0.971,0.704,0.167
36820,15/03/2014 5:00,181.593,29.6,2.102,1,2,0.3345,1.7675,2.102,0.924,0.619,0.208
36821,15/03/2014 6:00,179.222,27.1,2.074,1,2,0.3433,1.7307,2.074,0.887,0.543,0.25
36822,15/03/2014 7:00,177.233,23.9,2.051,1,2,0.3531,1.6979,2.051,0.857,0.445,0.292
36823,15/03/2014 8:00,175.244,21.8,2.028,1,2,0.3639,1.6641,2.028,0.827,0.381,0.333
36824,15/03/2014 9:00,173.539,18.2,2.009,1,2,0.3755,1.6335,2.009,0.802,0.271,0.375
36825,15/03/2014 10:00,170.034,15.6,1.968,1,2,0.3879,1.5801,1.968,0.748,0.192,0.417
36826,15/03/2014 11:00,165.583,15.4,1.916,1,2,0.401,1.515,1.916,0.68,0.186,0.458
36827,15/03/2014 12:00,161.225,13.2,1.866,1,2,0.4146,1.4514,1.866,0.614,0.119,0.5
36828,15/03/2014 13:00,156.06,11,1.806,1,2,0.4288,1.3772,1.806,0.535,0.052,0.542
36829,15/03/2014 14:00,152.243,9.3,1.762,1,2,0.4434,1.3186,1.762,0.478,0,0.583
36830,15/03/2014 15:00,149.364,12.2,1.729,1,2,0.4583,1.2707,1.729,0.434,0.088,0.625
36831,15/03/2014 16:00,150.628,13.2,1.743,1,2,0.4731,1.2699,1.743,0.453,0.119,0.667
36832,15/03/2014 17:00,151.471,16.3,1.753,1,2,0.4876,1.2654,1.753,0.466,0.213,0.708
36833,15/03/2014 18:00,148.732,11.7,1.721,1,2,0.5015,1.2195,1.721,0.424,0.073,0.75
36834,15/03/2014 19:00,148.802,15,1.722,1,2,0.515,1.207,1.722,0.425,0.174,0.792
36835,15/03/2014 20:00,150.768,11.6,1.745,1,2,0.5279,1.2171,1.745,0.455,0.07,0.833
36836,15/03/2014 21:00,142.55,10.8,1.65,1,2,0.5404,1.1096,1.65,0.331,0.046,0.875
36837,15/03/2014 22:00,129.163,10.2,1.495,1,2,0.5524,0.9426,1.495,0.127,0.027,0.917
36838,15/03/2014 23:00,124.839,10.5,1.445,1,2,0.5639,0.8811,1.445,0.062,0.037,0.958
36839,16/03/2014 0:00,120.788,10.1,1.398,1,2,0.5748,0.8232,1.398,0,0.024,1
37106,27/03/2014 3:00,131.408,11.8,1.521,2,3,0.5027,1.0183,1.521,0,0.249,0
37107,27/03/2014 4:00,136.242,11.3,1.577,2,3,0.507,1.07,1.577,0.02,0.228,0.015
37108,27/03/2014 5:00,137.602,12.7,1.593,2,3,0.512,1.081,1.593,0.026,0.286,0.029
37109,27/03/2014 6:00,161.84,19,1.873,2,3,0.5178,1.3552,1.873,0.125,0.548,0.044
37110,27/03/2014 7:00,207.968,26.6,2.407,2,3,0.5245,1.8825,2.407,0.315,0.863,0.059
37111,27/03/2014 8:00,232.032,29.9,2.686,2,3,0.5325,2.1535,2.686,0.414,1,0.074
37112,27/03/2014 9:00,243.739,25,2.821,2,3,0.5418,2.2792,2.821,0.462,0.797,0.088
37113,27/03/2014 10:00,244.815,19.8,2.834,2,3,0.5527,2.2813,2.834,0.467,0.581,0.103
37114,27/03/2014 11:00,249.234,16.9,2.885,2,3,0.565,2.32,2.885,0.485,0.461,0.118
37115,27/03/2014 12:00,277.232,19.6,3.209,2,3,0.5787,2.6303,3.209,0.6,0.573,0.132
37116,27/03/2014 13:00,319.474,21.6,3.698,2,3,0.594,3.104,3.698,0.774,0.656,0.147
37117,27/03/2014 14:00,344.066,24.7,3.982,2,3,0.6111,3.3709,3.982,0.875,0.784,0.162
37118,27/03/2014 15:00,343.423,21.2,3.975,2,3,0.6302,3.3448,3.975,0.872,0.639,0.176
37119,27/03/2014 16:00,327.993,18.2,3.796,2,3,0.6511,3.1449,3.796,0.809,0.515,0.191
37120,27/03/2014 17:00,309.991,15.9,3.588,2,3,0.6736,2.9144,3.588,0.735,0.419,0.206
37121,27/03/2014 18:00,294.079,14.6,3.404,2,3,0.6974,2.7066,3.404,0.669,0.365,0.221
37122,27/03/2014 19:00,282.385,13.9,3.268,2,3,0.7223,2.5457,3.268,0.621,0.336,0.235
37123,27/03/2014 20:00,270.984,12.8,3.136,2,3,0.748,2.388,3.136,0.574,0.29,0.25
37124,27/03/2014 21:00,260.235,11.7,3.012,2,3,0.7743,2.2377,3.012,0.53,0.245,0.265
37125,27/03/2014 22:00,252.016,11.1,2.917,2,3,0.8011,2.1159,2.917,0.496,0.22,0.279
37126,27/03/2014 23:00,242.812,10.3,2.81,2,3,0.8282,1.9818,2.81,0.458,0.187,0.294
37127,28/03/2014 0:00,233.566,9.7,2.703,2,3,0.8555,1.8475,2.703,0.42,0.162,0.309
37128,28/03/2014 1:00,225.068,9.4,2.605,2,3,0.8828,1.7222,2.605,0.385,0.149,0.324
37129,28/03/2014 2:00,217.042,9.2,2.512,2,3,0.9101,1.6019,2.512,0.352,0.141,0.338
37130,28/03/2014 3:00,211.023,8.6,2.442,2,3,0.9372,1.5048,2.442,0.327,0.116,0.353
37131,28/03/2014 4:00,207.09,8.3,2.397,2,3,0.964,1.433,2.397,0.311,0.104,0.368
37132,28/03/2014 5:00,202.382,7.9,2.342,2,3,0.9906,1.3514,2.342,0.292,0.087,0.382
37133,28/03/2014 6:00,196.402,7.7,2.273,2,3,1.0168,1.2562,2.273,0.267,0.079,0.397
37134,28/03/2014 7:00,191.75,7.9,2.219,2,3,1.0426,1.1764,2.219,0.248,0.087,0.412
37135,28/03/2014 8:00,187.669,7.6,2.172,2,3,1.0679,1.1041,2.172,0.231,0.075,0.426
37136,28/03/2014 9:00,185.295,7.1,2.145,2,3,1.0927,1.0523,2.145,0.222,0.054,0.441
37137,28/03/2014 10:00,182.543,6.5,2.113,2,3,1.117,0.996,2.113,0.21,0.029,0.456
37138,28/03/2014 11:00,179.886,6.2,2.082,2,3,1.1408,0.9412,2.082,0.199,0.017,0.471
37139,28/03/2014 12:00,177.328,5.9,2.052,2,3,1.164,0.888,2.052,0.189,0.004,0.485
37140,28/03/2014 13:00,174.202,5.8,2.016,2,3,1.1866,0.8294,2.016,0.176,0,0.5
37141,28/03/2014 14:00,173.255,7.2,2.005,2,3,1.2087,0.7963,2.005,0.172,0.058,0.515
37142,28/03/2014 15:00,178.086,8.7,2.061,2,3,1.2302,0.8308,2.061,0.192,0.12,0.529
37143,28/03/2014 16:00,188.143,8,2.178,2,3,1.2511,0.9269,2.178,0.234,0.091,0.544
37144,28/03/2014 17:00,208.201,9.2,2.41,2,3,1.2717,1.1383,2.41,0.316,0.141,0.559
37145,28/03/2014 18:00,264.215,10.5,3.058,2,3,1.2922,1.7658,3.058,0.546,0.195,0.574
37146,28/03/2014 19:00,310.795,13.9,3.597,2,3,1.3131,2.2839,3.597,0.738,0.336,0.588
37147,28/03/2014 20:00,338.119,21.2,3.913,2,3,1.3347,2.5783,3.913,0.85,0.639,0.603
37148,28/03/2014 21:00,356.442,24.6,4.125,2,3,1.3449,2.7801,4.125,0.926,0.78,0.618
37149,28/03/2014 22:00,368.015,26.4,4.259,2,3,1.3442,2.9148,4.259,0.973,0.855,0.632
37150,28/03/2014 23:00,371.872,28.9,4.304,2,3,1.3428,2.9612,4.304,0.989,0.959,0.647
37151,29/03/2014 0:00,372.837,26,4.315,2,3,1.3408,2.9742,4.315,0.993,0.838,0.662
37152,29/03/2014 1:00,374.444,23,4.334,2,3,1.338,2.996,4.334,1,0.714,0.676
37153,29/03/2014 2:00,372.033,17.5,4.306,2,3,1.3346,2.9714,4.306,0.99,0.485,0.691
37154,29/03/2014 3:00,365.604,15.1,4.232,2,3,1.3304,2.9016,4.232,0.964,0.386,0.706
37155,29/03/2014 4:00,358.532,13.9,4.15,2,3,1.3257,2.8243,4.15,0.935,0.336,0.721
37156,29/03/2014 5:00,348.888,12.4,4.038,2,3,1.3202,2.7178,4.038,0.895,0.274,0.735
37157,29/03/2014 6:00,338.601,11.6,3.919,2,3,1.3142,2.6048,3.919,0.852,0.241,0.75
37158,29/03/2014 7:00,328.314,11.3,3.8,2,3,1.3075,2.4925,3.8,0.81,0.228,0.765
37159,29/03/2014 8:00,317.224,10.6,3.672,2,3,1.3001,2.3719,3.672,0.765,0.199,0.779
37160,29/03/2014 9:00,304.526,9.9,3.525,2,3,1.2922,2.2328,3.525,0.712,0.17,0.794
37161,29/03/2014 10:00,294.079,10,3.404,2,3,1.2837,2.1203,3.404,0.669,0.174,0.809
37162,29/03/2014 11:00,284.47,10.6,3.292,2,3,1.2745,2.0175,3.292,0.63,0.199,0.824
37163,29/03/2014 12:00,276.295,11.1,3.198,2,3,1.2649,1.9331,3.198,0.596,0.22,0.838
37164,29/03/2014 13:00,268.581,9.2,3.109,2,3,1.2546,1.8544,3.109,0.565,0.141,0.853
37165,29/03/2014 14:00,262.132,8.3,3.034,2,3,1.2439,1.7901,3.034,0.538,0.104,0.868
37166,29/03/2014 15:00,255.177,8.2,2.953,2,3,1.2326,1.7204,2.953,0.509,0.1,0.882
37167,29/03/2014 16:00,248.096,8,2.871,2,3,1.2209,1.6501,2.871,0.48,0.091,0.897
37168,29/03/2014 17:00,241.714,7.6,2.798,2,3,1.2086,1.5894,2.798,0.454,0.075,0.912
37169,29/03/2014 18:00,234.864,7.3,2.718,2,3,1.1959,1.5221,2.718,0.426,0.062,0.926
37170,29/03/2014 19:00,229.081,7.1,2.651,2,3,1.1828,1.4682,2.651,0.402,0.054,0.941
37171,29/03/2014 20:00,222.236,7.1,2.572,2,3,1.1695,1.4025,2.572,0.374,0.054,0.956
37172,29/03/2014 21:00,214.682,6.8,2.485,2,3,1.1564,1.3286,2.485,0.343,0.041,0.971
37173,29/03/2014 22:00,207.798,6.7,2.405,2,3,1.1438,1.2612,2.405,0.314,0.037,0.985
37174,29/03/2014 23:00,202.382,6.5,2.342,2,3,1.1315,1.2105,2.342,0.292,0.029,1
37304,4/04/2014 9:00,153.114,8.7,1.772,3,4,0.7544,1.0176,1.772,0,0.049,0
37305,4/04/2014 10:00,167.761,9.7,1.942,3,4,0.757,1.185,1.942,0.025,0.062,0.019
37306,4/04/2014 11:00,175.149,13.3,2.027,3,4,0.7605,1.2665,2.027,0.038,0.111,0.038
37307,4/04/2014 12:00,174.865,16.5,2.024,3,4,0.7649,1.2591,2.024,0.038,0.155,0.058
37308,4/04/2014 13:00,173.16,17.2,2.004,3,4,0.7702,1.2338,2.004,0.035,0.164,0.077
37309,4/04/2014 14:00,179.512,16.1,2.078,3,4,0.7763,1.3017,2.078,0.046,0.149,0.096
37310,4/04/2014 15:00,202.317,25.5,2.342,3,4,0.7833,1.5587,2.342,0.085,0.277,0.115
37311,4/04/2014 16:00,226.13,26.4,2.617,3,4,0.7913,1.8257,2.617,0.126,0.289,0.135
37312,4/04/2014 17:00,258.661,25.5,2.994,3,4,0.8004,2.1936,2.994,0.183,0.277,0.154
37313,4/04/2014 18:00,376.855,27.3,4.362,3,4,0.8113,3.5507,4.362,0.387,0.302,0.173
37314,4/04/2014 19:00,500.509,53.9,5.793,3,4,0.8246,4.9684,5.793,0.601,0.663,0.192
37315,4/04/2014 20:00,537.628,78.7,6.223,3,4,0.8415,5.3815,6.223,0.665,1,0.212
37316,4/04/2014 21:00,592.303,67.3,6.855,3,4,0.8622,5.9928,6.855,0.759,0.845,0.231
37317,4/04/2014 22:00,660.386,51.6,7.643,3,4,0.8871,6.7559,7.643,0.877,0.632,0.25
37318,4/04/2014 23:00,700.96,41.6,8.113,3,4,0.9166,7.1964,8.113,0.947,0.496,0.269
37319,5/04/2014 0:00,731.538,36.8,8.467,3,4,0.9508,7.5162,8.467,1,0.431,0.288
37320,5/04/2014 1:00,726.05,32.1,8.403,3,4,0.9896,7.4134,8.403,0.99,0.367,0.308
37321,5/04/2014 2:00,694.492,27.5,8.038,3,4,1.0328,7.0052,8.038,0.936,0.304,0.327
37322,5/04/2014 3:00,653.329,25.7,7.562,3,4,1.0796,6.4824,7.562,0.865,0.28,0.346
37323,5/04/2014 4:00,621.584,23.1,7.194,3,4,1.1286,6.0654,7.194,0.81,0.245,0.365
37324,5/04/2014 5:00,597.765,19.7,6.919,3,4,1.1771,5.7419,6.919,0.769,0.198,0.385
37325,5/04/2014 6:00,571.344,17.8,6.613,3,4,1.2239,5.3891,6.613,0.723,0.173,0.404
37326,5/04/2014 7:00,550.272,15.9,6.369,3,4,1.2691,5.0999,6.369,0.687,0.147,0.423
37327,5/04/2014 8:00,530.983,14.4,6.146,3,4,1.3125,4.8335,6.146,0.653,0.126,0.442
37328,5/04/2014 9:00,513.314,13,5.941,3,4,1.3541,4.5869,5.941,0.623,0.107,0.462
37329,5/04/2014 10:00,496.456,12.8,5.746,3,4,1.3939,4.3521,5.746,0.594,0.105,0.481
37330,5/04/2014 11:00,482.841,11.2,5.588,3,4,1.4318,4.1562,5.588,0.57,0.083,0.5
37331,5/04/2014 12:00,468.09,10.4,5.418,3,4,1.4678,3.9502,5.418,0.545,0.072,0.519
37332,5/04/2014 13:00,451.921,9.8,5.231,3,4,1.5018,3.7292,5.231,0.517,0.064,0.538
37333,5/04/2014 14:00,437.451,10.2,5.063,3,4,1.5126,3.5504,5.063,0.492,0.069,0.558
37334,5/04/2014 15:00,423.145,9.5,4.898,3,4,1.5114,3.3866,4.898,0.467,0.06,0.577
37335,5/04/2014 16:00,410.126,9.1,4.747,3,4,1.5094,3.2376,4.747,0.444,0.054,0.596
37336,5/04/2014 17:00,396.786,9.8,4.592,3,4,1.5064,3.0856,4.592,0.421,0.064,0.615
37337,5/04/2014 18:00,384.731,8.7,4.453,3,4,1.5025,2.9505,4.453,0.4,0.049,0.635
37338,5/04/2014 19:00,374.283,8.3,4.332,3,4,1.4978,2.8342,4.332,0.382,0.043,0.654
37339,5/04/2014 20:00,362.068,8,4.191,3,4,1.4924,2.6986,4.191,0.361,0.039,0.673
37340,5/04/2014 21:00,348.888,7.8,4.038,3,4,1.4861,2.5519,4.038,0.338,0.037,0.692
37341,5/04/2014 22:00,336.512,7.6,3.895,3,4,1.4791,2.4159,3.895,0.317,0.034,0.712
37342,5/04/2014 23:00,325.743,7.2,3.77,3,4,1.4714,2.2986,3.77,0.298,0.029,0.731
37343,6/04/2014 0:00,314.331,6.9,3.638,3,4,1.4631,2.1749,3.638,0.279,0.024,0.75
37344,6/04/2014 1:00,303.883,6.8,3.517,3,4,1.4541,2.0629,3.517,0.261,0.023,0.769
37345,6/04/2014 2:00,291.507,6.6,3.374,3,4,1.4446,1.9294,3.374,0.239,0.02,0.788
37346,6/04/2014 3:00,280.747,6.4,3.249,3,4,1.4344,1.8146,3.249,0.221,0.018,0.808
37347,6/04/2014 4:00,272.375,6.3,3.152,3,4,1.4238,1.7282,3.152,0.206,0.016,0.827
37348,6/04/2014 5:00,265.041,6,3.068,3,4,1.4126,1.6554,3.068,0.194,0.012,0.846
37349,6/04/2014 6:00,257.959,6,2.986,3,4,1.401,1.585,2.986,0.181,0.012,0.865
37350,6/04/2014 7:00,251.131,5.9,2.907,3,4,1.3889,1.5181,2.907,0.17,0.011,0.885
37351,6/04/2014 8:00,245.713,5.9,2.844,3,4,1.3764,1.4676,2.844,0.16,0.011,0.904
37352,6/04/2014 9:00,239.585,5.6,2.773,3,4,1.3634,1.4096,2.773,0.15,0.007,0.923
37353,6/04/2014 10:00,234.156,5.2,2.71,3,4,1.3503,1.3597,2.71,0.14,0.001,0.942
37354,6/04/2014 11:00,229.199,5.1,2.653,3,4,1.3375,1.3155,2.653,0.132,0,0.962
37355,6/04/2014 12:00,223.77,5.2,2.59,3,4,1.3251,1.2649,2.59,0.122,0.001,0.981
37356,6/04/2014 13:00,217.751,8.6,2.52,3,4,1.3132,1.2068,2.52,0.112,0.048,1
40546,17/08/2014 11:00,101.953,7.4,1.18,4,5,0.2616,0.9184,1.18,0.08,0.129,0
40547,17/08/2014 12:00,104.584,5.1,1.21,4,5,0.2647,0.9453,1.21,0.097,0.058,0.018
40548,17/08/2014 13:00,105.28,5.2,1.219,4,5,0.2685,0.9505,1.219,0.102,0.062,0.036
40549,17/08/2014 14:00,111.167,4.9,1.287,4,5,0.2729,1.0141,1.287,0.139,0.052,0.054
40550,17/08/2014 15:00,117.75,6.1,1.363,4,5,0.278,1.085,1.363,0.181,0.089,0.071
40551,17/08/2014 16:00,122.117,6.2,1.413,4,5,0.2838,1.1292,1.413,0.209,0.092,0.089
40552,17/08/2014 17:00,133.993,6.8,1.551,4,5,0.2902,1.2608,1.551,0.285,0.111,0.107
40553,17/08/2014 18:00,139.047,7.2,1.609,4,5,0.2974,1.3116,1.609,0.317,0.123,0.125
40554,17/08/2014 19:00,135.393,6.7,1.567,4,5,0.3053,1.2617,1.567,0.294,0.108,0.143
40555,17/08/2014 20:00,129.142,6.3,1.495,4,5,0.3139,1.1811,1.495,0.254,0.095,0.161
40556,17/08/2014 21:00,124.143,5.9,1.437,4,5,0.323,1.114,1.437,0.222,0.083,0.179
40557,17/08/2014 22:00,121.294,5.7,1.404,4,5,0.3326,1.0714,1.404,0.204,0.077,0.196
40558,17/08/2014 23:00,118.952,5,1.377,4,5,0.3426,1.0344,1.377,0.189,0.055,0.214
40559,18/08/2014 0:00,112.053,4.6,1.297,4,5,0.3529,0.9441,1.297,0.145,0.043,0.232
40560,18/08/2014 1:00,104.565,4.1,1.21,4,5,0.3635,0.8465,1.21,0.097,0.028,0.25
40561,18/08/2014 2:00,98.886,4,1.145,4,5,0.3742,0.7708,1.145,0.061,0.025,0.268
40562,18/08/2014 3:00,94.844,3.7,1.098,4,5,0.385,0.713,1.098,0.035,0.015,0.286
40563,18/08/2014 4:00,91.784,3.4,1.062,4,5,0.3957,0.6663,1.062,0.015,0.006,0.304
40564,18/08/2014 5:00,90.052,3.2,1.042,4,5,0.4065,0.6355,1.042,0.004,0,0.321
40565,18/08/2014 6:00,90.168,4.2,1.044,4,5,0.4172,0.6268,1.044,0.006,0.031,0.339
40566,18/08/2014 7:00,89.359,6.7,1.034,4,5,0.4278,0.6062,1.034,0,0.108,0.357
40567,18/08/2014 8:00,89.706,4.6,1.038,4,5,0.4383,0.5997,1.038,0.002,0.043,0.375
40568,18/08/2014 9:00,89.995,4.1,1.042,4,5,0.4488,0.5932,1.042,0.004,0.028,0.393
40569,18/08/2014 10:00,91.496,4.5,1.059,4,5,0.4592,0.5998,1.059,0.014,0.04,0.411
40570,18/08/2014 11:00,97.062,5.5,1.123,4,5,0.4695,0.6535,1.123,0.049,0.071,0.429
40571,18/08/2014 12:00,111.167,5.1,1.287,4,5,0.4798,0.8072,1.287,0.139,0.058,0.446
40572,18/08/2014 13:00,121.737,5.6,1.409,4,5,0.4902,0.9188,1.409,0.207,0.074,0.464
40573,18/08/2014 14:00,135.719,5.8,1.571,4,5,0.5008,1.0702,1.571,0.296,0.08,0.482
40574,18/08/2014 15:00,159.61,6.8,1.847,4,5,0.5118,1.3352,1.847,0.448,0.111,0.5
40575,18/08/2014 16:00,178.561,9.1,2.067,4,5,0.5234,1.5436,2.067,0.569,0.182,0.518
40576,18/08/2014 17:00,187.574,12.7,2.171,4,5,0.5356,1.6354,2.171,0.627,0.292,0.536
40577,18/08/2014 18:00,195.737,20.1,2.265,4,5,0.5486,1.7164,2.265,0.679,0.52,0.554
40578,18/08/2014 19:00,212.802,30.4,2.463,4,5,0.5623,1.9007,2.463,0.788,0.837,0.571
40579,18/08/2014 20:00,232.504,35.7,2.691,4,5,0.577,2.114,2.691,0.913,1,0.589
40580,18/08/2014 21:00,246.102,30.4,2.848,4,5,0.5927,2.2553,2.848,1,0.837,0.607
40581,18/08/2014 22:00,245.839,24.5,2.845,4,5,0.6095,2.2355,2.845,0.998,0.655,0.625
40582,18/08/2014 23:00,237.579,20.5,2.75,4,5,0.6272,2.1228,2.75,0.946,0.532,0.643
40583,19/08/2014 0:00,224.242,15.9,2.595,4,5,0.6457,1.9493,2.595,0.861,0.391,0.661
40584,19/08/2014 1:00,211.057,13,2.443,4,5,0.6641,1.7789,2.443,0.777,0.302,0.679
40585,19/08/2014 2:00,202.002,11.4,2.338,4,5,0.6819,1.6561,2.338,0.719,0.252,0.696
40586,19/08/2014 3:00,195.642,10.6,2.264,4,5,0.6991,1.5649,2.264,0.678,0.228,0.714
40587,19/08/2014 4:00,189.282,9.6,2.191,4,5,0.7157,1.4753,2.191,0.638,0.197,0.732
40588,19/08/2014 5:00,182.827,9,2.116,4,5,0.7316,1.3844,2.116,0.596,0.178,0.75
40589,19/08/2014 6:00,178.275,8.2,2.063,4,5,0.7469,1.3161,2.063,0.567,0.154,0.768
40590,19/08/2014 7:00,176.097,8,2.038,4,5,0.7616,1.2764,2.038,0.553,0.148,0.786
40591,19/08/2014 8:00,174.202,7.7,2.016,4,5,0.7756,1.2404,2.016,0.541,0.138,0.804
40592,19/08/2014 9:00,172.118,7.5,1.992,4,5,0.789,1.203,1.992,0.528,0.132,0.821
40593,19/08/2014 10:00,169.087,6.9,1.957,4,5,0.8017,1.1553,1.957,0.509,0.114,0.839
40594,19/08/2014 11:00,166.719,6.7,1.93,4,5,0.8138,1.1162,1.93,0.494,0.108,0.857
40595,19/08/2014 12:00,163.972,6.5,1.898,4,5,0.8142,1.0838,1.898,0.476,0.102,0.875
40596,19/08/2014 13:00,161.225,6.4,1.866,4,5,0.8137,1.0523,1.866,0.459,0.098,0.893
40597,19/08/2014 14:00,158.503,6.3,1.835,4,5,0.8129,1.0221,1.835,0.442,0.095,0.911
40598,19/08/2014 15:00,156.036,6.2,1.806,4,5,0.8117,0.9943,1.806,0.426,0.092,0.929
40599,19/08/2014 16:00,153.788,6.1,1.78,4,5,0.8102,0.9698,1.78,0.411,0.089,0.946
40600,19/08/2014 17:00,151.541,6.2,1.754,4,5,0.8084,0.9456,1.754,0.397,0.092,0.964
40601,19/08/2014 18:00,149.293,6,1.728,4,5,0.8063,0.9217,1.728,0.383,0.086,0.982
40602,19/08/2014 19:00,147.608,5.9,1.708,4,5,0.8039,0.9041,1.708,0.372,0.083,1
41125,10/09/2014 14:00,105.451,5.1,1.22,5,6,0.5232,0.6968,1.22,0,0,0
41126,10/09/2014 15:00,135.66,7.1,1.57,5,6,0.5271,1.0429,1.57,0.403,0.12,0.05
41127,10/09/2014 16:00,165.4,14.4,1.914,5,6,0.5317,1.3823,1.914,0.8,0.557,0.1
41128,10/09/2014 17:00,180.361,21.8,2.088,5,6,0.5372,1.5508,2.088,1,1,0.15
41129,10/09/2014 18:00,180.36,20.5,2.088,5,6,0.5438,1.5442,2.088,1,0.922,0.2
41130,10/09/2014 19:00,174.297,17.8,2.017,5,6,0.5513,1.4657,2.017,0.918,0.76,0.25
41131,10/09/2014 20:00,164.162,14.5,1.9,5,6,0.5597,1.3403,1.9,0.783,0.563,0.3
41132,10/09/2014 21:00,156.085,11.9,1.807,5,6,0.5689,1.2381,1.807,0.676,0.407,0.35
41133,10/09/2014 22:00,150.347,10.6,1.74,5,6,0.5786,1.1614,1.74,0.599,0.329,0.4
41134,10/09/2014 23:00,144.242,9.8,1.669,5,6,0.5888,1.0802,1.669,0.517,0.281,0.45
41135,11/09/2014 0:00,137.092,9.1,1.587,5,6,0.5993,0.9877,1.587,0.423,0.24,0.5
41136,11/09/2014 1:00,132.588,8.9,1.535,5,6,0.61,0.925,1.535,0.363,0.228,0.55
41137,11/09/2014 2:00,132.078,8.8,1.529,5,6,0.6205,0.9085,1.529,0.356,0.222,0.6
41138,11/09/2014 3:00,132.673,8.8,1.536,5,6,0.6307,0.9053,1.536,0.364,0.222,0.65
41139,11/09/2014 4:00,132.673,8.5,1.536,5,6,0.6406,0.8954,1.536,0.364,0.204,0.7
41140,11/09/2014 5:00,132.673,8.2,1.536,5,6,0.6501,0.8859,1.536,0.364,0.186,0.75
41141,11/09/2014 6:00,132.673,8.3,1.536,5,6,0.6592,0.8768,1.536,0.364,0.192,0.8
41142,11/09/2014 7:00,132.248,7.7,1.531,5,6,0.668,0.863,1.531,0.358,0.156,0.85
41143,11/09/2014 8:00,131.738,7.4,1.525,5,6,0.6764,0.8486,1.525,0.351,0.138,0.9
41144,11/09/2014 9:00,131.228,7,1.519,5,6,0.6818,0.8372,1.519,0.344,0.114,0.95
41145,11/09/2014 10:00,129.796,6.4,1.502,5,6,0.6816,0.8204,1.502,0.325,0.078,1
43220,6/12/2014 21:00,112.876,15.2,1.306,6,7,0.369,0.937,1.306,0.103,0.256,0
43221,6/12/2014 22:00,116.547,12.6,1.349,6,7,0.3737,0.9753,1.349,0.12,0.18,0.017
43222,6/12/2014 23:00,116.737,12.1,1.351,6,7,0.379,0.972,1.351,0.121,0.166,0.033
43223,7/12/2014 0:00,115.408,10.5,1.336,6,7,0.3848,0.9512,1.336,0.115,0.119,0.05
43224,7/12/2014 1:00,121.104,10.5,1.402,6,7,0.3912,1.0108,1.402,0.142,0.119,0.067
43225,7/12/2014 2:00,132.934,11.9,1.539,6,7,0.3981,1.1409,1.539,0.197,0.16,0.083
43226,7/12/2014 3:00,139.132,12.1,1.61,6,7,0.4056,1.2044,1.61,0.226,0.166,0.1
43227,7/12/2014 4:00,138.367,11.2,1.601,6,7,0.4137,1.1873,1.601,0.222,0.14,0.117
43228,7/12/2014 5:00,136.072,11.7,1.575,6,7,0.4225,1.1525,1.575,0.212,0.154,0.133
43229,7/12/2014 6:00,132.419,13.8,1.533,6,7,0.4317,1.1013,1.533,0.195,0.215,0.15
43230,7/12/2014 7:00,129.503,14.9,1.499,6,7,0.4414,1.0576,1.499,0.181,0.247,0.167
