"","run_id","start","end","tot_q_m3","duration_hrs","intensity_m3_hr","filter_para","sf_thresh","storm_id"
"1","FC = 0.98, SFT = 0.1","2014-02-19 17:00:00","2014-02-21 10:00:00",48472.6023620041,42,1154.10958004772,"0.98","0.1","storm_1"
"2","FC = 0.98, SFT = 0.1","2014-03-01 19:00:00","2014-03-03 03:00:00",15860.0312729566,33,480.607008271411,"0.98","0.1","storm_2"
"3","FC = 0.98, SFT = 0.1","2014-03-07 15:00:00","2014-03-09 15:00:00",135167.781071773,49,2758.52614432189,"0.98","0.1","storm_3"
"4","FC = 0.98, SFT = 0.1","2014-03-14 21:00:00","2014-03-19 01:00:00",240710.923858007,101,2383.27647384165,"0.98","0.1","storm_4"
"5","FC = 0.98, SFT = 0.1","2014-04-04 02:00:00","2014-04-09 17:00:00",758343.454754565,136,5576.0548143718,"0.98","0.1","storm_5"
"6","FC = 0.98, SFT = 0.1","2014-04-11 04:00:00","2014-04-16 06:00:00",118091.691034072,123,960.0950490575,"0.98","0.1","storm_6"
"7","FC = 0.98, SFT = 0.1","2014-04-25 17:00:00","2014-04-27",26896.1511171704,32,840.504722411575,"0.98","0.1","storm_7"
"8","FC = 0.98, SFT = 0.1","2014-04-27 18:00:00","2014-04-29 08:00:00",22812.8160369879,39,584.944000948408,"0.98","0.1","storm_8"
"9","FC = 0.98, SFT = 0.1","2014-04-29 15:00:00","2014-04-30 02:00:00",9366.03106595107,12,780.502588829256,"0.98","0.1","storm_9"
"10","FC = 0.98, SFT = 0.1","2014-05-02 17:00:00","2014-05-03 04:00:00",8199.56349320041,12,683.296957766701,"0.98","0.1","storm_10"
"11","FC = 0.98, SFT = 0.1","2014-05-03 09:00:00","2014-05-04 13:00:00",20768.8955824007,29,716.168813186232,"0.98","0.1","storm_11"
"12","FC = 0.98, SFT = 0.1","2014-05-05 21:00:00","2014-05-11 19:00:00",77655.6338302325,143,543.046390421206,"0.98","0.1","storm_12"
"13","FC = 0.98, SFT = 0.1","2014-05-27 15:00:00","2014-05-28 09:00:00",42239.8354384482,19,2223.14923360253,"0.98","0.1","storm_13"
"14","FC = 0.98, SFT = 0.1","2014-06-01 17:00:00","2014-06-03 23:00:00",51209.8050276027,55,931.087364138232,"0.98","0.1","storm_14"
"15","FC = 0.98, SFT = 0.1","2014-06-20 12:00:00","2014-06-21 02:00:00",12376.2448693868,15,825.08299129245,"0.98","0.1","storm_15"
"16","FC = 0.98, SFT = 0.1","2014-06-22 07:00:00","2014-06-24 10:00:00",66141.0949841136,52,1271.94413430988,"0.98","0.1","storm_16"
"17","FC = 0.98, SFT = 0.1","2014-06-24 13:00:00","2014-06-25 12:00:00",42300.048648894,24,1762.50202703725,"0.98","0.1","storm_17"
"18","FC = 0.98, SFT = 0.1","2014-06-27 18:00:00","2014-06-30 05:00:00",72662.3151432374,60,1211.03858572062,"0.98","0.1","storm_18"
"19","FC = 0.98, SFT = 0.1","2014-07-01 13:00:00","2014-07-05 03:00:00",59684.2869602954,87,686.026286899947,"0.98","0.1","storm_19"
"20","FC = 0.98, SFT = 0.1","2014-07-09 14:00:00","2014-07-10 06:00:00",32455.462111296,17,1909.14483007624,"0.98","0.1","storm_20"
"21","FC = 0.98, SFT = 0.1","2014-07-14 23:00:00","2014-07-18 14:00:00",66301.261991164,88,753.423431717773,"0.98","0.1","storm_21"
"22","FC = 0.98, SFT = 0.1","2014-07-19 08:00:00","2014-07-20 22:00:00",16971.6014626937,39,435.169268274198,"0.98","0.1","storm_22"
"23","FC = 0.98, SFT = 0.1","2014-07-25 13:00:00","2014-07-26 06:00:00",28121.5144472189,18,1562.30635817883,"0.98","0.1","storm_23"
"24","FC = 0.98, SFT = 0.1","2014-07-26 15:00:00","2014-07-30 06:00:00",103483.759157217,88,1175.95180860473,"0.98","0.1","storm_24"
"25","FC = 0.98, SFT = 0.1","2014-07-31 13:00:00","2014-08-01 19:00:00",75917.1899279434,31,2448.94161057882,"0.98","0.1","storm_25"
"26","FC = 0.98, SFT = 0.1","2014-08-04 03:00:00","2014-08-08 16:00:00",66370.2983384834,110,603.366348531667,"0.98","0.1","storm_26"
"27","FC = 0.98, SFT = 0.1","2014-08-17 01:00:00","2014-08-21 21:00:00",347930.959578437,117,2973.76888528578,"0.98","0.1","storm_27"
"28","FC = 0.98, SFT = 0.1","2014-08-27 04:00:00","2014-08-30",107231.005148018,69,1554.07253837708,"0.98","0.1","storm_28"
"29","FC = 0.98, SFT = 0.1","2014-09-09 13:00:00","2014-09-10 02:00:00",17130.724467858,14,1223.62317627557,"0.98","0.1","storm_29"
"30","FC = 0.98, SFT = 0.1","2014-09-10 05:00:00","2014-09-13 10:00:00",167271.400357136,78,2144.50513278379,"0.98","0.1","storm_30"
"31","FC = 0.98, SFT = 0.1","2014-09-13 17:00:00","2014-09-15 01:00:00",14339.0506152615,33,434.516685310953,"0.98","0.1","storm_31"
"32","FC = 0.98, SFT = 0.1","2014-09-16 12:00:00","2014-09-17 03:00:00",14125.9808069802,16,882.873800436261,"0.98","0.1","storm_32"
"33","FC = 0.99, SFT = 0.1","2014-02-19 17:00:00","2014-02-21 16:00:00",54592.7808338894,48,1137.34960070603,"0.99","0.1","storm_1"
"34","FC = 0.99, SFT = 0.1","2014-03-01 19:00:00","2014-03-03 07:00:00",18669.4252217645,37,504.579060047688,"0.99","0.1","storm_2"
"35","FC = 0.99, SFT = 0.1","2014-03-07 15:00:00","2014-03-10",147690.605479093,58,2546.38974963953,"0.99","0.1","storm_3"
"36","FC = 0.99, SFT = 0.1","2014-03-14 21:00:00","2014-03-20 01:00:00",292103.403007432,125,2336.82722405945,"0.99","0.1","storm_4"
"37","FC = 0.99, SFT = 0.1","2014-04-04 02:00:00","2014-04-10 07:00:00",855743.820473547,150,5704.95880315698,"0.99","0.1","storm_5"
"38","FC = 0.99, SFT = 0.1","2014-04-10 19:00:00","2014-04-16 08:00:00",160198.096003383,134,1195.50817912972,"0.99","0.1","storm_6"
"39","FC = 0.99, SFT = 0.1","2014-04-18 02:00:00","2014-04-19 02:00:00",10730.6358287066,25,429.225433148263,"0.99","0.1","storm_7"
"40","FC = 0.99, SFT = 0.1","2014-04-19 09:00:00","2014-04-20",8441.49150590843,16,527.593219119277,"0.99","0.1","storm_8"
"41","FC = 0.99, SFT = 0.1","2014-04-23 14:00:00","2014-04-25 02:00:00",17895.8831483827,37,483.672517523857,"0.99","0.1","storm_9"
"42","FC = 0.99, SFT = 0.1","2014-04-25 11:00:00","2014-04-27",32045.8685044144,38,843.312329063536,"0.99","0.1","storm_10"
"43","FC = 0.99, SFT = 0.1","2014-04-27 18:00:00","2014-04-30 03:00:00",37847.4092113425,58,652.541538126596,"0.99","0.1","storm_11"
"44","FC = 0.99, SFT = 0.1","2014-04-30 09:00:00","2014-05-01 15:00:00",14254.8389755567,31,459.833515340538,"0.99","0.1","storm_12"
"45","FC = 0.99, SFT = 0.1","2014-05-02 16:00:00","2014-05-04 13:00:00",35496.7771815924,46,771.669069165053,"0.99","0.1","storm_13"
"46","FC = 0.99, SFT = 0.1","2014-05-05 21:00:00","2014-05-14 02:00:00",131499.358718756,198,664.138175347253,"0.99","0.1","storm_14"
"47","FC = 0.99, SFT = 0.1","2014-05-27 14:00:00","2014-05-28 10:00:00",45322.3806491715,21,2158.2086023415,"0.99","0.1","storm_15"
"48","FC = 0.99, SFT = 0.1","2014-06-01 17:00:00","2014-06-05 09:00:00",70875.1268711655,89,796.349740125455,"0.99","0.1","storm_16"
"49","FC = 0.99, SFT = 0.1","2014-06-10 02:00:00","2014-06-11 21:00:00",20670.9003526681,44,469.793189833366,"0.99","0.1","storm_17"
"50","FC = 0.99, SFT = 0.1","2014-06-20 11:00:00","2014-06-21 02:00:00",13426.481697648,16,839.155106103,"0.99","0.1","storm_18"
"51","FC = 0.99, SFT = 0.1","2014-06-22 06:00:00","2014-06-25 13:00:00",121270.892226868,80,1515.88615283585,"0.99","0.1","storm_19"
"52","FC = 0.99, SFT = 0.1","2014-06-27 18:00:00","2014-06-30 06:00:00",78185.5675634864,61,1281.73061579486,"0.99","0.1","storm_20"
"53","FC = 0.99, SFT = 0.1","2014-07-01 05:00:00","2014-07-05 04:00:00",73063.5164255695,96,761.078296099682,"0.99","0.1","storm_21"
"54","FC = 0.99, SFT = 0.1","2014-07-05 17:00:00","2014-07-06 05:00:00",7895.09519165785,13,607.315014742912,"0.99","0.1","storm_22"
"55","FC = 0.99, SFT = 0.1","2014-07-06 08:00:00","2014-07-10 06:00:00",70915.8868663217,95,746.483019645491,"0.99","0.1","storm_23"
"56","FC = 0.99, SFT = 0.1","2014-07-14 22:00:00","2014-07-18 14:00:00",75389.4727497065,89,847.072727524793,"0.99","0.1","storm_24"
"57","FC = 0.99, SFT = 0.1","2014-07-19 06:00:00","2014-07-26 06:00:00",80077.0509372608,130,615.977314902006,"0.99","0.1","storm_25"
"58","FC = 0.99, SFT = 0.1","2014-07-26 15:00:00","2014-07-30 11:00:00",122597.840334014,93,1318.25634767757,"0.99","0.1","storm_26"
"59","FC = 0.99, SFT = 0.1","2014-07-30 16:00:00","2014-08-01 20:00:00",98392.1018747646,53,1856.45475235405,"0.99","0.1","storm_27"
"60","FC = 0.99, SFT = 0.1","2014-08-04 03:00:00","2014-08-10 05:00:00",111350.668185984,147,757.487538680166,"0.99","0.1","storm_28"
"61","FC = 0.99, SFT = 0.1","2014-08-10 17:00:00","2014-08-11 04:00:00",7702.04972124026,12,641.837476770022,"0.99","0.1","storm_29"
"62","FC = 0.99, SFT = 0.1","2014-08-12 14:00:00","2014-08-13 15:00:00",11015.0050495946,26,423.654040369023,"0.99","0.1","storm_30"
"63","FC = 0.99, SFT = 0.1","2014-08-17 01:00:00","2014-08-24 02:00:00",446057.955467506,170,2623.87032627945,"0.99","0.1","storm_31"
"64","FC = 0.99, SFT = 0.1","2014-08-27 04:00:00","2014-08-30 11:00:00",124580.231667259,80,1557.25289584073,"0.99","0.1","storm_32"
"65","FC = 0.99, SFT = 0.1","2014-09-02 21:00:00","2014-09-03 15:00:00",8089.14488818201,19,425.744467799053,"0.99","0.1","storm_33"
"66","FC = 0.99, SFT = 0.1","2014-09-09 13:00:00","2014-09-10 02:00:00",17433.2239869568,14,1245.23028478263,"0.99","0.1","storm_34"
"67","FC = 0.99, SFT = 0.1","2014-09-10 05:00:00","2014-09-15 22:00:00",216871.636651377,138,1571.53359892302,"0.99","0.1","storm_35"
"68","FC = 0.99, SFT = 0.1","2014-09-16 09:00:00","2014-09-17 04:00:00",16741.7033157768,20,837.085165788839,"0.99","0.1","storm_36"
"69","FC = 0.98, SFT = 0.2","2014-02-19 21:00:00","2014-02-20 23:00:00",40819.9465947731,27,1511.84987388049,"0.98","0.2","storm_1"
"70","FC = 0.98, SFT = 0.2","2014-03-07 16:00:00","2014-03-09 02:00:00",128234.301376975,35,3663.83718219929,"0.98","0.2","storm_2"
"71","FC = 0.98, SFT = 0.2","2014-03-14 22:00:00","2014-03-18 01:00:00",227736.967696808,76,2996.53904864221,"0.98","0.2","storm_3"
"72","FC = 0.98, SFT = 0.2","2014-03-24 20:00:00","2014-03-25 23:00:00",24506.1609692559,28,875.220034616281,"0.98","0.2","storm_4"
"73","FC = 0.98, SFT = 0.2","2014-03-26 18:00:00","2014-03-31 21:00:00",628533.917571257,124,5068.82191589724,"0.98","0.2","storm_5"
"74","FC = 0.98, SFT = 0.2","2014-04-04 05:00:00","2014-04-08 12:00:00",741720.685696744,104,7131.929670161,"0.98","0.2","storm_6"
"75","FC = 0.98, SFT = 0.2","2014-04-11 07:00:00","2014-04-14 09:00:00",92447.1726968006,75,1232.62896929067,"0.98","0.2","storm_7"
