id,Datetime,Discharge (ML/d),Turbidity (NTU),Discharge (cms),stormID,stormCount
3859,2020-07-27,20.537,10.3,0.238,251,35
3860,2020-07-28,626.673,50.5,7.253,251,35
3861,2020-07-29,934.938,25.3,10.821,251,35
3862,2020-07-30,453.138,8.2,5.245,251,35
3863,2020-07-31,269.512,6.0,3.119,251,35
3864,2020-08-01,184.038,6.1,2.13,251,35
3865,2020-08-02,139.398,7.3,1.613,251,35
3870,2020-08-07,50.846,3.0,0.588,252,36
3871,2020-08-08,78.646,4.0,0.91,252,36
3872,2020-08-09,328.428,10.2,3.801,252,36
3872,2020-08-09,328.428,10.2,3.801,253,37
3873,2020-08-10,227.351,6.2,2.631,253,37
3874,2020-08-11,879.933,27.4,10.184,253,37
3875,2020-08-12,614.901,8.9,7.117,253,37
3876,2020-08-13,347.959,7.3,4.027,254,38
3877,2020-08-14,431.057,12.2,4.989,254,38
3877,2020-08-14,431.057,12.2,4.989,255,39
3878,2020-08-15,378.926,8.6,4.386,255,39
3879,2020-08-16,829.028,16.6,9.595,255,39
3880,2020-08-17,493.077,8.5,5.707,255,39
3881,2020-08-18,327.635,6.6,3.792,255,39
3883,2020-08-20,227.014,6.9,2.627,256,40
3884,2020-08-21,264.958,7.3,3.067,256,40
3885,2020-08-22,274.936,6.3,3.182,257,41
3886,2020-08-23,292.618,9.0,3.387,257,41
3887,2020-08-24,538.359,10.2,6.231,257,41
3888,2020-08-25,382.064,6.9,4.422,257,41
3889,2020-08-26,260.579,5.6,3.016,257,41
3890,2020-08-27,198.977,5.0,2.303,257,41
3903,2020-09-09,58.276,2.9,0.674,261,42
3904,2020-09-10,76.71,4.2,0.888,261,42
3905,2020-09-11,220.314,5.5,2.55,261,42
3906,2020-09-12,169.577,3.8,1.963,261,42
3914,2020-09-20,41.399,2.4,0.479,262,43
3915,2020-09-21,94.924,5.4,1.099,262,43
3916,2020-09-22,194.926,4.2,2.256,262,43
3917,2020-09-23,185.625,6.2,2.148,262,43
3918,2020-09-24,168.587,3.3,1.951,262,43
3948,2020-10-24,22.002,0.9,0.255,265,44
3949,2020-10-25,37.406,2.4,0.433,265,44
3950,2020-10-26,127.253,5.9,1.473,265,44
3951,2020-10-27,216.748,8.5,2.509,265,44
3952,2020-10-28,165.882,4.9,1.92,265,44
3955,2020-10-31,70.092,1.8,0.811,266,45
3956,2020-11-01,150.525,22.2,1.742,266,45
3957,2020-11-02,186.079,15.5,2.154,266,45
4019,2021-01-03,50.122,2.0,0.58,275,46
4020,2021-01-04,52.172,2.4,0.604,275,46
4021,2021-01-05,231.147,26.4,2.675,275,46
4022,2021-01-06,689.164,34.2,7.976,275,46
4023,2021-01-07,294.816,5.1,3.412,275,46
4024,2021-01-08,148.233,3.4,1.716,275,46
4213,2021-07-16,71.743,1.2,0.83,294,47
4214,2021-07-17,68.483,1.5,0.793,294,47
4215,2021-07-18,134.385,2.8,1.555,294,47
4216,2021-07-19,240.24,7.6,2.781,294,47
4217,2021-07-20,206.172,2.8,2.386,294,47
4218,2021-07-21,136.626,2.2,1.581,294,47
4222,2021-07-25,111.244,1.9,1.288,296,48
4223,2021-07-26,156.05,2.7,1.806,296,48
4224,2021-07-27,196.654,2.7,2.276,296,48
4225,2021-07-28,143.067,2.4,1.656,296,48
4231,2021-08-03,81.68,1.6,0.945,301,49
4232,2021-08-04,115.177,1.9,1.333,301,49
4233,2021-08-05,175.53,2.3,2.032,301,49
4234,2021-08-06,160.345,2.3,1.856,301,49
4252,2021-08-24,106.105,3.2,1.228,306,50
4253,2021-08-25,704.324,74.6,8.152,306,50
4254,2021-08-26,1291.646,21.6,14.95,306,50
4255,2021-08-27,497.968,12.4,5.764,306,50
4256,2021-08-28,322.217,9.5,3.729,306,50
4257,2021-08-29,259.549,8.4,3.004,306,50
4257,2021-08-29,259.549,8.4,3.004,307,51
4264,2021-09-05,159.28,4.0,1.844,308,52
4265,2021-09-06,271.75,6.2,3.145,308,52
4266,2021-09-07,278.709,5.9,3.226,308,52
4288,2021-09-29,32.25,2.5,0.373,314,53
4289,2021-09-30,30.687,2.6,0.355,314,53
4290,2021-10-01,82.523,3.4,0.955,314,53
4291,2021-10-02,257.023,7.1,2.975,314,53
4292,2021-10-03,235.794,5.5,2.729,314,53
4293,2021-10-04,140.478,4.3,1.626,314,53
4294,2021-10-05,88.734,3.8,1.027,314,53
4327,2021-11-07,70.526,2.4,0.816,320,54
4328,2021-11-08,76.839,3.0,0.889,320,54
4329,2021-11-09,442.135,25.7,5.117,320,54
4330,2021-11-10,286.439,5.1,3.315,320,54
4330,2021-11-10,286.439,5.1,3.315,321,55
4331,2021-11-11,171.898,6.4,1.99,321,55
4332,2021-11-12,434.28,14.0,5.026,321,55
4333,2021-11-13,1538.305,275.0,17.804,321,55
4334,2021-11-14,685.333,13.1,7.932,321,55
4335,2021-11-15,407.809,14.2,4.72,321,55
4336,2021-11-16,321.446,12.3,3.72,321,55
4337,2021-11-17,239.219,,2.769,321,55
4338,2021-11-18,167.645,,1.94,321,55
4339,2021-11-19,130.526,,1.511,321,55
4345,2021-11-25,108.591,6.3,1.257,324,56
4346,2021-11-26,123.945,8.1,1.435,324,56
4347,2021-11-27,939.001,25.4,10.868,324,56
4348,2021-11-28,787.81,8.5,9.118,324,56
4349,2021-11-29,451.367,22.3,5.224,324,56
4350,2021-11-30,310.071,5.5,3.589,324,56
4351,2021-12-01,245.986,5.0,2.847,325,57
4352,2021-12-02,235.206,4.6,2.722,325,57
4353,2021-12-03,313.64,5.4,3.63,325,57
4354,2021-12-04,243.133,51.4,2.814,325,57
4357,2021-12-07,105.352,5.5,1.219,326,58
4358,2021-12-08,126.398,4.7,1.463,326,58
4359,2021-12-09,199.864,6.1,2.313,326,58
4360,2021-12-10,476.587,13.7,5.516,326,58
4361,2021-12-11,499.18,11.7,5.778,326,58
4362,2021-12-12,288.714,7.8,3.342,326,58
4363,2021-12-13,192.992,5.3,2.234,326,58
4376,2021-12-26,51.455,1.9,0.596,332,59
4377,2021-12-27,176.507,60.3,2.043,332,59
4378,2021-12-28,224.525,66.0,2.599,332,59
4379,2021-12-29,131.838,12.2,1.526,332,59
4388,2022-01-07,47.214,2.9,0.546,335,60
4389,2022-01-08,325.589,28.7,3.768,335,60
4390,2022-01-09,708.701,20.4,8.203,335,60
4391,2022-01-10,382.668,6.8,4.429,335,60
4391,2022-01-10,382.668,6.8,4.429,336,61
4392,2022-01-11,429.471,10.9,4.971,336,61
4393,2022-01-12,991.387,20.5,11.474,336,61
4394,2022-01-13,556.7,9.6,6.443,336,61
4395,2022-01-14,372.751,3.4,4.314,336,61
4396,2022-01-15,310.216,2.2,3.59,336,61
4397,2022-01-16,236.374,1.7,2.736,336,61
4397,2022-01-16,236.374,1.7,2.736,337,62
4398,2022-01-17,193.318,1.5,2.237,337,62
4399,2022-01-18,160.534,1.1,1.858,338,63
4400,2022-01-19,138.527,0.9,1.603,338,63
4401,2022-01-20,255.957,1.4,2.962,338,63
4402,2022-01-21,281.549,1.8,3.259,338,63
4409,2022-01-28,112.139,1.1,1.298,340,64
4410,2022-01-29,137.533,0.5,1.592,340,64
4411,2022-01-30,611.495,14.6,7.077,340,64
4412,2022-01-31,697.208,12.9,8.07,340,64
4413,2022-02-01,344.298,3.0,3.985,340,64
4414,2022-02-02,235.629,1.3,2.727,341,65
4415,2022-02-03,224.358,0.9,2.597,341,65
4416,2022-02-04,377.952,0.9,4.374,341,65
4417,2022-02-05,235.891,0.6,2.73,341,65
4433,2022-02-21,59.706,0.7,0.691,342,66
4434,2022-02-22,98.633,1.0,1.142,342,66
4435,2022-02-23,386.224,2.3,4.47,342,66
4436,2022-02-24,213.326,0.5,2.469,342,66
4455,2022-03-15,318.703,4.3,3.689,344,67
4458,2022-03-18,240.19,3.8,2.78,345,68
4459,2022-03-19,249.452,3.7,2.887,345,68
4460,2022-03-20,236.698,3.9,2.74,345,68
4468,2022-03-28,150.515,5.4,1.742,347,69
4469,2022-03-29,153.46,5.2,1.776,347,69
4470,2022-03-30,236.638,7.1,2.739,347,69
4471,2022-03-31,301.771,12.8,3.493,347,69
4472,2022-04-01,230.429,7.6,2.667,347,69
4478,2022-04-07,109.027,5.6,1.262,348,70
4479,2022-04-08,112.972,2.1,1.308,348,70
4480,2022-04-09,252.148,9.3,2.918,348,70
4481,2022-04-10,222.361,5.5,2.574,348,70
4481,2022-04-10,222.361,5.5,2.574,349,71
4482,2022-04-11,188.369,3.5,2.18,349,71
4498,2022-04-27,86.465,3.0,1.001,351,72
4499,2022-04-28,111.673,3.5,1.293,351,72
4500,2022-04-29,319.011,13.3,3.692,351,72
4501,2022-04-30,376.784,8.1,4.361,351,72
4501,2022-04-30,376.784,8.1,4.361,352,73
4502,2022-05-01,299.959,7.3,3.472,352,73
4503,2022-05-02,316.723,5.8,3.666,352,73
4504,2022-05-03,217.407,4.1,2.516,352,73
4506,2022-05-05,146.843,3.2,1.7,353,74
4507,2022-05-06,228.636,4.8,2.646,353,74
4508,2022-05-07,261.076,4.3,3.022,353,74
4512,2022-05-11,131.464,3.0,1.522,354,75
4513,2022-05-12,152.63,3.2,1.767,354,75
4514,2022-05-13,355.299,13.2,4.112,354,75
4515,2022-05-14,777.081,16.5,8.994,354,75
4516,2022-05-15,443.663,6.7,5.135,354,75
4517,2022-05-16,321.501,5.5,3.721,354,75
4518,2022-05-17,271.757,4.4,3.145,354,75
4519,2022-05-18,225.303,4.0,2.608,355,76
4520,2022-05-19,197.157,3.6,2.282,355,76
4522,2022-05-21,159.882,3.3,1.85,356,77
4523,2022-05-22,175.382,4.5,2.03,356,77
4531,2022-05-30,130.982,3.9,1.516,357,78
4532,2022-05-31,140.713,4.1,1.629,357,78
4533,2022-06-01,244.377,6.5,2.828,357,78
4534,2022-06-02,333.499,9.0,3.86,357,78
4535,2022-06-03,284.511,6.2,3.293,357,78
4538,2022-06-06,164.696,4.2,1.906,359,79
4539,2022-06-07,143.67,4.4,1.663,359,79
4540,2022-06-08,151.658,4.2,1.755,359,79
4541,2022-06-09,191.96,4.2,2.222,359,79
4572,2022-07-10,423.551,25.5,4.902,360,80
4573,2022-07-11,361.507,24.0,4.184,360,80
4574,2022-07-12,340.845,22.6,3.945,360,80
4575,2022-07-13,315.73,21.4,3.654,360,80
4576,2022-07-14,278.828,20.0,3.227,360,80
4577,2022-07-15,243.687,18.8,2.82,360,80
4579,2022-07-17,196.451,18.0,2.274,361,81
4584,2022-07-22,150.336,14.1,1.74,362,82
4585,2022-07-23,245.686,16.2,2.844,362,82
4586,2022-07-24,241.974,17.0,2.801,362,82
4588,2022-07-26,168.868,13.1,1.954,363,83
4589,2022-07-27,198.416,13.3,2.296,363,83
4590,2022-07-28,241.518,14.0,2.795,363,83
4591,2022-07-29,187.014,11.8,2.165,363,83
4597,2022-08-04,162.013,9.7,1.875,365,84
4598,2022-08-05,550.034,35.8,6.366,365,84
4599,2022-08-06,1495.219,45.2,17.306,365,84
4600,2022-08-07,503.118,49.5,5.823,365,84
4601,2022-08-08,353.786,25.6,4.095,365,84
4602,2022-08-09,297.948,23.2,3.448,365,84
4605,2022-08-12,215.46,13.7,2.494,366,85
4606,2022-08-13,216.738,12.0,2.509,366,85
4607,2022-08-14,421.837,18.1,4.882,366,85
4608,2022-08-15,429.272,15.4,4.968,366,85
4609,2022-08-16,325.2,12.8,3.764,366,85
4610,2022-08-17,289.247,11.3,3.348,366,85
4611,2022-08-18,242.218,10.2,2.803,366,85
4613,2022-08-20,194.633,8.5,2.253,367,86
4614,2022-08-21,206.291,8.4,2.388,367,86
4615,2022-08-22,184.083,8.0,2.131,367,86
4617,2022-08-24,140.915,7.4,1.631,368,87
4618,2022-08-25,198.164,7.7,2.294,368,87
4619,2022-08-26,190.435,7.6,2.204,368,87
4633,2022-09-09,103.654,4.8,1.2,372,88
4634,2022-09-10,147.372,5.7,1.706,372,88
4635,2022-09-11,287.449,8.0,3.327,372,88
4636,2022-09-12,261.831,6.3,3.03,372,88
4639,2022-09-15,107.059,3.8,1.239,373,89
4640,2022-09-16,291.847,19.4,3.378,373,89
4641,2022-09-17,1821.606,25.2,21.083,373,89
4642,2022-09-18,533.471,14.8,6.174,373,89
4643,2022-09-19,352.281,17.6,4.077,373,89
4644,2022-09-20,283.077,16.3,3.276,373,89
4645,2022-09-21,235.232,14.7,2.723,374,90
4646,2022-09-22,208.958,12.6,2.418,374,90
4647,2022-09-23,264.828,12.1,3.065,374,90
4648,2022-09-24,308.603,13.7,3.572,374,90
4649,2022-09-25,431.06,15.9,4.989,374,90
4650,2022-09-26,308.168,11.4,3.567,374,90
4651,2022-09-27,228.045,9.2,2.639,375,91
4652,2022-09-28,230.043,19.4,2.663,375,91
4653,2022-09-29,1581.798,45.2,18.308,375,91
4654,2022-09-30,553.338,25.3,6.404,375,91
4655,2022-10-01,370.628,30.9,4.29,375,91
4656,2022-10-02,312.01,20.6,3.611,375,91
4657,2022-10-03,282.475,17.0,3.269,375,91
4658,2022-10-04,244.694,14.0,2.832,375,91
4659,2022-10-05,209.081,11.7,2.42,376,92
4660,2022-10-06,217.195,11.5,2.514,376,92
4661,2022-10-07,647.32,18.8,7.492,376,92
4662,2022-10-08,575.153,15.9,6.657,376,92
4663,2022-10-09,1168.804,38.3,13.528,376,92
4664,2022-10-10,2653.287,52.4,30.709,376,92
4665,2022-10-11,969.908,41.6,11.226,376,92
4666,2022-10-12,586.841,31.7,6.792,376,92
4667,2022-10-13,471.805,27.3,5.461,376,92
4668,2022-10-14,402.106,25.6,4.654,377,93
4669,2022-10-15,385.086,22.6,4.457,377,93
4670,2022-10-16,358.904,21.1,4.154,377,93
4671,2022-10-17,291.566,17.7,3.375,377,93
4674,2022-10-20,230.461,21.6,2.667,378,94
4675,2022-10-21,242.474,27.9,2.806,378,94
4676,2022-10-22,272.913,18.3,3.159,378,94
4676,2022-10-22,272.913,18.3,3.159,379,95
4677,2022-10-23,252.854,18.1,2.927,379,95
4678,2022-10-24,506.172,85.8,5.858,379,95
4679,2022-10-25,436.916,26.6,5.057,379,95
4680,2022-10-26,626.64,65.9,7.253,379,95
4681,2022-10-27,426.287,29.3,4.934,379,95
4682,2022-10-28,341.194,21.8,3.949,379,95
4683,2022-10-29,306.769,20.6,3.551,379,95
4684,2022-10-30,229.721,26.1,2.659,379,95
4685,2022-10-31,190.312,24.8,2.203,380,96
4686,2022-11-01,222.898,43.1,2.58,380,96
4687,2022-11-02,1172.435,53.6,13.57,380,96
4688,2022-11-03,1100.286,47.2,12.735,380,96
4689,2022-11-04,527.97,38.1,6.111,380,96
4690,2022-11-05,358.727,28.2,4.152,380,96
4690,2022-11-05,358.727,28.2,4.152,381,97
4691,2022-11-06,307.557,30.4,3.56,381,97
4692,2022-11-07,294.32,30.9,3.406,381,97
4693,2022-11-08,260.445,24.6,3.014,381,97
4694,2022-11-09,223.746,24.9,2.59,381,97
4697,2022-11-12,161.398,42.7,1.868,382,98
4698,2022-11-13,165.201,32.4,1.912,382,98
4699,2022-11-14,233.731,71.1,2.705,382,98
4700,2022-11-15,3459.543,678.8,40.041,382,98
4701,2022-11-16,903.79,1425.2,10.461,382,98
4702,2022-11-17,568.218,1492.7,6.577,382,98
4703,2022-11-18,461.376,495.7,5.34,382,98
4705,2022-11-20,355.488,263.5,4.114,383,99
4706,2022-11-21,373.191,238.2,4.319,383,99
4713,2022-11-28,252.771,61.3,2.926,384,100
4719,2022-12-04,221.683,2.0,2.566,385,101
4720,2022-12-05,217.673,1.6,2.519,385,101
4721,2022-12-06,213.238,1.3,2.468,385,101
4865,2023-04-29,34.344,1.2,0.398,397,102
4866,2023-04-30,45.834,2.7,0.53,397,102
4867,2023-05-01,184.62,10.6,2.137,397,102
4868,2023-05-02,119.896,4.9,1.388,397,102
5099,2023-12-19,9.091,1.0,0.105,425,103
5100,2023-12-20,12.066,2.0,0.14,425,103
5101,2023-12-21,699.011,145.4,8.09,425,103
5102,2023-12-22,250.862,11.7,2.903,425,103
5103,2023-12-23,99.251,6.0,1.149,425,103
5114,2024-01-03,17.044,3.7,0.197,426,104
5115,2024-01-04,30.017,5.1,0.347,426,104
5116,2024-01-05,163.912,16.3,1.897,426,104
5117,2024-01-06,309.673,9.2,3.584,426,104
5118,2024-01-07,169.087,4.6,1.957,426,104
5128,2024-01-17,50.028,2.0,0.579,428,105
5129,2024-01-18,194.954,17.7,2.256,428,105
5130,2024-01-19,536.675,26.0,6.212,428,105
5131,2024-01-20,233.786,5.5,2.706,428,105
5132,2024-01-21,122.79,2.5,1.421,428,105
5155,2024-02-13,34.445,0.7,0.399,431,106
5156,2024-02-14,56.882,1.2,0.658,431,106
5157,2024-02-15,185.621,8.8,2.148,431,106
5207,2024-04-05,40.832,0.7,0.473,435,107
5208,2024-04-06,167.862,8.1,1.943,435,107
5209,2024-04-07,1418.674,114.7,16.42,435,107
5210,2024-04-08,477.696,71.0,5.529,435,107
5211,2024-04-09,211.496,82.8,2.448,435,107
5211,2024-04-09,211.496,82.8,2.448,436,108
5212,2024-04-10,143.108,167.5,1.656,436,108
5213,2024-04-11,155.188,194.9,1.796,436,108
5243,2024-05-11,55.041,1.2,0.637,437,109
5244,2024-05-12,68.076,1.6,0.788,437,109
5245,2024-05-13,172.953,7.4,2.002,437,109
5246,2024-05-14,122.945,3.9,1.423,437,109
5269,2024-06-06,55.158,,0.638,439,110
5270,2024-06-07,62.492,,0.723,439,110
5271,2024-06-08,177.881,11.2,2.059,439,110
5272,2024-06-09,186.086,11.9,2.154,439,110
5273,2024-06-10,129.985,5.8,1.504,439,110
