,Est_Tbdt_mix_Precal,Est_Tbdt_mix_Postcal,Est_Tbdt_mix_Fullcal
NSE_prefire,0.003585984140094367,-1.5667478083539486,-0.4955609699831094
NSE_postfire,0.027506800845021995,0.6265354992776205,0.5126298825669686
Pbias_prefire,0.14773269462748817,42.352082355187534,28.10620799939266
Pbias_postfire,-46.63945832368589,-2.816710316040131,-18.44524461917028
