id,Datetime,Discharge (ML/d),Turbidity (NTU),Discharge (cms)
3604,6/07/2024,63.882,1.4,0.739
3605,7/07/2024,64.889,2.1,0.751
3606,8/07/2024,57.397,2,0.664
3607,9/07/2024,55.636,1.6,0.644
3608,10/07/2024,70.852,1.8,0.82
3609,11/07/2024,73.696,1.8,0.853
3610,12/07/2024,68.537,1.3,0.793
3611,13/07/2024,59.098,1.2,0.684
3612,14/07/2024,52.361,1.2,0.606
3613,15/07/2024,49.228,1.2,0.57
3614,16/07/2024,48.096,1,0.557
3615,17/07/2024,56.024,0.9,0.648
3616,18/07/2024,37.557,1,0.435
3617,19/07/2024,43.099,1,0.499
3618,20/07/2024,42.594,1,0.493
3619,21/07/2024,71.246,2,0.825
3620,22/07/2024,40.65,1.4,0.47
3621,23/07/2024,28.103,0.9,0.325
3622,24/07/2024,38.774,0.9,0.449
3623,25/07/2024,41.296,0.7,0.478
3624,26/07/2024,60.694,1.1,0.702
3625,27/07/2024,78.065,7.3,0.904
3626,28/07/2024,164.627,6.5,1.905
3627,29/07/2024,155.926,4,1.805
3628,30/07/2024,100.631,2.7,1.165
3629,31/07/2024,71.254,2.1,0.825
3630,1/08/2024,59.481,1.8,0.688
3631,2/08/2024,51.808,1.5,0.6
3632,3/08/2024,47.713,1.3,0.552
3633,4/08/2024,47.559,1.3,0.55
3634,5/08/2024,49.493,1.1,0.573
3635,6/08/2024,46.986,0.9,0.544
3636,7/08/2024,44.965,0.9,0.52
3637,8/08/2024,45.501,0.8,0.527
3638,9/08/2024,43.379,0.8,0.502
3639,10/08/2024,38.823,0.9,0.449
3640,11/08/2024,36.547,0.9,0.423
3641,12/08/2024,35.151,0.8,0.407
3642,13/08/2024,35.291,0.8,0.408
3643,14/08/2024,38.58,0.8,0.447
3644,15/08/2024,66.213,1.7,0.766
3645,16/08/2024,115.661,2,1.339
3646,17/08/2024,87.998,2,1.018
3647,18/08/2024,71.296,2.4,0.825
3648,19/08/2024,52.994,1.3,0.613
3649,20/08/2024,50.787,1.2,0.588
3650,21/08/2024,49.351,1.3,0.571
3651,22/08/2024,56.892,1.3,0.658
3652,23/08/2024,29.927,1.1,0.346
3653,24/08/2024,30.032,1,0.348
3654,25/08/2024,63.548,2.2,0.736
3655,26/08/2024,29.696,1.3,0.344
3656,27/08/2024,28.917,1.2,0.335
3657,28/08/2024,30.233,1.1,0.35
3658,29/08/2024,56.368,1.4,0.652
3659,30/08/2024,26.05,1.9,0.302
3660,31/08/2024,42.634,1.3,0.493
3661,1/09/2024,26.081,1.2,0.302
3662,2/09/2024,31.384,1.3,0.363
3663,3/09/2024,28.868,1,0.334
3664,4/09/2024,22.05,0.9,0.255
3665,5/09/2024,18.028,0.8,0.209
3666,6/09/2024,19.3,0.9,0.223
3667,7/09/2024,24.45,1,0.283
3668,8/09/2024,22.611,1.4,0.262
3669,9/09/2024,18.857,3,0.218
3670,10/09/2024,17.383,4.8,0.201
3671,11/09/2024,17.452,2.4,0.202
3672,12/09/2024,17.002,0.9,0.197
3673,13/09/2024,19.183,1,0.222
3674,14/09/2024,17.142,1,0.198
3675,15/09/2024,16.791,1.2,0.194
3676,16/09/2024,16.851,1.8,0.195
3677,17/09/2024,16.266,1.7,0.188
3678,18/09/2024,16.388,1.2,0.19
3679,19/09/2024,15.454,1,0.179
3680,20/09/2024,19.125,1.2,0.221
3681,21/09/2024,16.782,1.2,0.194
3682,22/09/2024,14.434,1.4,0.167
3683,23/09/2024,14.807,1.3,0.171
