id,Datetime,Discharge (ML/d),Turbidity (NTU),Discharge (cms)
2963,29/08/2022,125.311,6.8,1.45
2964,30/08/2022,116.354,6.3,1.347
2965,31/08/2022,141.782,6.7,1.641
2966,1/09/2022,105.653,6.3,1.223
2967,2/09/2022,114.162,5.9,1.321
2968,3/09/2022,102.277,5.7,1.184
2969,4/09/2022,106.109,5.7,1.228
2970,5/09/2022,146.642,6,1.697
2971,6/09/2022,144.931,6.1,1.677
2972,7/09/2022,123.542,5.4,1.43
2973,8/09/2022,114.97,5,1.331
2974,9/09/2022,103.654,4.8,1.2
2975,10/09/2022,147.372,5.7,1.706
2976,11/09/2022,287.449,8,3.327
2977,12/09/2022,261.831,6.3,3.03
2978,13/09/2022,170.142,5,1.969
2979,14/09/2022,127.422,4.3,1.475
2980,15/09/2022,107.059,3.8,1.239
2981,16/09/2022,291.847,19.4,3.378
2982,17/09/2022,1821.606,25.2,21.083
2983,18/09/2022,533.471,14.8,6.174
2984,19/09/2022,352.281,17.6,4.077
2985,20/09/2022,283.077,16.3,3.276
2986,21/09/2022,235.232,14.7,2.723
2987,22/09/2022,208.958,12.6,2.418
2988,23/09/2022,264.828,12.1,3.065
2989,24/09/2022,308.603,13.7,3.572
2990,25/09/2022,431.06,15.9,4.989
2991,26/09/2022,308.168,11.4,3.567
2992,27/09/2022,228.045,9.2,2.639
2993,28/09/2022,230.043,19.4,2.663
2994,29/09/2022,1581.798,45.2,18.308
2995,30/09/2022,553.338,25.3,6.404
2996,1/10/2022,370.628,30.9,4.29
2997,2/10/2022,312.01,20.6,3.611
2998,3/10/2022,282.475,17,3.269
2999,4/10/2022,244.694,14,2.832
3000,5/10/2022,209.081,11.7,2.42
3001,6/10/2022,217.195,11.5,2.514
3002,7/10/2022,647.32,18.8,7.492
3003,8/10/2022,575.153,15.9,6.657
3004,9/10/2022,1168.804,38.3,13.528
3005,10/10/2022,2653.287,52.4,30.709
3006,11/10/2022,969.908,41.6,11.226
3007,12/10/2022,586.841,31.7,6.792
3008,13/10/2022,471.805,27.3,5.461
3009,14/10/2022,402.106,25.6,4.654
3010,15/10/2022,385.086,22.6,4.457
3011,16/10/2022,358.904,21.1,4.154
3012,17/10/2022,291.566,17.7,3.375
3013,18/10/2022,257.634,18.5,2.982
3014,19/10/2022,240.423,17.9,2.783
3015,20/10/2022,230.461,21.6,2.667
3016,21/10/2022,242.474,27.9,2.806
3017,22/10/2022,272.913,18.3,3.159
3018,23/10/2022,252.854,18.1,2.927
3019,24/10/2022,506.172,85.8,5.858
3020,25/10/2022,436.916,26.6,5.057
3021,26/10/2022,626.64,65.9,7.253
3022,27/10/2022,426.287,29.3,4.934
3023,28/10/2022,341.194,21.8,3.949
3024,29/10/2022,306.769,20.6,3.551
3025,30/10/2022,229.721,26.1,2.659
3026,31/10/2022,190.312,24.8,2.203
3027,1/11/2022,222.898,43.1,2.58
3028,2/11/2022,1172.435,53.6,13.57
3029,3/11/2022,1100.286,47.2,12.735
3030,4/11/2022,527.97,38.1,6.111
3031,5/11/2022,358.727,28.2,4.152
3032,6/11/2022,307.557,30.4,3.56
3033,7/11/2022,294.32,30.9,3.406
3034,8/11/2022,260.445,24.6,3.014
3035,9/11/2022,223.746,24.9,2.59
3036,10/11/2022,195.607,24.2,2.264
3037,11/11/2022,175.875,29.1,2.036
3038,12/11/2022,161.398,42.7,1.868
3039,13/11/2022,165.201,32.4,1.912
3040,14/11/2022,233.731,71.1,2.705
3041,15/11/2022,3459.543,678.8,40.041
3042,16/11/2022,903.79,1425.2,10.461
3043,17/11/2022,568.218,1492.7,6.577
3044,18/11/2022,461.376,495.7,5.34
3045,19/11/2022,389.407,288.8,4.507
3046,20/11/2022,355.488,263.5,4.114
3047,21/11/2022,373.191,238.2,4.319
3048,22/11/2022,334.065,213,3.866
3049,23/11/2022,303.637,187.7,3.514
3050,24/11/2022,289.692,162.4,3.353
3051,25/11/2022,277.592,137.1,3.213
3052,26/11/2022,262.45,111.9,3.038
3053,27/11/2022,247.706,86.6,2.867
3054,28/11/2022,252.771,61.3,2.926
3055,29/11/2022,264.756,30.7,3.064
3056,30/11/2022,245.702,13.8,2.844
3057,1/12/2022,222.897,2.3,2.58
3058,2/12/2022,216.445,1.9,2.505
3059,3/12/2022,222.407,1.9,2.574
3060,4/12/2022,221.683,2,2.566
3061,5/12/2022,217.673,1.6,2.519
3062,6/12/2022,213.238,1.3,2.468
3063,7/12/2022,157.314,1.2,1.821
3064,8/12/2022,93.951,1.2,1.087
3065,9/12/2022,79.386,0.9,0.919
3066,10/12/2022,69.192,0.8,0.801
3067,11/12/2022,66.99,1,0.775
3068,12/12/2022,69.253,1,0.802
3069,13/12/2022,96.694,1.5,1.119
3070,14/12/2022,69.897,1.3,0.809
3071,15/12/2022,79.293,0.9,0.918
3072,16/12/2022,67.255,0.6,0.778
3073,17/12/2022,66.556,0.5,0.77
3074,18/12/2022,61.468,0.7,0.711
3075,19/12/2022,56.466,0.6,0.654
3076,20/12/2022,54.537,0.5,0.631
3077,21/12/2022,53.828,0.5,0.623
3078,22/12/2022,52.015,0.4,0.602
3079,23/12/2022,53.914,0.5,0.624
3080,24/12/2022,65.005,0.7,0.752
3081,25/12/2022,60.747,0.3,0.703
3082,26/12/2022,57.497,0.5,0.665
3083,27/12/2022,56.019,0.5,0.648
3084,28/12/2022,46.521,0.7,0.538
3085,29/12/2022,41.269,0.5,0.478
3086,30/12/2022,39.098,0.4,0.453
3087,31/12/2022,49.495,0.6,0.573
3088,1/01/2023,50.739,0.8,0.587
3089,2/01/2023,55.225,0.5,0.639
3090,3/01/2023,74.702,0.7,0.865
3091,4/01/2023,73.307,0.5,0.848
3092,5/01/2023,96.806,18.5,1.12
3093,6/01/2023,112.732,3.8,1.305
3094,7/01/2023,76.4,2.2,0.884
3095,8/01/2023,75.715,2.2,0.876
3096,9/01/2023,68.979,1.1,0.798
3097,10/01/2023,59.341,0.7,0.687
3098,11/01/2023,51.796,0.4,0.599
3099,12/01/2023,40.297,0.9,0.466
3100,13/01/2023,36.448,1.5,0.422
3101,14/01/2023,36.69,1.6,0.425
3102,15/01/2023,36.698,1.7,0.425
3103,16/01/2023,37.51,2,0.434
3104,17/01/2023,77.24,21,0.894
3105,18/01/2023,47.114,25.7,0.545
3106,19/01/2023,42.302,7.6,0.49
3107,20/01/2023,79.785,4.8,0.923
3108,21/01/2023,101.811,5.9,1.178
3109,22/01/2023,78.045,4.6,0.903
3110,23/01/2023,64.376,3.3,0.745
3111,24/01/2023,61.041,2.9,0.706
3112,25/01/2023,63.777,2.5,0.738
3113,26/01/2023,56.667,2.3,0.656
3114,27/01/2023,52.606,2.7,0.609
3115,28/01/2023,151.276,10.7,1.751
3116,29/01/2023,88.374,4.4,1.023
3117,30/01/2023,58.414,3.1,0.676
3118,31/01/2023,72.112,2.8,0.835
3119,1/02/2023,90.614,2.9,1.049
3120,2/02/2023,74.167,2.2,0.858
3121,3/02/2023,68.206,1.9,0.789
3122,4/02/2023,42.243,1.8,0.489
3123,5/02/2023,22.565,2.2,0.261
3124,6/02/2023,14.995,2.2,0.174
3125,7/02/2023,11.347,2.4,0.131
3126,8/02/2023,12.27,2.6,0.142
3127,9/02/2023,11.873,2.2,0.137
3128,10/02/2023,12.291,2.6,0.142
3129,11/02/2023,24.182,2.6,0.28
3130,12/02/2023,26.49,2.8,0.307
3131,13/02/2023,16.496,2.3,0.191
3132,14/02/2023,11.107,2.5,0.129
3133,15/02/2023,10.973,2.7,0.127
3134,16/02/2023,11.552,2.9,0.134
3135,17/02/2023,11.889,2.5,0.138
3136,18/02/2023,11.277,1.7,0.131
3137,19/02/2023,11.915,2,0.138
3138,20/02/2023,24.808,2,0.287
3139,21/02/2023,19.875,1.7,0.23
3140,22/02/2023,16.037,1.8,0.186
3141,23/02/2023,14.293,2,0.165
3142,24/02/2023,13.4,1.9,0.155
3143,25/02/2023,13.958,1.9,0.162
3144,26/02/2023,13.663,2.2,0.158
3145,27/02/2023,15.698,2.1,0.182
3146,28/02/2023,16.593,1.9,0.192
3147,1/03/2023,12.699,1.7,0.147
3148,2/03/2023,11.986,1.8,0.139
3149,3/03/2023,9.356,1.8,0.108
3150,4/03/2023,8.849,2,0.102
3151,5/03/2023,8.859,2.1,0.103
3152,6/03/2023,9.168,2.1,0.106
3153,7/03/2023,42.641,2.7,0.494
3154,8/03/2023,12.186,1.9,0.141
3155,9/03/2023,10.626,1.8,0.123
3156,10/03/2023,8.592,1.7,0.099
3157,11/03/2023,7.943,1.9,0.092
3158,12/03/2023,8.031,2.6,0.093
3159,13/03/2023,8.338,2.4,0.097
3160,14/03/2023,8.485,2.3,0.098
3161,15/03/2023,9.366,2.2,0.108
3162,16/03/2023,9.152,1.7,0.106
3163,17/03/2023,8.68,0.9,0.1
3164,18/03/2023,8.952,1.3,0.104
3165,19/03/2023,8.048,1.4,0.093
3166,20/03/2023,8.125,1.3,0.094
3167,21/03/2023,7.569,1.2,0.088
3168,22/03/2023,7.858,1.2,0.091
3169,23/03/2023,8.591,1.2,0.099
3170,24/03/2023,10.831,2.7,0.125
3171,25/03/2023,11.624,2.3,0.135
3172,26/03/2023,9.715,1.6,0.112
3173,27/03/2023,9.954,1.8,0.115
3174,28/03/2023,37.929,2.9,0.439
3175,29/03/2023,80.137,3.1,0.928
3176,30/03/2023,129.304,4.2,1.497
3177,31/03/2023,85.698,2.4,0.992
3178,1/04/2023,49.966,1.6,0.578
3179,2/04/2023,29.211,1.7,0.338
3180,3/04/2023,40.442,1.6,0.468
3181,4/04/2023,30.12,1.3,0.349
3182,5/04/2023,20.486,1.2,0.237
3183,6/04/2023,16.904,1,0.196
3184,7/04/2023,16.8,1,0.194
3185,8/04/2023,28.989,1.3,0.336
3186,9/04/2023,34.127,1.5,0.395
3187,10/04/2023,25.513,1.3,0.295
3188,11/04/2023,20.771,1.1,0.24
3189,12/04/2023,20.751,1,0.24
3190,13/04/2023,29.232,1,0.338
3191,14/04/2023,25.038,1,0.29
3192,15/04/2023,37.104,0.9,0.429
3193,16/04/2023,37.818,1.2,0.438
3194,17/04/2023,45.428,1.5,0.526
3195,18/04/2023,13.528,1,0.157
3196,19/04/2023,22.067,0.9,0.255
3197,20/04/2023,23.517,0.9,0.272
3198,21/04/2023,25.642,0.9,0.297
3199,22/04/2023,28.465,1,0.329
3200,23/04/2023,25.39,1.3,0.294
3201,24/04/2023,27.01,1.9,0.313
3202,25/04/2023,29.14,1,0.337
3203,26/04/2023,27.459,1.1,0.318
3204,27/04/2023,26.672,1,0.309
3205,28/04/2023,25.647,1.1,0.297
3206,29/04/2023,34.344,1.2,0.398
3207,30/04/2023,45.834,2.7,0.53
3208,1/05/2023,184.62,10.6,2.137
3209,2/05/2023,119.896,4.9,1.388
3210,3/05/2023,74.875,2.6,0.867
3211,4/05/2023,79.84,2.1,0.924
3212,5/05/2023,43.95,1.8,0.509
3213,6/05/2023,70.76,1.9,0.819
3214,7/05/2023,69.098,2.1,0.8
3215,8/05/2023,69.327,2.3,0.802
3216,9/05/2023,66.657,2.1,0.771
3217,10/05/2023,66.353,1.7,0.768
3218,11/05/2023,69.552,1.1,0.805
3219,12/05/2023,75.2,0.8,0.87
3220,13/05/2023,72.554,0.9,0.84
3221,14/05/2023,69.507,1,0.804
3222,15/05/2023,70.548,1,0.817
3223,16/05/2023,46.417,1,0.537
3224,17/05/2023,31.54,1.2,0.365
3225,20/05/2023,33.146,1.2,0.384
3226,21/05/2023,34.669,1.3,0.401
3227,22/05/2023,36.564,1.5,0.423
3228,23/05/2023,20.709,1.3,0.24
3229,24/05/2023,27.949,1.2,0.323
3230,25/05/2023,26.357,1.2,0.305
3231,26/05/2023,44.034,1.4,0.51
3232,27/05/2023,20.277,1.4,0.235
3233,28/05/2023,10.853,1.4,0.126
3234,29/05/2023,14.518,1.4,0.168
3235,30/05/2023,17.921,1.3,0.207
3236,31/05/2023,14.368,1.3,0.166
3237,1/06/2023,14.517,1.2,0.168
3238,2/06/2023,20.129,1.1,0.233
3239,3/06/2023,14.092,1.1,0.163
3240,4/06/2023,13.956,1.5,0.162
3241,5/06/2023,21.805,1.5,0.252
3242,6/06/2023,17.39,1.2,0.201
3243,7/06/2023,16.374,1.2,0.19
3244,8/06/2023,16.04,1.3,0.186
3245,9/06/2023,23.324,1.6,0.27
3246,10/06/2023,17.998,1.5,0.208
3247,11/06/2023,13.502,1.6,0.156
3248,12/06/2023,12.223,1.8,0.141
3249,13/06/2023,16.901,1.6,0.196
3250,14/06/2023,24.436,1.7,0.283
3251,15/06/2023,16.651,1.5,0.193
3252,16/06/2023,13.911,1.4,0.161
3253,17/06/2023,12.398,1.4,0.143
3254,18/06/2023,13.527,1.7,0.157
3255,19/06/2023,26.435,1.8,0.306
3256,20/06/2023,12.83,1.6,0.148
3257,21/06/2023,15.118,1.6,0.175
3258,22/06/2023,9.774,1.6,0.113
3259,23/06/2023,11.2,1.6,0.13
3260,24/06/2023,67.571,3,0.782
3261,25/06/2023,52.412,2.3,0.607
3262,26/06/2023,47.207,2,0.546
3263,27/06/2023,39.159,1.8,0.453
3264,28/06/2023,29.93,1.7,0.346
3265,29/06/2023,39.656,1.7,0.459
3266,30/06/2023,50.223,1.7,0.581
3267,1/07/2023,48.346,1.7,0.56
3268,2/07/2023,53.263,1.7,0.616
3269,3/07/2023,60.852,1.8,0.704
3270,4/07/2023,64.029,1.8,0.741
3271,5/07/2023,70.059,2,0.811
3272,6/07/2023,85.043,2.2,0.984
3273,7/07/2023,61.67,1.8,0.714
3274,8/07/2023,67.465,1.7,0.781
3275,9/07/2023,80.407,2.1,0.931
3276,10/07/2023,50.089,2.1,0.58
3277,11/07/2023,37.466,1.8,0.434
3278,12/07/2023,32.887,1.7,0.381
3279,13/07/2023,29.899,1.8,0.346
3280,14/07/2023,24.886,2.1,0.288
3281,15/07/2023,26.557,2.7,0.307
3282,16/07/2023,36.493,2.2,0.422
3283,17/07/2023,21.115,2,0.244
3284,18/07/2023,12.638,2,0.146
3285,19/07/2023,28.135,2.6,0.326
3286,20/07/2023,17.855,2,0.207
3287,21/07/2023,18.261,2.6,0.211
3288,22/07/2023,19.832,1.8,0.23
3289,23/07/2023,12.39,1.9,0.143
3290,24/07/2023,14.083,2,0.163
3291,25/07/2023,14.269,1.7,0.165
3292,26/07/2023,19.836,1.7,0.23
3293,27/07/2023,35.898,2.2,0.415
3294,28/07/2023,24.535,2.2,0.284
3295,29/07/2023,31.128,2.1,0.36
3296,30/07/2023,14.595,1.7,0.169
3297,31/07/2023,21.075,2.1,0.244
3298,1/08/2023,15.551,1.7,0.18
3299,2/08/2023,11.276,2.1,0.131
3300,3/08/2023,11.884,2.3,0.138
3301,4/08/2023,14.149,2.1,0.164
3302,5/08/2023,15.797,2.6,0.183
3303,6/08/2023,14.857,2,0.172
3304,7/08/2023,13.375,1.9,0.155
3305,8/08/2023,14.199,1.9,0.164
3306,9/08/2023,13.929,2,0.161
3307,10/08/2023,13.271,1.8,0.154
3308,11/08/2023,44.824,3.2,0.519
3309,12/08/2023,15.095,2.3,0.175
3310,13/08/2023,10.899,3.1,0.126
3311,14/08/2023,12.885,2.7,0.149
3312,15/08/2023,62.042,4.4,0.718
3313,16/08/2023,73.09,3.1,0.846
3314,17/08/2023,64.326,2.6,0.745
3315,18/08/2023,67.888,2.9,0.786
3316,19/08/2023,86.121,3.6,0.997
3317,20/08/2023,78.706,3.8,0.911
3318,21/08/2023,82.65,3.1,0.957
3319,22/08/2023,76.401,2.7,0.884
3320,23/08/2023,78.485,2.7,0.908
3321,24/08/2023,63.492,2.5,0.735
3322,25/08/2023,69.189,2.5,0.801
3323,26/08/2023,67.015,2.4,0.776
3324,27/08/2023,65.272,2.8,0.755
3325,28/08/2023,56.704,2.8,0.656
3326,29/08/2023,53.789,2.6,0.623
3327,30/08/2023,61.305,2.7,0.71
3328,31/08/2023,68.905,3.3,0.798
3329,1/09/2023,62.517,3,0.724
3330,2/09/2023,57.273,2.7,0.663
3331,3/09/2023,50.21,2.8,0.581
3332,4/09/2023,48.488,3,0.561
3333,5/09/2023,51.907,2.8,0.601
3334,6/09/2023,48.07,2.9,0.556
3335,7/09/2023,43.179,2.9,0.5
3336,8/09/2023,54.889,3.2,0.635
3337,9/09/2023,75.126,4.4,0.87
3338,10/09/2023,44.114,3.5,0.511
3339,11/09/2023,54.278,3,0.628
3340,12/09/2023,52.903,2.8,0.612
3341,13/09/2023,49.021,2.7,0.567
3342,14/09/2023,46.011,2.2,0.533
3343,15/09/2023,42.011,1.6,0.486
3344,16/09/2023,40.151,1.6,0.465
3345,17/09/2023,45.496,1.8,0.527
3346,18/09/2023,38.463,1.6,0.445
3347,19/09/2023,44.129,1.6,0.511
3348,20/09/2023,48.269,2,0.559
3349,21/09/2023,63.641,114.6,0.737
3350,22/09/2023,19.277,3.1,0.223
3351,23/09/2023,22.776,1.5,0.264
3352,24/09/2023,35.279,1.6,0.408
3353,25/09/2023,38.997,1.6,0.451
3354,26/09/2023,39.007,1.5,0.451
3355,27/09/2023,39.33,1.6,0.455
3356,28/09/2023,42.263,1.4,0.489
3357,29/09/2023,35.954,1.5,0.416
3358,30/09/2023,36.569,1.7,0.423
3359,1/10/2023,34.843,1.9,0.403
3360,2/10/2023,56.634,2.5,0.655
3361,3/10/2023,20.746,1.6,0.24
3362,4/10/2023,59.897,2.1,0.693
3363,5/10/2023,40.396,2.5,0.468
3364,6/10/2023,118.244,4.1,1.369
3365,7/10/2023,75.996,2.4,0.88
3366,8/10/2023,62.29,2.1,0.721
3367,9/10/2023,51.85,1.9,0.6
3368,10/10/2023,46.453,1.5,0.538
3369,11/10/2023,44.6,1.5,0.516
3370,12/10/2023,44.422,1.3,0.514
3371,13/10/2023,66.505,1.9,0.77
3372,14/10/2023,23.653,1.4,0.274
3373,15/10/2023,40.108,1.7,0.464
3374,16/10/2023,48.26,1.6,0.559
3375,17/10/2023,47.26,1.3,0.547
3376,18/10/2023,39.641,1.4,0.459
3377,19/10/2023,47.23,1.3,0.547
3378,20/10/2023,47.204,1.1,0.546
3379,21/10/2023,46.022,1.1,0.533
3380,22/10/2023,47.788,1.2,0.553
3381,23/10/2023,45.96,1.3,0.532
3382,24/10/2023,39.533,1.2,0.458
3383,25/10/2023,45.426,1.2,0.526
3384,26/10/2023,37.621,1.1,0.435
3385,27/10/2023,25.049,1.1,0.29
3386,28/10/2023,23.785,1.2,0.275
3387,29/10/2023,23.292,1.3,0.27
3388,30/10/2023,23.761,1.3,0.275
3389,31/10/2023,43.551,1.5,0.504
3390,1/11/2023,19.059,1.2,0.221
3391,2/11/2023,12.268,1,0.142
3392,3/11/2023,63.118,1.6,0.731
3393,4/11/2023,121.395,1.9,1.405
3394,5/11/2023,129.401,2.1,1.498
3395,6/11/2023,132.244,2,1.531
3396,7/11/2023,128.989,1.7,1.493
3397,8/11/2023,126.962,1.7,1.469
3398,9/11/2023,127.046,1.4,1.47
3399,10/11/2023,132.356,1.6,1.532
3400,11/11/2023,128.114,1.3,1.483
3401,12/11/2023,125.641,1.4,1.454
3402,13/11/2023,124.262,1.5,1.438
3403,14/11/2023,114.687,1,1.327
3404,15/11/2023,119.221,1,1.38
3405,16/11/2023,119.929,1.3,1.388
3406,17/11/2023,53.305,0.9,0.617
3407,18/11/2023,24.563,0.9,0.284
3408,19/11/2023,19.898,1.2,0.23
3409,20/11/2023,21.373,1.7,0.247
3410,21/11/2023,19.821,1.9,0.229
3411,22/11/2023,17.659,1.5,0.204
3412,23/11/2023,20.186,2.1,0.234
3413,24/11/2023,33.197,1.2,0.384
3414,25/11/2023,26.317,1,0.305
3415,26/11/2023,113.798,7.1,1.317
3416,27/11/2023,122.804,5.7,1.421
3417,28/11/2023,55.545,2.4,0.643
3418,29/11/2023,41.541,1.3,0.481
3419,30/11/2023,85.377,3.9,0.988
3420,1/12/2023,99.648,5.4,1.153
3421,2/12/2023,69.083,1.9,0.8
3422,3/12/2023,140.21,4.3,1.623
3423,4/12/2023,119.988,1.9,1.389
3424,5/12/2023,63.114,2,0.73
3425,6/12/2023,43.035,0.9,0.498
3426,7/12/2023,33.496,0.9,0.388
3427,8/12/2023,25.829,0.9,0.299
3428,9/12/2023,24.101,0.9,0.279
3429,10/12/2023,23.613,1,0.273
3430,11/12/2023,15.929,1.1,0.184
3431,12/12/2023,10.419,0.9,0.121
3432,13/12/2023,10.046,1,0.116
3433,14/12/2023,9.772,1.2,0.113
3434,15/12/2023,21.928,1.2,0.254
3435,16/12/2023,15.255,1,0.177
3436,17/12/2023,10.875,1,0.126
3437,18/12/2023,10.382,1.1,0.12
3438,19/12/2023,9.091,1,0.105
3439,20/12/2023,12.066,2,0.14
3440,21/12/2023,699.011,145.4,8.09
3441,22/12/2023,250.862,11.7,2.903
3442,23/12/2023,99.251,6,1.149
3443,24/12/2023,55.743,4.3,0.645
3444,25/12/2023,44.353,4.5,0.513
3445,26/12/2023,39.859,4.1,0.461
3446,27/12/2023,50.073,3.1,0.58
3447,28/12/2023,32.128,2.8,0.372
3448,29/12/2023,23.291,2.4,0.27
3449,30/12/2023,19.816,2.8,0.229
3450,31/12/2023,17.962,2.8,0.208
3451,1/01/2024,16.794,2.5,0.194
3452,2/01/2024,16.032,2.5,0.186
3453,3/01/2024,17.044,3.7,0.197
3454,4/01/2024,30.017,5.1,0.347
3455,5/01/2024,163.912,16.3,1.897
3456,6/01/2024,309.673,9.2,3.584
3457,7/01/2024,169.087,4.6,1.957
3458,8/01/2024,83.528,3.5,0.967
3459,9/01/2024,71.368,3.4,0.826
3460,10/01/2024,67.585,5,0.782
3461,11/01/2024,61.063,2.7,0.707
3462,12/01/2024,54.933,2.4,0.636
3463,13/01/2024,57.177,2.7,0.662
3464,14/01/2024,49.816,2.7,0.577
3465,15/01/2024,38.505,2,0.446
3466,16/01/2024,47.469,1.7,0.549
3467,17/01/2024,50.028,2,0.579
3468,18/01/2024,194.954,17.7,2.256
3469,19/01/2024,536.675,26,6.212
3470,20/01/2024,233.786,5.5,2.706
3471,21/01/2024,122.79,2.5,1.421
3472,22/01/2024,87.896,1.8,1.017
3473,23/01/2024,56.406,1.3,0.653
3474,24/01/2024,49.229,2.8,0.57
3475,25/01/2024,45.503,1,0.527
3476,26/01/2024,42.992,1,0.498
3477,27/01/2024,63.233,3.1,0.732
3478,28/01/2024,25.03,1,0.29
3479,29/01/2024,20.651,1.2,0.239
3480,30/01/2024,31.179,0.9,0.361
3481,31/01/2024,28.737,0.6,0.333
3482,1/02/2024,30.792,0.5,0.356
3483,2/02/2024,32.845,0.7,0.38
3484,3/02/2024,26.763,0.9,0.31
3485,4/02/2024,24.99,0.8,0.289
3486,5/02/2024,30.18,0.8,0.349
3487,6/02/2024,23.955,4.6,0.277
3488,7/02/2024,130.84,11.9,1.514
3489,8/02/2024,113.503,7,1.314
3490,9/02/2024,65.075,1.3,0.753
3491,10/02/2024,46.281,1.1,0.536
3492,11/02/2024,38.395,1,0.444
3493,12/02/2024,33.164,1.4,0.384
3494,13/02/2024,34.445,0.7,0.399
3495,14/02/2024,56.882,1.2,0.658
3496,15/02/2024,185.621,8.8,2.148
3497,29/02/2024,52.99,0.8,0.613
3498,1/03/2024,59.512,0.8,0.689
3499,2/03/2024,60.897,0.8,0.705
3500,3/03/2024,60.273,0.9,0.698
3501,4/03/2024,42.329,0.7,0.49
3502,5/03/2024,24.33,0.7,0.282
3503,6/03/2024,22.976,0.6,0.266
3504,7/03/2024,24.18,0.6,0.28
3505,8/03/2024,28.599,1,0.331
3506,9/03/2024,38.668,0.6,0.448
3507,10/03/2024,28.716,0.5,0.332
3508,11/03/2024,24.152,0.4,0.28
3509,12/03/2024,23.8,0.3,0.275
3510,13/03/2024,21.194,0.4,0.245
3511,14/03/2024,22.481,0.3,0.26
3512,15/03/2024,23.404,0.1,0.271
3513,16/03/2024,24,0.2,0.278
3514,17/03/2024,23.171,0.2,0.268
3515,18/03/2024,38.488,0.8,0.445
3516,19/03/2024,59.012,1.1,0.683
3517,20/03/2024,69.274,0.9,0.802
3518,21/03/2024,44.617,0.5,0.516
3519,22/03/2024,36.503,0.5,0.422
3520,23/03/2024,34.487,0.6,0.399
3521,24/03/2024,30.793,0.6,0.356
3522,25/03/2024,35.167,0.6,0.407
3523,26/03/2024,29.242,0.4,0.338
3524,27/03/2024,25.263,0.4,0.292
3525,28/03/2024,25.038,0.3,0.29
3526,29/03/2024,24.9,0.4,0.288
3527,30/03/2024,24.404,0.6,0.282
3528,31/03/2024,23.976,0.6,0.278
3529,1/04/2024,41.304,0.5,0.478
3530,2/04/2024,44.124,0.5,0.511
3531,3/04/2024,51.614,1,0.597
3532,4/04/2024,41.309,0.8,0.478
3533,5/04/2024,40.832,0.7,0.473
3534,6/04/2024,167.862,8.1,1.943
3535,7/04/2024,1418.674,114.7,16.42
3536,8/04/2024,477.696,71,5.529
3537,9/04/2024,211.496,82.8,2.448
3538,10/04/2024,143.108,167.5,1.656
3539,11/04/2024,155.188,194.9,1.796
3540,12/04/2024,112.141,93.6,1.298
3541,13/04/2024,93.905,53.5,1.087
3542,14/04/2024,78.302,38.1,0.906
3543,15/04/2024,67.986,35.3,0.787
3544,16/04/2024,59.547,42,0.689
3545,17/04/2024,53.482,48.3,0.619
3546,18/04/2024,52.027,46.1,0.602
3547,19/04/2024,50.681,47.2,0.587
3548,20/04/2024,46.839,56.7,0.542
3549,21/04/2024,50.62,62.7,0.586
3550,22/04/2024,50.613,72.7,0.586
3551,23/04/2024,48.329,73.6,0.559
3552,24/04/2024,48.565,54.9,0.562
3553,25/04/2024,47.046,53.7,0.545
3554,11/05/2024,55.041,1.2,0.637
3555,12/05/2024,68.076,1.6,0.788
3556,13/05/2024,172.953,7.4,2.002
3557,14/05/2024,122.945,3.9,1.423
3558,15/05/2024,93.063,2.7,1.077
3559,16/05/2024,72.955,2.3,0.844
3560,17/05/2024,61.066,1.8,0.707
3561,18/05/2024,56.444,1.6,0.653
3562,19/05/2024,51.333,2,0.594
3563,20/05/2024,47.146,1.7,0.546
3564,21/05/2024,45.977,1.3,0.532
3565,22/05/2024,44.706,1.2,0.517
3566,23/05/2024,44.148,1,0.511
3567,24/05/2024,43.332,0.6,0.502
3568,25/05/2024,42.423,0.6,0.491
3569,26/05/2024,41.686,0.7,0.482
3570,27/05/2024,39.273,0.9,0.455
3571,28/05/2024,38.719,0.6,0.448
3572,29/05/2024,37.096,0.6,0.429
3573,30/05/2024,38.189,0.6,0.442
3574,31/05/2024,44.077,0.7,0.51
3575,1/06/2024,71.328,1.4,0.826
3576,8/06/2024,177.881,11.2,2.059
3577,9/06/2024,186.086,11.9,2.154
3578,10/06/2024,129.985,5.8,1.504
3579,11/06/2024,93.212,3.7,1.079
3580,12/06/2024,76.667,2.6,0.887
3581,13/06/2024,67.769,2,0.784
3582,14/06/2024,52.364,1.8,0.606
3583,15/06/2024,53.926,1.5,0.624
3584,16/06/2024,72.764,2.6,0.842
3585,17/06/2024,84.317,2.3,0.976
3586,18/06/2024,71.026,2.2,0.822
3587,19/06/2024,61.908,1.8,0.717
3588,20/06/2024,54.748,1.5,0.634
3589,21/06/2024,52.089,1.3,0.603
3590,22/06/2024,49.461,1.1,0.572
3591,23/06/2024,47.711,1.1,0.552
3592,24/06/2024,47.077,1.1,0.545
3593,25/06/2024,47.016,1,0.544
3594,26/06/2024,52.352,1,0.606
3595,27/06/2024,48.067,1.1,0.556
3596,28/06/2024,35.632,0.9,0.412
3597,29/06/2024,40.72,0.8,0.471
3598,30/06/2024,53.888,0.9,0.624
3599,1/07/2024,92.484,4,1.07
3600,2/07/2024,108.501,4,1.256
3601,3/07/2024,84.733,2.1,0.981
3602,4/07/2024,69.692,1.6,0.807
3603,5/07/2024,61.489,1.3,0.712
