id,Datetime,Rainfall (mm),Discharge (ML/d),Turbidity (NTU),Discharge (cms)
2694,19/10/2023,0,10.037,3.6,0.116
2695,20/10/2023,0,9.164,2.8,0.106
2696,21/10/2023,0,8.485,2.6,0.098
2697,22/10/2023,0,8.062,3,0.093
2698,23/10/2023,0,7.708,2.6,0.089
2699,24/10/2023,0,7.722,2.8,0.089
2700,25/10/2023,0,7.326,2.7,0.085
2701,26/10/2023,0,7.212,2.8,0.083
2702,27/10/2023,2.5,8.169,3.9,0.095
2703,28/10/2023,0,13.65,7.2,0.158
2704,29/10/2023,0,10.107,3.8,0.117
2705,30/10/2023,0,8.83,3.2,0.102
2706,31/10/2023,0,8.349,2.9,0.097
2707,1/11/2023,0,7.81,2.6,0.09
2708,2/11/2023,0,7.982,2.9,0.092
2709,3/11/2023,0,8.018,2.4,0.093
2710,4/11/2023,0,8.026,4.2,0.093
2711,5/11/2023,9,15.391,16.8,0.178
2712,6/11/2023,11,27.657,43.4,0.32
2713,7/11/2023,0,12.83,6.6,0.148
2714,8/11/2023,0,9.836,4.4,0.114
2715,9/11/2023,0,9.194,3.5,0.106
2716,10/11/2023,22,61.709,93.7,0.714
2717,11/11/2023,0,15.752,22.5,0.182
2718,12/11/2023,0,11.018,8.9,0.128
2719,13/11/2023,0,8.252,3,0.096
2720,14/11/2023,0,7.688,2.3,0.089
2721,15/11/2023,0,6.956,2.2,0.081
2722,16/11/2023,0,6.031,1.7,0.07
2723,17/11/2023,0,6.905,2,0.08
2724,18/11/2023,0,7.72,2.2,0.089
2725,19/11/2023,0,7.087,1.7,0.082
2726,20/11/2023,0,6.607,1.5,0.076
2727,21/11/2023,0,6.881,1.5,0.08
2728,22/11/2023,0,6.754,1.5,0.078
2729,23/11/2023,0,5.886,1.4,0.068
2730,24/11/2023,0,7.518,1.7,0.087
2731,25/11/2023,11.5,9.031,2.6,0.105
2732,26/11/2023,23,192.303,417.5,2.226
2733,27/11/2023,0.5,73.676,38.5,0.853
2734,28/11/2023,0,26.895,45.6,0.311
2735,29/11/2023,1.5,18.277,189,0.212
2736,30/11/2023,25,65.906,142.3,0.763
2737,1/12/2023,4,57.716,93,0.668
2738,2/12/2023,0,30.932,145.3,0.358
2739,3/12/2023,6,50.238,120.9,0.581
2740,4/12/2023,0,26.772,128.8,0.31
2741,5/12/2023,0,19.939,170.1,0.231
2742,6/12/2023,0,16.691,176,0.193
2743,7/12/2023,0,12.826,192.2,0.148
2744,8/12/2023,0,11.941,80.2,0.138
2745,9/12/2023,0,12.299,3.4,0.142
2746,10/12/2023,0,11.168,2.6,0.129
2747,11/12/2023,0,10.667,2.3,0.123
2748,12/12/2023,0,10.476,2.1,0.121
2749,13/12/2023,0,9.519,2,0.11
2750,14/12/2023,0,9.415,2.1,0.109
2751,15/12/2023,0.5,10.631,2.5,0.123
2752,16/12/2023,0,8.598,2.2,0.1
2753,17/12/2023,0,7.555,2.1,0.087
2754,18/12/2023,0,7.692,2.1,0.089
2755,19/12/2023,0,7.553,2,0.087
2756,20/12/2023,51,8.433,3.7,0.098
2757,21/12/2023,69.5,544.251,189.1,6.299
2758,22/12/2023,0,140.055,24.1,1.621
2759,23/12/2023,0,72.915,10.5,0.844
2760,24/12/2023,0,47.787,9.4,0.553
2761,25/12/2023,4,46.345,13.2,0.536
2762,26/12/2023,2.5,42.912,31.8,0.497
2763,27/12/2023,0,46.775,28.8,0.541
2764,28/12/2023,3.5,31.544,8.5,0.365
2765,29/12/2023,0,27.657,8.5,0.32
2766,30/12/2023,0,23.462,6.5,0.272
2767,31/12/2023,0,21.322,5.1,0.247
2768,1/01/2024,0,20.571,8.5,0.238
2769,2/01/2024,0,21.858,8.1,0.253
2770,3/01/2024,3,68.321,42.4,0.791
2771,4/01/2024,6.5,90.261,60.5,1.045
2772,5/01/2024,28.5,160.552,78.3,1.858
2773,6/01/2024,0,120.8,21.9,1.398
2774,7/01/2024,0,68.664,12.2,0.795
2775,8/01/2024,0,50.26,9.5,0.582
2776,9/01/2024,5.5,60.754,50.6,0.703
2777,10/01/2024,0,46.408,12.5,0.537
2778,11/01/2024,0,38.752,7.3,0.449
2779,12/01/2024,0,44.753,8.5,0.518
2780,13/01/2024,0,41.146,9,0.476
2781,14/01/2024,0,31.544,5.3,0.365
2782,15/01/2024,0,29.432,4.9,0.341
2783,16/01/2024,8,116.556,37.8,1.349
2784,17/01/2024,1.5,72.109,10.1,0.835
2785,18/01/2024,34.5,192.463,80.7,2.228
2786,19/01/2024,0.5,179.261,26.9,2.075
2787,20/01/2024,0,93.33,17.5,1.08
2788,21/01/2024,0,66.368,7.4,0.768
2789,22/01/2024,0,53.656,5.2,0.621
2790,23/01/2024,0,44.375,4.9,0.514
2791,24/01/2024,0,40.985,4.5,0.474
2792,25/01/2024,0,38.235,3.7,0.443
2793,26/01/2024,0,34.424,3,0.398
2794,27/01/2024,0,31.627,2.6,0.366
2795,28/01/2024,0,28.698,2.2,0.332
2796,29/01/2024,0,27.48,2.2,0.318
2797,30/01/2024,0,25.55,2.3,0.296
2798,31/01/2024,0,25.263,2.2,0.292
2799,1/02/2024,0,24.244,2.1,0.281
2800,2/02/2024,0,23.157,1.9,0.268
2801,3/02/2024,0,21.07,1.7,0.244
2802,4/02/2024,0,19.645,2.1,0.227
2803,5/02/2024,0,18.8,1.9,0.218
2804,6/02/2024,0,18.422,2.1,0.213
2805,7/02/2024,43,131.866,107.2,1.526
2806,8/02/2024,0,44.159,19.3,0.511
2807,9/02/2024,0,32.894,4.8,0.381
2808,10/02/2024,0,27.556,3.1,0.319
2809,11/02/2024,0,26.344,2.9,0.305
2810,12/02/2024,0,24.849,7.6,0.288
2811,13/02/2024,1,24.081,8.4,0.279
2812,14/02/2024,2.5,48.291,36.3,0.559
2813,15/02/2024,0,52.36,27.3,0.606
2814,16/02/2024,0,31.759,3.5,0.368
2815,17/02/2024,2.5,29.9,2.9,0.346
2816,18/02/2024,0,27.098,2.6,0.314
2817,19/02/2024,0,27.369,2.6,0.317
2818,20/02/2024,0,33.601,6.2,0.389
2819,21/02/2024,0,27.076,3.7,0.313
2820,22/02/2024,0,24.958,3,0.289
2821,23/02/2024,0,22.309,2.9,0.258
2822,24/02/2024,4.5,23.699,58.3,0.274
2823,25/02/2024,0,22.2,31,0.257
2824,26/02/2024,0,19.933,6.1,0.231
2825,27/02/2024,0,17.755,5,0.205
2826,28/02/2024,0,16.503,7.6,0.191
2827,29/02/2024,0,16.215,3.5,0.188
2828,1/03/2024,0,16.037,2.8,0.186
2829,2/03/2024,0,14.87,2.5,0.172
2830,3/03/2024,0,14.701,2.5,0.17
2831,4/03/2024,0,14.32,2.7,0.166
2832,5/03/2024,0,13.241,2.7,0.153
2833,6/03/2024,0,12.531,3,0.145
2834,7/03/2024,0,11.578,3.6,0.134
2835,8/03/2024,0,30.648,38.7,0.355
2836,9/03/2024,0,17.963,78.3,0.208
2837,10/03/2024,0,13.553,95.7,0.157
2838,11/03/2024,0,12.358,118.1,0.143
2839,12/03/2024,0,12.361,55.8,0.143
2840,13/03/2024,0,11.657,146.1,0.135
2841,14/03/2024,0,11.059,167.4,0.128
2842,15/03/2024,0,10.984,265.2,0.127
2843,16/03/2024,0,12.473,361.8,0.144
2844,17/03/2024,0,11.605,420.2,0.134
2845,18/03/2024,9,35.77,489.3,0.414
2846,19/03/2024,2,29.896,708.2,0.346
2847,20/03/2024,0,15.531,857.1,0.18
2848,21/03/2024,0,12.683,382,0.147
2849,22/03/2024,0,11.993,23.3,0.139
2850,23/03/2024,0,11.309,14.7,0.131
2851,24/03/2024,0,11.226,9.3,0.13
2852,25/03/2024,0,18.088,41.2,0.209
2853,26/03/2024,0,11.579,159.7,0.134
2854,27/03/2024,0,10.66,304.1,0.123
2855,28/03/2024,0,10.379,252,0.12
2856,29/03/2024,0,9.729,207.1,0.113
2857,30/03/2024,0,9.713,276.2,0.112
2858,31/03/2024,0,9.455,222.7,0.109
2859,1/04/2024,0,8.826,17.7,0.102
2860,2/04/2024,0,8.811,6.1,0.102
2861,3/04/2024,11.5,30.296,36.5,0.351
2862,4/04/2024,0,14.519,9.9,0.168
2863,5/04/2024,6,16.231,8.4,0.188
2864,6/04/2024,67,284.508,122.8,3.293
2865,7/04/2024,12.5,717.209,107.1,8.301
2866,8/04/2024,0,143.554,27.2,1.662
2867,9/04/2024,0,86.923,28.3,1.006
2868,10/04/2024,7.5,83.742,37,0.969
2869,11/04/2024,0,71.277,30.7,0.825
2870,12/04/2024,0,51.927,36.9,0.601
2871,13/04/2024,0,45.132,49.5,0.522
2872,14/04/2024,0,40.659,54.3,0.471
2873,15/04/2024,0,36.207,46.9,0.419
2874,16/04/2024,0,34.294,70.1,0.397
2875,17/04/2024,0,29.563,97.2,0.342
2876,18/04/2024,0,28.588,320.5,0.331
2877,19/04/2024,0,27.355,663,0.317
2878,20/04/2024,1,27.743,595.9,0.321
2879,21/04/2024,0.5,29.564,579.7,0.342
2880,22/04/2024,0,28.101,628.5,0.325
2881,23/04/2024,0,25.63,650.6,0.297
2882,24/04/2024,0,26.372,256.4,0.305
2883,25/04/2024,0,27.879,1.2,0.323
2884,26/04/2024,0,27.318,1.3,0.316
2885,27/04/2024,0,25.459,1.4,0.295
2886,28/04/2024,0,24.351,1.4,0.282
2887,29/04/2024,0,23.853,1.5,0.276
2888,30/04/2024,0,23.553,1.8,0.273
2889,1/05/2024,2.5,28.392,7.4,0.329
2890,2/05/2024,0,29.493,10.1,0.341
2891,3/05/2024,0,31.338,13.1,0.363
2892,4/05/2024,2.5,31.78,21.8,0.368
2893,5/05/2024,6,40.287,37.2,0.466
2894,6/05/2024,4,118.909,105.9,1.376
2895,7/05/2024,1.5,89.796,40.1,1.039
2896,8/05/2024,0,69.008,44.4,0.799
2897,9/05/2024,0,53.827,42.9,0.623
2898,10/05/2024,0,53.37,38.3,0.618
2899,11/05/2024,0.5,45.337,17.2,0.525
2900,12/05/2024,9,142.247,209.9,1.646
2901,13/05/2024,0,230.341,130.5,2.666
2902,14/05/2024,0,121.764,168.6,1.409
2903,15/05/2024,0,87.934,199.1,1.018
2904,16/05/2024,0,70.652,167.2,0.818
2905,17/05/2024,0,61.688,364.1,0.714
2906,18/05/2024,0,54.726,673.9,0.633
2907,19/05/2024,0,51.114,698.5,0.592
2908,20/05/2024,0,46.788,794.1,0.542
2909,21/05/2024,0,43.519,884.7,0.504
2910,22/05/2024,0,41.725,942.8,0.483
2911,23/05/2024,0,39.771,791.5,0.46
2912,24/05/2024,0,36.791,606.9,0.426
2913,25/05/2024,0,35.185,533,0.407
2914,26/05/2024,0,33.726,391.1,0.39
2915,27/05/2024,0,33.295,472.1,0.385
2916,28/05/2024,0,31.596,488.7,0.366
2917,29/05/2024,0,30.297,354.2,0.351
2918,30/05/2024,0,28.892,294.6,0.334
2919,31/05/2024,0,27.699,325.3,0.321
2920,1/06/2024,3,38.754,281.6,0.449
2921,2/06/2024,6,82.361,160.9,0.953
2922,3/06/2024,0,91.034,145.4,1.054
2923,4/06/2024,0,52.783,98.7,0.611
2924,5/06/2024,0,44.242,152.6,0.512
2925,6/06/2024,0,39.33,166.1,0.455
2926,7/06/2024,15.5,81.438,203.5,0.943
2927,8/06/2024,9,201.919,376.1,2.337
2928,9/06/2024,0,138.708,333.8,1.605
2929,10/06/2024,0,93.926,417.7,1.087
2930,11/06/2024,0,76.646,471,0.887
2931,12/06/2024,0,66.376,538.1,0.768
2932,13/06/2024,1.5,61.562,525.7,0.713
2933,14/06/2024,0,51.566,489,0.597
2934,15/06/2024,2,50.285,466.2,0.582
2935,16/06/2024,6,91.163,412.1,1.055
2936,17/06/2024,0,70.302,375,0.814
2937,18/06/2024,0,55.848,333.6,0.646
2938,19/06/2024,0,48.619,170.7,0.563
2939,20/06/2024,0,45.105,157.1,0.522
2940,21/06/2024,0,42.164,130.3,0.488
2941,22/06/2024,0.5,40.372,117.1,0.467
2942,23/06/2024,0,38.355,98,0.444
2943,24/06/2024,0,37.784,93,0.437
2944,25/06/2024,0,36.633,91.3,0.424
2945,26/06/2024,0,34.748,91.9,0.402
2946,27/06/2024,0,33.804,91.7,0.391
2947,28/06/2024,0,34.722,58.5,0.402
2948,29/06/2024,0,31.961,2.4,0.37
2949,30/06/2024,0,30.5,3,0.353
2950,1/07/2024,15,85.472,56.6,0.989
2951,2/07/2024,0,45.191,7.8,0.523
2952,3/07/2024,2,48.016,12.6,0.556
2953,4/07/2024,1,45.925,10.6,0.532
2954,5/07/2024,1.5,52.074,11.5,0.603
2955,6/07/2024,0,72.928,14.3,0.844
2956,7/07/2024,0.5,66.996,7,0.775
2957,8/07/2024,0,55.102,4.1,0.638
2958,9/07/2024,2.5,49.15,4.6,0.569
2959,10/07/2024,1,58.636,9.5,0.679
2960,11/07/2024,0,50.378,4.9,0.583
2961,12/07/2024,0,46.548,5,0.539
2962,13/07/2024,0,44.062,5.1,0.51
2963,14/07/2024,0,41.746,5.5,0.483
2964,15/07/2024,0,40.309,5.9,0.467
2965,16/07/2024,0,39.381,7.3,0.456
2966,17/07/2024,0,38.391,10.9,0.444
2967,18/07/2024,0,36.38,10.9,0.421
2968,19/07/2024,0,35.111,12.7,0.406
2969,20/07/2024,0,33.661,28.3,0.39
2970,21/07/2024,3.5,39.018,29.7,0.452
2971,22/07/2024,0,35.233,10.8,0.408
2972,23/07/2024,0,31.173,12.1,0.361
2973,24/07/2024,0,29.404,12,0.34
2974,25/07/2024,0,27.825,13,0.322
2975,26/07/2024,0.5,29.074,14.4,0.337
2976,27/07/2024,11.5,82.855,55.9,0.959
2977,28/07/2024,4.5,57.361,18.8,0.664
2978,29/07/2024,0,45.018,9.3,0.521
2979,30/07/2024,0,38.071,9,0.441
2980,31/07/2024,0,34.715,9.3,0.402
2981,1/08/2024,0,32.262,10.6,0.373
2982,2/08/2024,0,30.793,13.8,0.356
2983,3/08/2024,0,31.106,17.2,0.36
2984,4/08/2024,0,29.863,14.7,0.346
2985,5/08/2024,0,28.691,15.1,0.332
2986,6/08/2024,0,28.185,18.2,0.326
2987,7/08/2024,0,27.708,35.2,0.321
2988,8/08/2024,0,26.85,39.7,0.311
2989,9/08/2024,0,25.178,87.8,0.291
2990,10/08/2024,0,23.887,80.3,0.276
2991,11/08/2024,0,23.693,21.2,0.274
2992,12/08/2024,0,24.392,23.5,0.282
2993,13/08/2024,0,23.832,81.6,0.276
2994,14/08/2024,0,27.46,23.1,0.318
2995,15/08/2024,11,56.589,39.4,0.655
2996,16/08/2024,0,38.139,33.6,0.441
2997,17/08/2024,0,31.755,32.3,0.368
2998,18/08/2024,4,36.665,34.9,0.424
2999,19/08/2024,0,29.503,31.3,0.341
3000,20/08/2024,0,27.404,27.2,0.317
3001,21/08/2024,0,24.987,27.5,0.289
3002,22/08/2024,0,24.225,29.3,0.28
3003,23/08/2024,0,23.003,29.2,0.266
3004,24/08/2024,0,21.588,33.3,0.25
3005,25/08/2024,2,22.7,36.9,0.263
