id,Datetime,Rainfall (mm),Discharge (ML/d),Turbidity (NTU),Discharge (cms)
1541,20/02/2019,0.5,2.561,1.5,0.03
1542,21/02/2019,0.5,2.755,1.6,0.032
1543,22/02/2019,3.5,3.063,1.4,0.035
1544,23/02/2019,6,7.589,3.3,0.088
1545,24/02/2019,0.5,3.777,1.9,0.044
1546,25/02/2019,0,3.259,1.4,0.038
1547,26/02/2019,0,3.101,1.3,0.036
1548,27/02/2019,0,2.963,1.5,0.034
1549,28/02/2019,0,3.108,1.4,0.036
1550,1/03/2019,0,3.084,1.2,0.036
1551,2/03/2019,0,1.71,1.3,0.02
1552,3/03/2019,0,1.484,1.4,0.017
1553,4/03/2019,0,1.44,1.2,0.017
1554,5/03/2019,0,1.93,1.4,0.022
1555,6/03/2019,0,3.126,1.2,0.036
1556,7/03/2019,1,2.504,1.2,0.029
1557,8/03/2019,0,3.114,1.6,0.036
1558,9/03/2019,0.5,1.101,1.3,0.013
1559,10/03/2019,0,0.965,1.4,0.011
1560,11/03/2019,0,1.269,1.4,0.015
1561,12/03/2019,0,0.693,1.5,0.008
1562,13/03/2019,0,2.116,1.5,0.024
1563,14/03/2019,0,6.552,2,0.076
1564,15/03/2019,0,6.351,2.3,0.074
1565,16/03/2019,0,2.851,2.5,0.033
1566,17/03/2019,29,51.338,25.7,0.594
1567,18/03/2019,11,43.225,12.9,0.5
1568,19/03/2019,16.5,37.983,15.6,0.44
1569,20/03/2019,0.5,26.385,22.1,0.305
1570,21/03/2019,0,10.85,4.8,0.126
1571,22/03/2019,0,9.178,2.5,0.106
1572,23/03/2019,11,32.768,18.5,0.379
1573,24/03/2019,1.5,21.473,14.5,0.249
1574,25/03/2019,0,15.147,4.1,0.175
1575,26/03/2019,8.5,21.979,4.6,0.254
1576,27/03/2019,0,12.453,3.3,0.144
1577,28/03/2019,0,8.65,1.8,0.1
1578,29/03/2019,0,7.775,1.7,0.09
1579,30/03/2019,0.5,9.107,1.8,0.105
1580,31/03/2019,23,76.284,22.2,0.883
1581,1/04/2019,0,19.002,4.7,0.22
1582,2/04/2019,0,11.788,1.9,0.136
1583,3/04/2019,1.5,12.469,1.9,0.144
1584,4/04/2019,0,11.326,1.7,0.131
1585,5/04/2019,0.5,9.299,1.6,0.108
1586,6/04/2019,1,9.969,1.5,0.115
1587,7/04/2019,0,9.495,1.5,0.11
1588,8/04/2019,0,8.236,1.5,0.095
1589,9/04/2019,0,7.792,1.6,0.09
1590,10/04/2019,0,7.539,1.7,0.087
1591,11/04/2019,0,7.337,1.5,0.085
1592,12/04/2019,0,7.285,1.5,0.084
1593,13/04/2019,0,7.374,1.5,0.085
1594,14/04/2019,0,7.351,1.4,0.085
1595,15/04/2019,0,7.153,1.7,0.083
1596,16/04/2019,0,7.207,1.5,0.083
1597,17/04/2019,0,7.256,1.2,0.084
1598,18/04/2019,0,7.13,1.3,0.083
1599,19/04/2019,0,6.714,1.3,0.078
1600,20/04/2019,0,6.927,1.2,0.08
1601,21/04/2019,0,6.889,1.1,0.08
1602,22/04/2019,17.5,21.426,11.6,0.248
1603,23/04/2019,0,13.709,7.9,0.159
1604,24/04/2019,0.5,7.724,1.7,0.089
1605,25/04/2019,0,7.748,1.1,0.09
1606,26/04/2019,0,7.569,1.1,0.088
1607,27/04/2019,0,6.904,1,0.08
1608,28/04/2019,0,6.785,1.1,0.079
1609,29/04/2019,0,6.556,1.2,0.076
1610,30/04/2019,0,6.563,1.2,0.076
1611,1/05/2019,0,6.418,1.3,0.074
1612,2/05/2019,0,6.565,1.1,0.076
1613,3/05/2019,0,7.094,1,0.082
1614,4/05/2019,19.5,25.118,7.4,0.291
1615,5/05/2019,0,38.267,12.4,0.443
1616,6/05/2019,0,10.253,2.4,0.119
1617,7/05/2019,0,8.53,1.3,0.099
1618,8/05/2019,0,7.794,1.2,0.09
1619,9/05/2019,2,7.436,1.3,0.086
1620,10/05/2019,0,7.168,1.5,0.083
1621,11/05/2019,3.5,7.417,1.4,0.086
1622,12/05/2019,0,8.167,1.7,0.095
1623,13/05/2019,0,6.51,1.6,0.075
1624,14/05/2019,0,6.485,1.4,0.075
1625,15/05/2019,0,6.568,1.4,0.076
1626,16/05/2019,0,6.353,1.3,0.074
1627,17/05/2019,0,6.031,1.4,0.07
1628,18/05/2019,0,6.004,1.5,0.069
1629,19/05/2019,0,5.974,1.4,0.069
1630,20/05/2019,0,6.289,1.6,0.073
1631,21/05/2019,0,6.283,1.6,0.073
1632,22/05/2019,0,5.975,1.3,0.069
1633,23/05/2019,0,5.911,1.5,0.068
1634,24/05/2019,0,5.862,1.4,0.068
1635,25/05/2019,0,5.822,1.3,0.067
1636,26/05/2019,0,5.689,1.4,0.066
1637,27/05/2019,1.5,5.478,1.3,0.063
1638,28/05/2019,2.5,7.723,2.7,0.089
1639,29/05/2019,0,7.583,3,0.088
1640,30/05/2019,2,5.746,2.2,0.067
1641,31/05/2019,0,6.047,1.6,0.07
1642,1/06/2019,0,3.413,1.1,0.04
1643,2/06/2019,0,3.233,1,0.037
1644,3/06/2019,0,3.206,1.1,0.037
1645,4/06/2019,0.5,3.297,1.2,0.038
1646,5/06/2019,10,23.593,10.5,0.273
1647,6/06/2019,0,10.186,9,0.118
1648,7/06/2019,0,7.112,2.1,0.082
1649,8/06/2019,0.5,6.512,1.8,0.075
1650,9/06/2019,0,6.426,1.7,0.074
1651,10/06/2019,0,6.275,1.8,0.073
1652,11/06/2019,0,6.234,1.7,0.072
1653,12/06/2019,0,6.217,1.5,0.072
1654,13/06/2019,0,6.165,1.6,0.071
1655,14/06/2019,0.5,6.035,1.6,0.07
1656,15/06/2019,0,6.134,1.6,0.071
1657,16/06/2019,0,5.866,1.6,0.068
1658,17/06/2019,7,7.902,2.2,0.091
1659,18/06/2019,0.5,14.459,5.4,0.167
1660,19/06/2019,1,7.715,2.8,0.089
1661,20/06/2019,0,7.819,1.9,0.09
1662,21/06/2019,0,6.77,2,0.078
1663,22/06/2019,0,6.418,1.7,0.074
1664,23/06/2019,0,6.11,1.8,0.071
1665,24/06/2019,0.5,6.097,1.9,0.071
1666,25/06/2019,5.5,15.374,4.6,0.178
1667,26/06/2019,4,16.486,5.9,0.191
1668,27/06/2019,3.5,10.711,3.9,0.124
1669,28/06/2019,0,6.797,3,0.079
1670,29/06/2019,0,5.515,2.5,0.064
1671,30/06/2019,0,5.064,1.9,0.059
1672,1/07/2019,3,7.502,2.8,0.087
1673,2/07/2019,0,6.141,3.2,0.071
1674,3/07/2019,0,5.202,4.5,0.06
1675,4/07/2019,0,4.293,3.4,0.05
1676,5/07/2019,8,7.043,3.2,0.082
1677,6/07/2019,4,20.029,11.8,0.232
1678,7/07/2019,0.5,9.088,5.2,0.105
1679,8/07/2019,0,6.581,3.4,0.076
1680,9/07/2019,5.5,7.587,3,0.088
1681,10/07/2019,0,9.639,4.9,0.112
1682,11/07/2019,0,5.895,6.1,0.068
1683,12/07/2019,0.5,5.466,2.6,0.063
1684,13/07/2019,0,5.285,2.3,0.061
1685,14/07/2019,1.5,6.089,2.6,0.07
1686,15/07/2019,0,7.038,2.9,0.081
1687,16/07/2019,0,6.963,3.3,0.081
1688,17/07/2019,0,6.772,3.3,0.078
1689,18/07/2019,0.5,6.894,3.4,0.08
1690,19/07/2019,0,8.579,3.7,0.099
1691,20/07/2019,0,6.96,3.1,0.081
1692,21/07/2019,0,7.051,2.7,0.082
1693,22/07/2019,0,6.839,2.5,0.079
1694,23/07/2019,0,6.946,2.3,0.08
1695,24/07/2019,0,7.156,2.3,0.083
1696,25/07/2019,0,8.124,2.5,0.094
1697,26/07/2019,0,6.829,2.2,0.079
1698,27/07/2019,0,7.459,2.2,0.086
1699,28/07/2019,0,6.812,2.1,0.079
1700,29/07/2019,0,6.774,2.1,0.078
1701,30/07/2019,0,6.805,2.3,0.079
1702,31/07/2019,0,6.891,2.1,0.08
1703,1/08/2019,0,7.177,2.1,0.083
1704,2/08/2019,0,7.052,1.7,0.082
1705,3/08/2019,0,6.537,1.8,0.076
1706,4/08/2019,0,6.545,1.6,0.076
1707,5/08/2019,0,6.403,1.5,0.074
1708,6/08/2019,0,6.432,1.7,0.074
1709,7/08/2019,0,6.229,1.6,0.072
1710,8/08/2019,0,6.322,1.8,0.073
1711,9/08/2019,0.5,6.297,1.7,0.073
1712,10/08/2019,2.5,6.468,1.9,0.075
1713,11/08/2019,1.5,7.791,2.3,0.09
1714,12/08/2019,7.5,16.808,11.3,0.195
1715,13/08/2019,0,10.18,12.1,0.118
1716,14/08/2019,0,7.406,2.9,0.086
1717,15/08/2019,0,6.886,2.2,0.08
1718,16/08/2019,0,6.635,2.4,0.077
1719,17/08/2019,0,6.571,2,0.076
1720,18/08/2019,0,6.45,2.3,0.075
1721,19/08/2019,0,6.227,2.3,0.072
1722,20/08/2019,0,6.173,1.9,0.071
1723,21/08/2019,0,6.05,2,0.07
1724,22/08/2019,0,6.039,2.2,0.07
1725,23/08/2019,0,5.85,2.6,0.068
1726,24/08/2019,0,6.009,1.8,0.07
1727,25/08/2019,0,5.791,1.9,0.067
1728,26/08/2019,0,5.769,2.2,0.067
1729,27/08/2019,0,5.765,2.3,0.067
1730,28/08/2019,0,5.756,2,0.067
1731,29/08/2019,0,5.652,2.1,0.065
1732,30/08/2019,11,8.761,5.1,0.101
1733,31/08/2019,1.5,27.415,18.5,0.317
1734,1/09/2019,0.5,9.129,3.1,0.106
1735,2/09/2019,0,7.337,2.3,0.085
1736,3/09/2019,0,6.921,1.9,0.08
1737,4/09/2019,0,6.36,1.9,0.074
1738,5/09/2019,0,6.186,1.7,0.072
1739,6/09/2019,0,5.875,2,0.068
1740,7/09/2019,4,5.798,1.7,0.067
1741,8/09/2019,0,7.372,2.7,0.085
1742,9/09/2019,0.5,5.665,2.4,0.066
1743,10/09/2019,0,5.464,2.3,0.063
1744,11/09/2019,0,5.57,2,0.064
1745,12/09/2019,0,5.481,1.7,0.063
1746,13/09/2019,0,4.049,2.2,0.047
1747,14/09/2019,0,2.767,2.3,0.032
1748,15/09/2019,0,2.56,1.6,0.03
1749,16/09/2019,0,2.446,1.9,0.028
1750,17/09/2019,0,2.382,2,0.028
1751,18/09/2019,38,84.316,45.1,0.976
1752,19/09/2019,5.5,51.771,20.9,0.599
1753,20/09/2019,1,29.072,9.2,0.336
1754,21/09/2019,0.5,14.172,3.5,0.164
1755,22/09/2019,3,10.291,2.3,0.119
1756,23/09/2019,4.5,25.081,6.7,0.29
1757,24/09/2019,0,15.191,4.3,0.176
1758,25/09/2019,0,13.211,2.3,0.153
1759,26/09/2019,0,10.122,2,0.117
1760,27/09/2019,0,7.207,1.9,0.083
1761,28/09/2019,0,7.272,2.2,0.084
1762,29/09/2019,0,6.946,2.3,0.08
1763,30/09/2019,0,6.942,2.5,0.08
1764,1/10/2019,0,7.279,2.4,0.084
1765,2/10/2019,0,8.045,2.5,0.093
1766,3/10/2019,0,7.485,2.1,0.087
1767,4/10/2019,0,7.264,2.3,0.084
1768,5/10/2019,0,7.214,2.3,0.083
1769,6/10/2019,0.5,7.03,2.4,0.081
1770,7/10/2019,0,6.811,2.4,0.079
1771,8/10/2019,0,6.615,2.7,0.077
1772,9/10/2019,0.5,7.025,2.4,0.081
1773,10/10/2019,0,6.62,2.7,0.077
1774,11/10/2019,0,6.461,2.6,0.075
1775,12/10/2019,2.5,6.928,2.8,0.08
1776,13/10/2019,3,9.066,3.3,0.105
1777,14/10/2019,0.5,7.042,2.9,0.082
1778,15/10/2019,0,6.591,2.8,0.076
1779,16/10/2019,0,6.429,2.8,0.074
1780,17/10/2019,0,5.952,3.2,0.069
1781,18/10/2019,0,5.9,2.1,0.068
1782,19/10/2019,0,5.544,2.3,0.064
1783,20/10/2019,0.5,5.47,2.7,0.063
1784,21/10/2019,0,5.528,2.7,0.064
1785,22/10/2019,0,5.489,2.8,0.064
1786,23/10/2019,0,5.4,2.5,0.062
1787,24/10/2019,0,5.139,2.5,0.059
1788,25/10/2019,0,4.853,2.5,0.056
1789,26/10/2019,0,5.011,2.6,0.058
1790,27/10/2019,5.5,7.787,3.6,0.09
1791,28/10/2019,0,5.5,3,0.064
1792,29/10/2019,0,3.878,2.5,0.045
1793,30/10/2019,0,3.834,3.2,0.044
1794,31/10/2019,0,5.427,2.7,0.063
1795,1/11/2019,0,5.314,3,0.062
1796,2/11/2019,0,5.051,2.9,0.058
1797,3/11/2019,0,4.425,2.6,0.051
1798,4/11/2019,19,5.451,3.6,0.063
1799,7/11/2019,0,4.345,2.3,0.05
1800,8/11/2019,0,3.802,2.8,0.044
1801,9/11/2019,1.5,3.405,2.4,0.039
1802,10/11/2019,0.5,3.769,2.5,0.044
1803,11/11/2019,0,3.392,3,0.039
1804,12/11/2019,0,3.354,2.3,0.039
1805,13/11/2019,0,2.902,2.7,0.034
1806,14/11/2019,0,2.87,2.8,0.033
1807,15/11/2019,0,2.45,2.9,0.028
1808,16/11/2019,0,0.789,3.3,0.009
1809,17/11/2019,0,0.481,3.9,0.006
1810,18/11/2019,0,0.366,4.1,0.004
1811,19/11/2019,0,0.288,3.7,0.003
1812,20/11/2019,0,2.543,3.5,0.029
1813,21/11/2019,0,3.794,2.9,0.044
1814,22/11/2019,0,2.584,1.6,0.03
1815,23/11/2019,0,1.395,1.6,0.016
1816,24/11/2019,0,0.54,2,0.006
1817,25/11/2019,1.5,0.141,3.6,0.002
1818,26/11/2019,0,0.302,2.6,0.003
1819,27/11/2019,4,3.871,3,0.045
1820,28/11/2019,0,2.291,1.7,0.027
1821,29/11/2019,0,2.174,1.6,0.025
1822,30/11/2019,0,2.132,1.6,0.025
1823,1/12/2019,0,2.118,1.9,0.025
1824,2/12/2019,0,2.11,1.6,0.024
1825,3/12/2019,1.5,2.353,1.9,0.027
1826,4/12/2019,0,2.426,1.9,0.028
1827,5/12/2019,0,2.442,1.6,0.028
1828,6/12/2019,0,2.34,1.8,0.027
1829,7/12/2019,0,2.3,1.8,0.027
1830,8/12/2019,0,2.353,1.3,0.027
1831,9/12/2019,0,2.348,1.5,0.027
1832,10/12/2019,0,2.308,2.3,0.027
1833,11/12/2019,0,2.169,2,0.025
1834,12/12/2019,0,2.187,1.8,0.025
1835,13/12/2019,0,2.241,1.9,0.026
1836,14/12/2019,0,2.194,2.4,0.025
1837,15/12/2019,0,2.163,2.1,0.025
1838,16/12/2019,0,2.092,2.2,0.024
1839,17/12/2019,0,1.936,1.8,0.022
1840,18/12/2019,0,1.736,1.5,0.02
1841,19/12/2019,0,1.414,2,0.016
1842,20/12/2019,0,1.61,2.3,0.019
1843,21/12/2019,0,1.643,1.7,0.019
1844,22/12/2019,0,1.661,1.7,0.019
1845,23/12/2019,0,2.195,1.7,0.025
1846,24/12/2019,0,5.317,3.1,0.062
1847,25/12/2019,0,2.222,1.4,0.026
1848,26/12/2019,0,1.958,1.9,0.023
1849,27/12/2019,0,1.741,1.7,0.02
1850,28/12/2019,0,1.736,1.8,0.02
1851,29/12/2019,0,1.657,2.4,0.019
1852,30/12/2019,0,1.58,1.8,0.018
1853,31/12/2019,0,1.644,1.7,0.019
1854,1/01/2020,0,1.413,1.8,0.016
1855,2/01/2020,0,1.268,1.6,0.015
1856,3/01/2020,0,1.505,1.8,0.017
1857,4/01/2020,0,1.641,1.7,0.019
1858,5/01/2020,0,2.812,1.6,0.033
1859,6/01/2020,0,1.67,1.6,0.019
1860,7/01/2020,0,1.663,1.5,0.019
1861,8/01/2020,10,3.67,2.5,0.042
1862,9/01/2020,0,4.311,3.4,0.05
1863,10/01/2020,0,2.471,1.9,0.029
1864,11/01/2020,0,2.125,2,0.025
1865,12/01/2020,0.5,1.927,1.8,0.022
1866,13/01/2020,0,2.458,1.7,0.028
1867,14/01/2020,0,2.312,1.7,0.027
1868,15/01/2020,0,2.117,1.7,0.025
1869,16/01/2020,0,1.97,1.8,0.023
1870,17/01/2020,14.5,8.609,6.1,0.1
1871,18/01/2020,1.5,4.544,2.8,0.053
1872,19/01/2020,3.5,5.992,1.5,0.069
1873,20/01/2020,16,31.908,16.7,0.369
1874,21/01/2020,3,12.174,5.3,0.141
1875,22/01/2020,0,4.15,1.6,0.048
1876,23/01/2020,0,3.178,1.5,0.037
1877,24/01/2020,0,2.594,1.8,0.03
1878,25/01/2020,24,14.896,18.9,0.172
1879,26/01/2020,0,4.171,5.4,0.048
1880,27/01/2020,0,2.981,2.2,0.035
1881,28/01/2020,2.5,18.558,26.2,0.215
1882,29/01/2020,0,8.278,18.7,0.096
1883,30/01/2020,0,3.765,3,0.044
1884,31/01/2020,0,2.788,2.6,0.032
1885,1/02/2020,0,2.611,3,0.03
1886,2/02/2020,0,2.331,3,0.027
1887,3/02/2020,11,2.371,3.2,0.027
1888,4/02/2020,4.5,7.654,5.6,0.089
1889,5/02/2020,0,2.84,4,0.033
1890,6/02/2020,0,2.605,4.2,0.03
1891,7/02/2020,9.5,6.264,6.6,0.072
1892,8/02/2020,15,22.214,9.5,0.257
1893,9/02/2020,30,97.234,25.5,1.125
1894,10/02/2020,71.5,1611.146,124.7,18.648
1895,11/02/2020,4,489.512,24.4,5.666
1896,12/02/2020,3.5,100.24,7.6,1.16
1897,13/02/2020,19,74.573,10,0.863
1898,14/02/2020,3.5,105.304,16.7,1.219
1899,15/02/2020,1.5,64.204,5.3,0.743
1900,16/02/2020,0.5,35.197,3.6,0.407
1901,17/02/2020,0,70.754,28.3,0.819
1902,18/02/2020,35,400.799,95.1,4.639
1903,19/02/2020,7.5,117.127,19.5,1.356
1904,20/02/2020,0,385.921,175.1,4.467
1905,21/02/2020,0,67.919,12.4,0.786
1906,22/02/2020,0,41.608,7.1,0.482
1907,23/02/2020,0,30.91,5.5,0.358
1908,24/02/2020,0,29.325,4.9,0.339
1909,25/02/2020,0,25.906,4.7,0.3
1910,26/02/2020,0,24.061,4.4,0.278
1911,27/02/2020,4,55.133,24.5,0.638
1912,28/02/2020,0,32.522,16,0.376
1913,29/02/2020,0,26.163,4.5,0.303
1914,1/03/2020,0,23.077,2.9,0.267
1915,2/03/2020,0,21.175,2.6,0.245
1916,3/03/2020,0,19.89,2.2,0.23
1917,4/03/2020,6.5,21.26,2.5,0.246
1918,5/03/2020,7,53.212,9.2,0.616
1919,6/03/2020,24,132.623,23,1.535
1920,7/03/2020,2,161.277,15.1,1.867
1921,8/03/2020,0.5,77.946,4.6,0.902
1922,9/03/2020,2,61.107,2.5,0.707
1923,10/03/2020,0.5,53.234,2.4,0.616
1924,11/03/2020,0.5,47.874,2.1,0.554
1925,12/03/2020,0,42.087,2.1,0.487
1926,13/03/2020,0,33.015,1.8,0.382
1927,14/03/2020,0,29.576,1.6,0.342
1928,15/03/2020,11,55.638,8.8,0.644
1929,16/03/2020,2,51.438,5,0.595
1930,17/03/2020,4,82.819,6.8,0.959
1931,18/03/2020,1.5,55.612,3.1,0.644
1932,19/03/2020,0,39.397,1.7,0.456
1933,20/03/2020,0,30.928,1.6,0.358
1934,21/03/2020,0,28.356,1.6,0.328
1935,22/03/2020,0,24.688,1.5,0.286
1936,23/03/2020,0,23.132,1.3,0.268
1937,24/03/2020,0,22.066,1.3,0.255
1938,25/03/2020,0,19.873,1.3,0.23
1939,26/03/2020,36,55.426,11.7,0.642
1940,27/03/2020,4.5,199.303,45.2,2.307
1941,28/03/2020,0.5,52.473,4.3,0.607
1942,29/03/2020,0,34.661,2.7,0.401
1943,30/03/2020,0,27.038,2.1,0.313
1944,31/03/2020,8,39.115,4.8,0.453
1945,1/04/2020,0,24.864,2.2,0.288
1946,2/04/2020,0,21.718,1.6,0.251
1947,3/04/2020,7.5,33.828,3.4,0.392
1948,4/04/2020,9.5,56.479,9.1,0.654
1949,5/04/2020,13.5,243.799,53.8,2.822
1950,6/04/2020,0,128.158,9,1.483
1951,7/04/2020,0,83.477,3.6,0.966
1952,8/04/2020,0,67.991,2.4,0.787
1953,9/04/2020,0,49.519,2.2,0.573
1954,10/04/2020,2,40.426,2,0.468
1955,11/04/2020,13,55.027,4.4,0.637
1956,12/04/2020,0.5,50.831,5,0.588
1957,13/04/2020,0,46.108,2.1,0.534
1958,14/04/2020,0,39.261,1.8,0.454
1959,15/04/2020,0,36.218,1.6,0.419
1960,16/04/2020,0,34.687,6.4,0.401
1961,17/04/2020,0,33.073,1.7,0.383
1962,18/04/2020,0,32.897,2.8,0.381
1963,19/04/2020,0,31.084,1.9,0.36
1964,20/04/2020,0,29.73,1.7,0.344
1965,21/04/2020,0,28.614,1.6,0.331
1966,22/04/2020,0,28.047,1.7,0.325
1967,23/04/2020,0,26.514,1.4,0.307
1968,24/04/2020,0,26.145,1.3,0.303
1969,25/04/2020,0,25.72,1.2,0.298
1970,26/04/2020,0,24.723,1.2,0.286
1971,27/04/2020,0,23.932,1.2,0.277
1972,28/04/2020,0,23.915,3.2,0.277
1973,29/04/2020,0,20.873,1.7,0.242
1974,30/04/2020,19.5,32.005,9.7,0.37
1975,1/05/2020,16,136.381,40.7,1.578
1976,2/05/2020,3,71.011,9.4,0.822
1977,3/05/2020,0.5,49.444,4.1,0.572
1978,4/05/2020,0,38.146,3,0.442
1979,5/05/2020,0,32.683,2.7,0.378
1980,6/05/2020,0,29.745,2.4,0.344
1981,7/05/2020,0,28.081,2.4,0.325
1982,8/05/2020,0,27.033,2.7,0.313
1983,9/05/2020,0,26.71,2.2,0.309
1984,10/05/2020,0,26.096,2.2,0.302
1985,11/05/2020,0,22.329,2.3,0.258
1986,12/05/2020,0,18.249,2.5,0.211
1987,13/05/2020,0,17.941,2.6,0.208
1988,14/05/2020,0,21.603,2.4,0.25
1989,15/05/2020,0,20.868,2.7,0.242
1990,16/05/2020,1.5,19.372,3.1,0.224
1991,17/05/2020,1.5,20.166,2.5,0.233
1992,18/05/2020,0,17.98,2.4,0.208
1993,19/05/2020,0.5,17.473,2.5,0.202
1994,20/05/2020,0.5,17.854,2.2,0.207
1995,21/05/2020,1,17.281,2.4,0.2
1996,22/05/2020,10,39.605,8.1,0.458
1997,23/05/2020,2.5,37.895,7.3,0.439
1998,24/05/2020,4.5,28.113,4.3,0.325
1999,25/05/2020,0,26.572,3.7,0.308
2000,26/05/2020,1,21.809,2.6,0.252
2001,27/05/2020,3,25.555,2.9,0.296
2002,28/05/2020,0,25.532,3.6,0.296
2003,29/05/2020,0,22.908,2.7,0.265
2004,30/05/2020,0,21.328,2.5,0.247
2005,31/05/2020,0,19.837,2.4,0.23
2006,1/06/2020,0,19.7,2.4,0.228
2007,2/06/2020,1,19.407,2.4,0.225
2008,3/06/2020,0.5,19.527,2.7,0.226
2009,4/06/2020,0,18.138,2.3,0.21
2010,5/06/2020,0,17.624,2.4,0.204
2011,6/06/2020,0,17.384,2.4,0.201
2012,7/06/2020,0,19.462,2.8,0.225
2013,8/06/2020,0,16.381,2.8,0.19
2014,9/06/2020,0,17.709,2.7,0.205
2015,10/06/2020,1.5,18.04,6.8,0.209
2016,11/06/2020,0.5,16.879,2.9,0.195
2017,12/06/2020,0,16.133,2.7,0.187
2018,13/06/2020,0,15.63,2.8,0.181
2019,14/06/2020,0,15.616,2.8,0.181
2020,15/06/2020,10.5,39.23,24.9,0.454
2021,16/06/2020,0,19.573,10.3,0.227
2022,17/06/2020,0,16.928,3.3,0.196
2023,18/06/2020,1,16.152,2.9,0.187
2024,19/06/2020,0,17.922,3.1,0.207
2025,20/06/2020,0,16.173,2.4,0.187
2026,21/06/2020,0,15.7,1.9,0.182
2027,22/06/2020,12,49.728,32.6,0.576
2028,23/06/2020,1,26.154,14,0.303
2029,24/06/2020,0,21.507,3.8,0.249
2030,25/06/2020,0,19.86,2.8,0.23
2031,26/06/2020,0,18.593,2.5,0.215
2032,27/06/2020,0,18.228,2.6,0.211
2033,28/06/2020,0,17.58,2.4,0.203
2034,29/06/2020,1,17.789,2.3,0.206
2035,30/06/2020,0,17.117,2.6,0.198
2036,1/07/2020,0,16.081,2.2,0.186
2037,2/07/2020,0,16.308,2.3,0.189
2038,3/07/2020,0,16.089,2.2,0.186
2039,4/07/2020,0,15.788,2.2,0.183
2040,5/07/2020,0,15.574,2.2,0.18
2041,6/07/2020,0,15.111,2.2,0.175
2042,7/07/2020,0,15.133,2.3,0.175
2043,8/07/2020,0,14.861,2.5,0.172
2044,9/07/2020,1,15.041,2.3,0.174
2045,10/07/2020,0,14.825,2.3,0.172
2046,11/07/2020,1.5,15.066,2.5,0.174
2047,12/07/2020,4,24.666,6.8,0.285
2048,13/07/2020,4.5,19.822,6.2,0.229
2049,14/07/2020,0,21.045,5.9,0.244
2050,15/07/2020,0.5,16.97,3.4,0.196
2051,16/07/2020,0,15.901,2.8,0.184
2052,17/07/2020,0,15.803,2.9,0.183
2053,18/07/2020,0,15.198,2.5,0.176
2054,19/07/2020,0,14.72,2.7,0.17
2055,20/07/2020,0,14.734,2.6,0.171
2056,21/07/2020,0,14.239,2.8,0.165
2057,22/07/2020,0,14.529,2.7,0.168
2058,23/07/2020,0,14.039,2.7,0.162
2059,24/07/2020,0,13.606,2.7,0.157
2060,25/07/2020,0,13.399,2.6,0.155
2061,26/07/2020,2,13.259,2.9,0.153
2062,27/07/2020,35.5,72.948,30.5,0.844
2063,28/07/2020,22,477.087,70.2,5.522
2064,29/07/2020,9,491.02,38.7,5.683
2065,30/07/2020,0,183.976,13.9,2.129
2066,31/07/2020,0,117.188,7.8,1.356
2067,1/08/2020,0,86.831,5.8,1.005
2068,2/08/2020,0,71.092,4.8,0.823
2069,3/08/2020,0,59.986,4.3,0.694
2070,4/08/2020,0,51.339,3.7,0.594
2071,5/08/2020,0,47.032,3.4,0.544
2072,6/08/2020,0,43.421,3.2,0.503
2073,7/08/2020,0,39.133,3.1,0.453
2074,8/08/2020,15,100.295,17.2,1.161
2075,9/08/2020,0,137.107,16.1,1.587
2076,10/08/2020,10.5,109.399,10.1,1.266
2077,11/08/2020,15,470.076,41.3,5.441
2078,12/08/2020,1,228.441,12.2,2.644
2079,13/08/2020,0,141.267,6.7,1.635
2080,14/08/2020,8,195.074,18.7,2.258
2081,15/08/2020,15.5,155.971,9.9,1.805
2082,16/08/2020,0.5,248.724,15.4,2.879
2083,17/08/2020,0,145.981,6.6,1.69
2084,18/08/2020,0,113.837,5.8,1.318
2085,19/08/2020,0,95.9,5,1.11
2086,20/08/2020,8.5,87.83,6.2,1.017
2087,21/08/2020,0.5,106.397,12.8,1.231
2088,22/08/2020,2,76.214,6.5,0.882
2089,23/08/2020,8.5,107.409,10.1,1.243
2090,24/08/2020,0.5,99.039,9.6,1.146
2091,25/08/2020,1,79.01,6.2,0.914
2092,26/08/2020,0,65.709,5.6,0.761
2093,27/08/2020,0,59.602,5.1,0.69
2094,28/08/2020,0,55.003,5,0.637
2095,29/08/2020,0,51.453,4.9,0.596
2096,30/08/2020,0,47.137,4.9,0.546
2097,31/08/2020,0,44.25,4.8,0.512
2098,1/09/2020,0,41.782,4.6,0.484
2099,2/09/2020,0,39.067,4.7,0.452
2100,3/09/2020,0,36.61,4.3,0.424
2101,4/09/2020,0,35.506,4.1,0.411
2102,5/09/2020,5.5,34.853,4.5,0.403
2103,6/09/2020,0,39.182,5.9,0.453
2104,7/09/2020,0,31.362,4.1,0.363
2105,8/09/2020,0,29.741,3.9,0.344
2106,9/09/2020,0,28.126,4,0.326
2107,10/09/2020,17.5,60.763,16.2,0.703
2108,11/09/2020,1.5,49.605,14.3,0.574
2109,12/09/2020,0,31.586,5,0.366
2110,13/09/2020,0,26.491,4.1,0.307
2111,14/09/2020,0,24.03,3.8,0.278
2112,15/09/2020,0,21.636,3.8,0.25
2113,16/09/2020,0,22.387,3.9,0.259
2114,17/09/2020,0,24.591,4.5,0.285
2115,18/09/2020,0,23.727,4.3,0.275
2116,19/09/2020,0,22.444,4.2,0.26
